
                     X                   displacement                force         

                   7.19999981E+03           0.                      -0.            
                   7.20545006E+03          13.6299953E-06          192.360092      
                   7.21089983E+03          27.2599907E-06          384.720184      
                   7.21635008E+03          40.8899956E-06          577.080322      
                   7.22179985E+03          54.5199814E-06          769.439941      
                   7.2272501E+03           68.1500015E-06          961.799072      
                   7.23270035E+03          81.7799911E-06            1.15415776E+03
                   7.23815012E+03          95.4100266E-06            1.3465153E+03 
                   7.24359989E+03         109.039963E-06             1.53887141E+03
                   7.24904966E+03         122.670021E-06             1.73122692E+03
                   7.25449991E+03         136.300003E-06             1.92358005E+03
                   7.25995016E+03         149.929962E-06             2.11593175E+03
                   7.26539993E+03         163.559982E-06             2.30828166E+03
                   7.27085018E+03         177.190002E-06             2.5006299E+03 
                   7.27629995E+03         190.820053E-06             2.69297576E+03
                   7.2817502E+03          204.449997E-06             2.88531852E+03
                   7.28719997E+03         218.079926E-06             3.07765841E+03
                   7.29264975E+03         231.709946E-06             3.26999521E+03
                   7.29809999E+03         245.340042E-06             3.46232963E+03
                   7.30354977E+03         258.970062E-06             3.65465927E+03
                   7.30900002E+03         272.600006E-06             3.84698653E+03
                   7.31445026E+03         286.229919E-06             4.03931046E+03
                   7.31990004E+03         299.859924E-06             4.23162794E+03
                   7.32535028E+03         313.48999E-06              4.423944E+03  
                   7.33079958E+03         327.119965E-06             4.61625338E+03
                   7.33624983E+03         340.750061E-06             4.80855846E+03
                   7.34170008E+03         354.380005E-06             5.00085878E+03
                   7.34714985E+03         368.009979E-06             5.19315338E+03
                   7.3526001E+03          381.640106E-06             5.38544226E+03
                   7.35804987E+03         395.27005E-06              5.57772493E+03
                   7.36350012E+03         408.899994E-06             5.77000046E+03
                   7.36895037E+03         422.529907E-06             5.96219969E+03
                   7.37440014E+03         436.159851E-06             6.15427017E+03
                   7.37984991E+03         449.789917E-06             6.3461566E+03 
                   7.38529968E+03         463.419891E-06             6.53783083E+03
                   7.39074993E+03         477.05014E-06              6.72925329E+03
                   7.39620018E+03         490.680084E-06             6.9203968E+03 
                   7.40164995E+03         504.310181E-06             7.11122227E+03
                   7.4071002E+03          517.940125E-06             7.30169439E+03
                   7.41254997E+03         531.570007E-06             7.49177217E+03
                   7.41800022E+03         545.200012E-06             7.68141222E+03
                   7.42344999E+03         558.829895E-06             7.87056732E+03
                   7.42889977E+03         572.459839E-06             8.0591774E+03 
                   7.43435001E+03         586.089905E-06             8.24717999E+03
                   7.43979979E+03         599.719849E-06             8.43448544E+03
                   7.44525003E+03         613.350281E-06             8.62099934E+03
                   7.45070028E+03         626.97998E-06              8.80658245E+03
                   7.45615005E+03         640.610168E-06             8.9910574E+03 
                   7.4616003E+03          654.239929E-06             9.17416382E+03
                   7.4670496E+03          667.869995E-06             9.35548306E+03
                   7.47249985E+03         681.500122E-06             9.53421211E+03
                   7.4779501E+03          695.129944E-06             9.69353008E+03
                   7.48339987E+03         708.76001E-06              9.81607533E+03
                   7.48885012E+03         722.389893E-06             9.92316341E+03
                   7.49429989E+03         736.019958E-06            10.024229E+03  
                   7.49975014E+03         749.650085E-06            10.120244E+03  
                   7.50520039E+03         763.280212E-06            10.2118616E+03 
                   7.51064968E+03         776.909973E-06            10.2995214E+03 
                   7.51609993E+03         790.5401E-06              10.3835182E+03 
                   7.5215497E+03          804.169739E-06            10.4641047E+03 
                   7.52699995E+03         817.799988E-06            10.5414133E+03 
                   7.5324502E+03          831.430115E-06            10.6151609E+03 
                   7.53789997E+03         845.059814E-06            10.68507E+03   
                   7.54335022E+03         858.690125E-06            10.7506981E+03 
                   7.54879999E+03         872.319702E-06            10.8121061E+03 
                   7.55424976E+03         885.950256E-06            10.8695393E+03 
                   7.55970001E+03         899.579834E-06            10.9231329E+03 
                   7.56514978E+03         913.210144E-06            10.972744E+03  
                   7.57060003E+03         926.839783E-06            11.0181618E+03 
                   7.5760498E+03          940.470032E-06            11.0589743E+03 
                   7.58150005E+03         954.100281E-06            11.0938845E+03 
                   7.5869503E+03          967.729858E-06            11.1219072E+03 
                   7.59240007E+03         981.360168E-06            11.1426821E+03 
                   7.59785032E+03         994.989746E-06            11.1544533E+03 
                   7.60329962E+03           1.00862038E-03          11.1539755E+03 
                   7.60874987E+03           1.02224994E-03          11.1309748E+03 
                   7.61420012E+03           1.03588021E-03          11.0790949E+03 
                   7.61964989E+03           1.04950976E-03          10.9922743E+03 
                   7.62510014E+03           1.06314003E-03          10.8677607E+03 
                   7.63054991E+03           1.07676971E-03          10.7286949E+03 
                   7.63600016E+03           1.09039998E-03          10.4967079E+03 
                   7.64145041E+03           1.10403025E-03          10.1933317E+03 
                   7.6468997E+03            1.11765981E-03           1.6630311E+03 
                   7.65234995E+03           1.1312902E-03            1.71182561E+03
                   7.65779972E+03           1.14491963E-03           1.74533892E+03
                   7.66324997E+03           1.15855026E-03           1.76450026E+03
                   7.66870022E+03           1.17217982E-03           1.78390992E+03
                   7.67006254E+03           1.17558777E-03           1.70432401E+03




