
                     X                   displacement                force         

                   0.                       0.                      -0.            
                   1.44000006E+03           0.                      -0.            
                   2.88000011E+03           0.                      -0.            
                   4.32000017E+03           0.                      -0.            
                   5.76000023E+03           0.                      -0.            
                   7.19999981E+03           0.                      -0.            
                   7.19999981E+03           0.                      -0.            
                   7.20716E+03             17.9099979E-06          257.915253      
                   7.21431971E+03          35.8199959E-06          515.787109      
                   7.22147989E+03          53.7299881E-06          773.615234      
                   7.22864008E+03          71.6399918E-06            1.03139961E+03
                   7.23579979E+03          89.5499878E-06            1.28914106E+03
                   7.24295998E+03         107.459976E-06             1.54683828E+03
                   7.25012016E+03         125.369995E-06             1.80449283E+03
                   7.25727987E+03         143.279984E-06             2.06210279E+03
                   7.26444006E+03         161.190048E-06             2.31967044E+03
                   7.27160025E+03         179.099976E-06             2.57719326E+03
                   7.27875996E+03         197.010086E-06             2.83467436E+03
                   7.28592014E+03         214.919952E-06             3.09211135E+03
                   7.29307985E+03         232.830063E-06             3.34950399E+03
                   7.30024004E+03         250.73999E-06              3.60685325E+03
                   7.30739975E+03         268.650116E-06             3.86416101E+03
                   7.31455994E+03         286.559967E-06             4.12142277E+03
                   7.32172012E+03         304.46994E-06              4.37864208E+03
                   7.32887983E+03         322.380096E-06             4.63581705E+03
                   7.33604002E+03         340.290039E-06             4.8929286E+03 
                   7.34320021E+03         358.199951E-06             5.14997721E+03
                   7.35035992E+03         376.110016E-06             5.40694809E+03
                   7.3575201E+03          394.020172E-06             5.6638484E+03 
                   7.36468029E+03         411.92984E-06              5.92067385E+03
                   7.37184E+03            429.839905E-06             6.17741394E+03
                   7.37900019E+03         447.750092E-06             6.43407059E+03
                   7.38616037E+03         465.660126E-06             6.69064045E+03
                   7.39331961E+03         483.569916E-06             6.94711733E+03
                   7.40047979E+03         501.47998E-06              7.20349646E+03
                   7.40763998E+03         519.390137E-06             7.45977688E+03
                   7.41479969E+03         537.300232E-06             7.7159462E+03 
                   7.42195988E+03         555.209961E-06             7.97200394E+03
                   7.42912006E+03         573.119934E-06             8.2279377E+03 
                   7.43627977E+03         591.030151E-06             8.48373699E+03
                   7.44343996E+03         608.93988E-06              8.7393837E+03 
                   7.45060015E+03         626.850159E-06             8.99486065E+03
                   7.45775986E+03         644.760193E-06             9.25013447E+03
