
                     X                      Cbar_L                 Cbar_total               Cbar_trap                   PEEQ                  PSI_Cbar_L                  S_11                     S_12                     S_22                     S_33                   S_Mises                   dPEEQ                eps_elastic_11           eps_elastic_12           eps_elastic_22           eps_elastic_33           eps_plastic_11           eps_plastic_12           eps_plastic_22           eps_plastic_33            eps_total_11             eps_total_12             eps_total_22             eps_total_33          hydrostatic_stress             rho_d                   theta_L                 theta_trap      

                   0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.                       0.            
                   1.E+03                  26.9999599               27.0002346              274.878815E-06            31.9531593E-06          382.858032E-03             2.68068743E+06        -112.925781E+03           119.366241E+06            37.4898911E+06          103.75695E+06             31.9531593E-06         -218.820663E-06            -1.46803272E-06         539.635437E-06             7.43916178E-06         -23.3534126E-06         -983.378601E-09            30.7925739E-06           -7.43916178E-06        -242.174057E-06            -2.45141482E-06         570.42804E-06              0.                      54.7089882E+06          739.063171E+09            29.3327427E-06           45.3026352E-03 
                   2.E+03                  26.9019203               26.9087944                6.87307405E-03         922.184998E-06           385.098846E-03             1.87971377E+06        -267.022827E+03           143.464569E+06            60.7277946E+06          123.197334E+06           890.231934E-06          -290.438965E-06            -3.47132659E-06         629.862793E-06            92.0735703E-06         -749.764221E-06            -2.11212516E-06         841.837952E-06           -92.0735703E-06           -1.04020333E-03          -5.58346081E-06           1.47170043E-03           0.                      70.3861847E+06           18.543705E+12            29.2262383E-06           45.145565E-03  
                   3.E+03                  26.8023376               26.8179207               15.5790138E-03            2.10407591E-03         387.374939E-03             2.01841855E+06        -130.82663E+03            162.44252E+06             75.6520538E+06          139.087189E+06             1.18189073E-03        -331.376678E-06            -1.70072687E-06         711.380066E-06           147.241943E-06            -1.74543178E-03          -3.4522891E-06            1.89267373E-03        -147.241943E-06            -2.07680917E-03          -5.15315676E-06           2.60405374E-03           0.                      84.6487045E+06           42.1815071E+12           29.1180553E-06           44.985981E-03  
                   4.E+03                  26.7259293               26.7525253               26.5970879E-03            3.60552239E-03         389.121552E-03             1.98134947E+06        -165.423004E+03           177.86557E+06             86.2609177E+06          152.364502E+06             1.50144637E-03        -365.463013E-06            -2.15051293E-06         777.784119E-06           182.354279E-06            -3.02927637E-03          -5.39404202E-06           3.2116313E-03         -182.354279E-06            -3.39473939E-03          -7.54452038E-06           3.98941517E-03           0.                      91.2759705E+06           72.210434E+12            29.0350323E-06           44.8634796E-03 
                   5.E+03                  26.653717                26.6937981               40.0879288E-03            5.45096731E-03         390.772095E-03             1.98987257E+06         -69.2819977E+03          191.480576E+06            94.3360062E+06          164.121338E+06             1.84544432E-03        -392.141235E-06          -900.683533E-09           839.548401E-06           208.108658E-06            -4.61624336E-03          -3.38472438E-06           4.82435322E-03        -208.108658E-06            -5.00838375E-03          -4.28521919E-06           5.66390133E-03           0.                      98.8427124E+06          109.119331E+12            28.9565945E-06           44.7476654E-03 
                   6.E+03                  26.5991287               26.6527233               53.5915985E-03            7.30310535E-03         392.019775E-03             2.04764414E+06         -50.3525009E+03          202.099152E+06           100.153915E+06           173.260345E+06             1.85213637E-03        -410.236328E-06          -654.539734E-09           890.098633E-06           227.454346E-06            -6.21231747E-03        -608.517456E-09             6.43977118E-03        -227.454346E-06            -6.62255383E-03          -1.26326632E-06           7.32987022E-03           0.                     104.568977E+06           146.162094E+12            28.8972874E-06           44.6601143E-03 
                   7.E+03                  26.5551949               26.6205711               65.3770599E-03            8.92431641E-03         393.024078E-03             2.09555769E+06         -48.7438736E+03          209.846497E+06           104.268631E+06           179.925659E+06             1.62121403E-03        -422.261292E-06          -633.675903E-09           928.119568E-06           241.863556E-06            -7.61055803E-03           1.51699352E-06           7.85242128E-03        -241.863556E-06            -8.03281784E-03         882.806458E-09             8.78053856E-03           0.                     108.167786E+06           178.586349E+12            28.8495522E-06           44.5896339E-03 
                   8.E+03                  26.5091324               26.5855408               76.4179688E-03           10.4496126E-03          394.076996E-03             2.13230395E+06         -46.4977493E+03          216.213028E+06           107.599281E+06           185.406036E+06             1.5252955E-03         -431.556885E-06          -604.477478E-09           959.967712E-06           253.978378E-06            -8.92676067E-03           3.42160654E-06           9.1807394E-03         -253.978378E-06            -9.35831833E-03           2.81652308E-06          10.1407099E-03            0.                     111.181427E+06           209.092239E+12            28.7994995E-06           44.5157166E-03 
                   9.E+03                  26.470293                26.5574341               87.1450043E-03           11.9338551E-03          394.96463E-03              2.16443515E+06         -47.2630005E+03          221.759384E+06           110.473602E+06           190.180649E+06             1.48424184E-03        -439.195831E-06          -614.436462E-09           988.171082E-06           264.813629E-06           -10.2080154E-03            5.18222809E-06          10.4728289E-03         -264.813629E-06           -10.647212E-03             4.5680933E-06           11.4610004E-03            0.                     113.881538E+06           238.7771E+12              28.7573166E-06           44.4534073E-03 
                  10.E+03                  26.4348545               26.5325928               97.7385941E-03           13.4023075E-03          395.774597E-03             2.19425941E+06         -53.6436234E+03          226.747787E+06           113.045792E+06           194.474274E+06             1.4684515E-03         -445.713593E-06          -697.336853E-09             1.01388454E-03         274.821503E-06           -11.4760065E-03            6.73090124E-06          11.7508278E-03         -274.821503E-06           -11.9217186E-03            6.03334045E-06          12.7647095E-03            0.                     116.333015E+06           268.146149E+12            28.7188168E-06           44.396534E-03  
                  11.E+03                  26.4015312               26.5098152              108.286629E-03            14.867136E-03           396.536407E-03             2.22219372E+06         -63.5256233E+03          231.32016E+06            115.39592E+06            198.409454E+06             1.46483314E-03        -451.392487E-06          -825.832153E-09             1.03774428E-03         284.236847E-06           -12.7411613E-03            8.01583576E-06          13.0253963E-03         -284.236847E-06           -13.1925545E-03            7.18966484E-06          14.0631447E-03            0.                     118.595314E+06           297.44278E+12             28.6826134E-06           44.3430481E-03 
                  12.E+03                  26.3700199               26.4888477              118.832275E-03            16.3341103E-03          397.256592E-03             2.24863219E+06         -74.6402512E+03          235.562256E+06           117.569603E+06           202.059982E+06             1.4669714E-03         -456.377228E-06          -970.312683E-09             1.06016135E-03         293.208984E-06           -14.0084009E-03            9.0224781E-06           14.3016129E-03         -293.208984E-06           -14.4647799E-03            8.05195332E-06          15.3617687E-03            0.                     120.713486E+06           326.782227E+12            28.6483803E-06           44.2924652E-03 
