
                     X                      Cbar_L                 Cbar_total               Cbar_trap                   PEEQ                  PSI_Cbar_L                  S_11                     S_12                     S_22                     S_33                   S_Mises                   dPEEQ                eps_elastic_11           eps_elastic_12           eps_elastic_22           eps_elastic_33           eps_plastic_11           eps_plastic_12           eps_plastic_22           eps_plastic_33            eps_total_11             eps_total_12             eps_total_22             eps_total_33          hydrostatic_stress             rho_d                   theta_L                 theta_trap      

                   0.                      25.5800037               26.6360512                1.056054               149.484589E-03           415.314209E-03             2.17943096E+06        -368.753235E+03           363.568634E+06           182.239548E+06           312.973541E+06             1.46794808E-03        -466.95401E-06             -4.79376459E-06           1.88207626E-03         703.436768E-06          -129.229828E-03          -400.463806E-06           129.933243E-03          -703.436768E-06          -129.696793E-03          -405.251068E-06           131.815323E-03             0.                     183.648132E+06             2.98979211E+15          27.7901058E-06           43.0225639E-03 
                 222.112976E-06            25.9364319               26.8263321              889.901062E-03           124.311752E-03           407.167328E-03            24.7556305E+06          114.915001E+03           373.270782E+06           196.975189E+06           301.829895E+06             1.2511121E-03           19.4904289E-06            1.49391413E-06           2.28483891E-03           1.13891757E-03        -107.188065E-03           136.833633E-06           108.326958E-03            -1.13891757E-03        -107.168556E-03           138.327484E-06           110.611794E-03             0.                     202.166504E+06             2.48633528E+15          28.1773243E-06           43.5959129E-03 
                 449.199219E-06            26.2928524               27.0385208              745.672363E-03           102.814095E-03           399.020508E-03            47.5768127E+06         -295.468384E+03           383.205597E+06           212.706467E+06           290.687164E+06             1.06604159E-03         479.308838E-06            -3.84108353E-06           2.66089654E-03           1.55265176E-03         -88.3225021E-03         -426.195312E-06            89.8751755E-03           -1.55265176E-03         -87.8432236E-03         -430.035126E-06            92.5360794E-03            0.                     218.993317E+06             2.05638194E+15          28.5645447E-06           44.1685715E-03 
                 679.489258E-06            26.5478172               27.174572               626.752136E-03            85.6221313E-03          393.192719E-03            66.4023132E+06            1.57296991E+06         389.960541E+06           226.357254E+06           280.228851E+06           905.568237E-06          -115.692032E-06            20.4486141E-06            1.98743629E-03         924.015015E-06           -73.7163544E-03            1.62171102E-03          74.6403809E-03         -924.015015E-06           -73.8320541E-03            1.64216018E-03          76.6278152E-03            0.                     230.17717E+06              1.71254253E+15          28.8415394E-06           44.5778084E-03 
                 913.631226E-06            26.8027821               27.3201332              517.348877E-03            70.0337906E-03          387.364838E-03            85.1548767E+06          380.199005E+03           395.983368E+06           237.243393E+06           269.218506E+06           759.100098E-06           384.869751E-06             4.94257975E-06           2.40525508E-03           1.37344503E-03         -59.9638329E-03          325.09491E-06             61.3372841E-03           -1.37344503E-03         -59.5789642E-03          330.037903E-06            63.7425346E-03            0.                     243.809097E+06             1.40077591E+15          29.118536E-06            44.9866714E-03 
                   1.1498183E-03           26.9787407               27.4249382              446.200043E-03            60.0246468E-03          383.343109E-03            97.9222412E+06          628.518494E+03           399.283386E+06           247.416306E+06           260.991364E+06           661.525574E-06          -299.007874E-06             8.17074108E-06           1.65983939E-03         672.703857E-06           -51.6320534E-03          493.044983E-06            52.30476E-03           -672.703857E-06           -51.9310646E-03          501.215942E-06            53.9645996E-03            0.                     249.35968E+06              1.20059288E+15          29.3096943E-06           45.2686462E-03 
                   1.3883338E-03           27.1546917               27.5317764              377.084839E-03            50.4128189E-03          379.321289E-03           113.083633E+06          -759.232056E+03           404.180359E+06           256.135437E+06           252.11615E+06            566.999268E-06            72.2752304E-06           -9.87001514E-06           1.96440399E-03           1.00211191E-03         -43.1332169E-03         -486.546844E-06            44.1353302E-03           -1.00211191E-03         -43.0609474E-03         -496.416809E-06            46.0997391E-03            0.                     260.241364E+06             1.00835633E+15          29.500845E-06            45.5504456E-03 
                   1.62832808E-03          27.2785149               27.6053524              326.837433E-03            43.5048256E-03          376.491028E-03           123.830544E+06           -58.1904984E+03          406.591766E+06           264.718475E+06           244.878922E+06           496.192474E-06          -394.03064E-06           -756.488586E-09             1.44391763E-03         521.740967E-06           -37.3959694E-03          -42.2915878E-06           37.9177055E-03         -521.740967E-06           -37.7899971E-03          -43.0480576E-06           39.3616333E-03            0.                     265.159882E+06           870.196472E+12            29.635376E-06            45.7486572E-03 
                   1.86979401E-03          27.4023361               27.6798496              277.508545E-03            36.7788582E-03          373.660736E-03           135.545776E+06           175.852371E+03           409.067963E+06           271.074799E+06           236.880569E+06           426.774292E-06          -219.922394E-06             2.28608131E-06           1.55797207E-03         661.016357E-06           -31.4938354E-03          136.642105E-06            32.1548576E-03         -661.016357E-06           -31.7137547E-03          138.928391E-06            33.7128296E-03            0.                     272.606476E+06           735.677246E+12            29.7698898E-06           45.9467773E-03 
