
                     X                      Cbar_L                 Cbar_total               Cbar_trap                   PEEQ                  PSI_Cbar_L                  S_11                     S_12                     S_22                     S_33                   S_Mises                   dPEEQ                eps_elastic_11           eps_elastic_12           eps_elastic_22           eps_elastic_33           eps_plastic_11           eps_plastic_12           eps_plastic_22           eps_plastic_33            eps_total_11             eps_total_12             eps_total_22             eps_total_33          hydrostatic_stress             rho_d                   theta_L                 theta_trap      

                   0.                      25.3814316               26.4080791                1.02665162             146.407715E-03           419.852875E-03             4.04021978E+06        -966.861511E+03           655.839355E+06           327.944733E+06           564.480652E+06             1.5035758E-03         -967.110107E-06           -12.5690928E-06            3.26958442E-03           1.13826919E-03        -126.334312E-03          -447.140533E-06           127.472595E-03            -1.13826919E-03        -127.301407E-03          -459.697571E-06           130.742172E-03             0.                     331.102661E+06             2.92825365E+15          27.5743771E-06           42.7028313E-03 
                 222.519043E-06            25.868145                26.7421398              873.998779E-03           122.39801E-03            408.728088E-03            44.8267326E+06         -203.531998E+03           660.693726E+06           348.648834E+06           533.372437E+06             1.29245043E-03        -523.143494E-06            -2.64591646E-06           3.47999215E-03           1.45170033E-03        -105.358139E-03           -67.0738525E-06          106.809814E-03            -1.45170033E-03        -105.881271E-03           -69.7169418E-06          110.289818E-03             0.                     355.643829E+06             2.44806027E+15          28.1031437E-06           43.4861298E-03 
                 449.776642E-06            26.3548546               27.0956459              740.787842E-03           101.911392E-03           397.60321E-03             85.2626343E+06         -867.607849E+03           666.217834E+06           371.105774E+06           503.164246E+06             1.11249971E-03         -80.2647552E-06          -11.2789183E-06            3.69594383E-03           1.77771592E-03         -87.4075623E-03         -565.288452E-06            89.185257E-03            -1.77771592E-03         -87.4878159E-03         -576.569092E-06            92.8812027E-03            0.                     378.538208E+06             2.03832817E+15          28.6319046E-06           44.2681236E-03 
                 680.156067E-06            26.696434                27.322628               626.193848E-03            85.0907974E-03          389.795746E-03           117.680679E+06             2.56996799E+06         669.354309E+06           389.887207E+06           477.797882E+06           951.2547E-06            -496.670319E-06            33.4095535E-06            3.08920765E-03           1.2726723E-03          -73.0656433E-03            1.56978989E-03          74.3383179E-03           -1.2726723E-03          -73.5623245E-03            1.60320199E-03          77.427536E-03             0.                     395.246216E+06             1.70191574E+15          29.0029945E-06           44.8161736E-03 
                 914.335266E-06            27.0380096               27.5587425              520.735474E-03            69.906723E-03           381.988281E-03           149.562531E+06           491.855988E+03           671.603577E+06           404.634521E+06           452.16272E+06            804.019348E-06            53.582943E-06             6.39418411E-06           3.44685006E-03           1.71155095E-03         -59.6640358E-03          247.607941E-06            61.3755836E-03           -1.71155095E-03         -59.6104469E-03          254.003342E-06            64.8224335E-03            0.                     413.209198E+06             1.39823449E+15          29.3740845E-06           45.3635902E-03 
                   1.15050006E-03          27.2712746               27.7222347              450.963318E-03            60.0440941E-03          376.656586E-03           170.940506E+06             1.08408403E+06         671.752014E+06           418.809204E+06           433.726959E+06           704.713867E-06          -579.303711E-06            14.0931072E-06            2.67597103E-03           1.03184295E-03         -51.4498253E-03          494.349762E-06            52.4816628E-03           -1.03184295E-03         -52.0291252E-03          508.442535E-06            55.1576309E-03            0.                     421.891724E+06             1.20098209E+15          29.6275043E-06           45.7370644E-03 
                   1.38899314E-03          27.5045319               27.8868065              382.276581E-03            50.4865341E-03          371.324951E-03           196.097534E+06            -1.33678162E+06         674.599304E+06           430.741882E+06           414.432617E+06           607.258606E-06          -166.68222E-06            -17.37817E-06              2.94357991E-03           1.35850585E-03         -42.9944229E-03         -506.045044E-06            44.352932E-03            -1.35850585E-03         -43.1611137E-03         -523.423157E-06            47.2965164E-03            0.                     436.494537E+06             1.00983071E+15          29.8809109E-06           46.1102333E-03 
                   1.62895393E-03          27.6652317               27.997694               332.46405E-03             43.6634941E-03          367.651764E-03           213.760635E+06          -105.356499E+03           675.193176E+06           443.186829E+06           399.614471E+06           535.189636E-06          -611.295532E-06            -1.36964083E-06           2.38801622E-03         879.974976E-06           -37.3301697E-03          -42.8762283E-06           38.2101479E-03         -879.974976E-06           -37.9414711E-03          -44.245739E-06            40.5981522E-03            0.                     444.200714E+06           873.369934E+12            30.0554981E-06           46.3671684E-03 
                   1.87037885E-03          27.8259296               28.1091499              283.218536E-03            36.9905357E-03          363.978699E-03           232.74025E+06            357.374329E+03           675.852783E+06           451.882721E+06           383.754822E+06           463.825958E-06          -408.506714E-06             4.64588499E-06           2.47172499E-03           1.01591885E-03         -31.4725037E-03          156.846817E-06            32.4884338E-03           -1.01591885E-03         -31.881012E-03           161.492554E-06            34.9601593E-03            0.                     454.221252E+06           739.910767E+12            30.2300797E-06           46.623951E-03  
