
                     X                   displacement                force         

                   7.19999981E+03           0.                      -0.            
                   7.20772028E+03          19.2999973E-06          267.305817      
                   7.2154398E+03           38.5999947E-06          534.611633      
                   7.22316027E+03          57.8999825E-06          801.91748       
                   7.23087978E+03          77.1999893E-06            1.06922305E+03
                   7.23860025E+03          96.4999924E-06            1.33652818E+03
                   7.24631977E+03         115.799965E-06             1.60383296E+03
                   7.25404024E+03         135.099991E-06             1.87113726E+03
                   7.26175976E+03         154.399979E-06             2.13844061E+03
                   7.26947975E+03         173.700027E-06             2.40574288E+03
                   7.27720022E+03         192.999985E-06             2.67304492E+03
                   7.28491974E+03         212.300079E-06             2.94034553E+03
                   7.29264021E+03         231.59993E-06              3.20764494E+03
                   7.30035973E+03         250.900055E-06             3.47494268E+03
                   7.3080802E+03          270.199982E-06             3.742239E+03  
                   7.31579971E+03         289.499908E-06             4.00953341E+03
                   7.32352018E+03         308.799957E-06             4.27682734E+03
                   7.33124018E+03         328.099976E-06             4.54411745E+03
                   7.33896017E+03         347.400055E-06             4.81140661E+03
                   7.34668016E+03         366.69989E-06              5.07869244E+03
                   7.35439968E+03         385.999969E-06             5.34597826E+03
                   7.36212015E+03         405.300079E-06             5.61325932E+03
                   7.36983967E+03         424.600159E-06             5.88053703E+03
                   7.37756014E+03         443.899994E-06             6.14781332E+03
                   7.38527966E+03         463.19986E-06              6.41508579E+03
                   7.39300013E+03         482.499908E-06             6.6823554E+03 
                   7.40072012E+03         501.80011E-06              6.94962215E+03
                   7.40844011E+03         521.100037E-06             7.21688271E+03
                   7.41616011E+03         540.399963E-06             7.4841404E+03 
                   7.4238801E+03          559.69989E-06              7.75139523E+03
                   7.43160009E+03         578.999817E-06             8.01864433E+03
                   7.43931961E+03         598.300232E-06             8.28536034E+03
                   7.44704008E+03         617.599915E-06             8.5493784E+03 
                   7.4547596E+03          636.899902E-06             8.80743694E+03
                   7.46248007E+03         656.199951E-06             9.02187538E+03
                   7.47020006E+03         675.500122E-06             9.15757656E+03
                   7.47792006E+03         694.80011E-06              9.27888775E+03
                   7.48564005E+03         714.100159E-06             9.39172077E+03
                   7.49336004E+03         733.39978E-06              9.49832153E+03
                   7.50108004E+03         752.700317E-06             9.59974957E+03
                   7.50880003E+03         771.999939E-06             9.69600868E+03
                   7.51652002E+03         791.300049E-06             9.78565693E+03
                   7.52424002E+03         810.600159E-06             9.86668968E+03
                   7.53196001E+03         829.89978E-06              9.94099045E+03
                   7.53968E+03            849.200317E-06            10.010869E+03  
                   7.5474E+03             868.499878E-06            10.0774307E+03 
                   7.55511999E+03         887.799988E-06            10.1414442E+03 
                   7.56283998E+03         907.10022E-06             10.2033272E+03 
                   7.57055998E+03         926.399719E-06            10.2624626E+03 
                   7.57827997E+03         945.700256E-06            10.3158951E+03 
                   7.58599997E+03         964.999817E-06            10.3636961E+03 
                   7.59372044E+03         984.299988E-06            10.4069948E+03 
                   7.60143995E+03           1.00360024E-03          10.4471931E+03 
                   7.60915995E+03           1.02289963E-03          10.4847784E+03 
                   7.61687994E+03           1.04220009E-03          10.5182886E+03 
                   7.62459993E+03           1.06149971E-03          10.5478077E+03 
                   7.63231993E+03           1.08079994E-03          10.5737753E+03 
                   7.64003992E+03           1.10010028E-03          10.5963068E+03 
                   7.64775991E+03           1.11939979E-03          10.614624E+03  
                   7.65547991E+03           1.13870001E-03          10.6293173E+03 
                   7.66320038E+03           1.15799963E-03          10.6403561E+03 
                   7.6709199E+03            1.17729986E-03          10.6474342E+03 
                   7.67864037E+03           1.19660044E-03          10.6485872E+03 
                   7.68635988E+03           1.21589983E-03          10.6391106E+03 
                   7.69407988E+03           1.23519981E-03          10.6305256E+03 
                   7.70179987E+03           1.25450027E-03          10.6259623E+03 
                   7.70951986E+03           1.27379978E-03          10.6160994E+03 
                   7.71724033E+03           1.29310036E-03          10.4476795E+03 
                   7.72495985E+03           1.31239986E-03          10.0911217E+03 
                   7.73268032E+03           1.33170021E-03          10.1152887E+03 
                   7.74039984E+03           1.35100019E-03          10.1330118E+03 
                   7.74812031E+03           1.3702997E-03           10.1644945E+03 
                   7.75583982E+03           1.38960028E-03          10.186018E+03  
                   7.7635603E+03            1.40889978E-03          10.1990423E+03 
                   7.77128029E+03           1.42820036E-03          10.2010612E+03 
                   7.77899981E+03           1.44749999E-03          10.18888E+03   
                   7.7867198E+03            1.46679962E-03          10.1545792E+03 
                   7.79443979E+03           1.4861002E-03           10.0949697E+03 
                   7.80216026E+03           1.50540066E-03          10.0286331E+03 
                   7.80987978E+03           1.52470028E-03           9.95133972E+03
                   7.81760025E+03           1.54399991E-03           9.81399822E+03
                   7.82531977E+03           1.56329966E-03           9.53130722E+03
                   7.83304024E+03           1.58260012E-03           9.22274208E+03
                   7.84075975E+03           1.60190058E-03           9.04459858E+03
                   7.84847975E+03           1.62120032E-03           8.91295528E+03
                   7.85620022E+03           1.64049995E-03           8.84442711E+03
                   7.86391973E+03           1.65979958E-03           8.7994709E+03 
                   7.87164021E+03           1.67910004E-03           8.75924492E+03
                   7.87935972E+03           1.69840062E-03           8.68250847E+03
                   7.88708019E+03           1.71770024E-03           8.59220695E+03
                   7.89479971E+03           1.73699975E-03           8.46593761E+03
                   7.90252018E+03           1.7562995E-03            8.31885624E+03
                   7.91024017E+03           1.77559996E-03           8.14225197E+03
                   7.91796017E+03           1.79490054E-03           7.9630127E+03 
                   7.92568016E+03           1.8142004E-03            7.76348257E+03
                   7.93339968E+03           1.83349967E-03           7.58906746E+03
                   7.94112015E+03           1.85279942E-03           7.39589739E+03
                   7.94883966E+03           1.8721E-03               7.24217653E+03
                   7.95656013E+03           1.89140046E-03           7.06434059E+03
                   7.96428013E+03           1.91070032E-03           6.92372465E+03
                   7.97200012E+03           1.92999959E-03           6.75292873E+03




