node,hydrostatic_stress
node_1332,43381538.4
node_1333,43351825.7
node_1334,43426921.8
node_1335,43400322.0
node_1336,43460247.0
node_1337,43437473.3
node_1338,43483009.3
node_1339,43464382.2
node_1340,43496814.7
node_1341,43482360.8
node_1342,43503345.5
node_1343,43492874.1
node_1344,43504234.3
node_1345,43497409.8
node_1346,43501121.5
node_1347,43497470.9
node_1348,43495567.3
node_1349,43494552.6
node_1350,43489158.6
node_1351,43490142.8
node_1352,43483463.3
node_1353,43485733.0
node_1354,43480144.5
node_1355,43482856.8
node_1356,43480922.7
node_1357,43483142.9
node_1358,43487735.7
node_1359,43488288.9
node_1360,43502853.4
node_1361,43500297.5
node_1362,43119068.1
node_1363,43109542.8
node_1364,43200054.2
node_1365,43184825.9
node_1366,43271526.3
node_1367,43253025.1
node_1368,43332366.9
node_1369,43312618.3
node_1370,43382297.5
node_1371,43362854.0
node_1372,43421634.7
node_1373,43403614.0
node_1374,43451129.9
node_1375,43435287.5
node_1376,43471855.2
node_1377,43458610.5
node_1378,43485069.3
node_1379,43474559.8
node_1380,43492095.9
node_1381,43484287.3
node_1382,43494312.3
node_1383,43488990.8
node_1384,43493110.7
node_1385,43489952.1
node_1386,43489872.0
node_1387,43488430.0
node_1388,43485977.2
node_1389,43485702.5
node_1390,43482849.1
node_1391,43483097.1
node_1392,43481937.4
node_1393,43481926.0
node_1394,43484809.9
node_1395,43483615.9
node_1396,43493152.6
node_1397,43489646.9
node_1398,43508960.7
node_1399,43501728.1
node_1400,43181400.3
node_1401,43183658.6
node_1402,43245800.0
node_1403,43242382.0
node_1404,43303203.6
node_1405,43295990.0
node_1406,43352565.8
node_1407,43343166.4
node_1408,43393463.1
node_1409,43383182.5
node_1410,43425968.2
node_1411,43415824.9
node_1412,43450584.4
node_1413,43441272.7
node_1414,43468055.7
node_1415,43460029.6
node_1416,43479347.2
node_1417,43472847.0
node_1418,43485523.2
node_1419,43480590.8
node_1420,43487709.0
node_1421,43484237.7
node_1422,43487091.1
node_1423,43484851.8
node_1424,43484806.1
node_1425,43483463.3
node_1426,43482063.3
node_1427,43481166.8
node_1428,43480072.0
node_1429,43479045.9
node_1430,43480075.8
node_1431,43478221.9
node_1432,43483390.8
node_1433,43479862.2
node_1434,43491458.9
node_1435,43485183.7
node_1436,43505897.5
node_1437,43495559.7
node_1438,43248931.9
node_1439,43260974.9
node_1440,43298465.7
node_1441,43305023.2
node_1442,43342826.8
node_1443,43345314.0
node_1444,43381107.3
node_1445,43380775.5
node_1446,43412860.9
node_1447,43410785.7
node_1448,43438060.8
node_1449,43435096.7
node_1450,43457023.6
node_1451,43453811.6
node_1452,43470298.8
node_1453,43467289.0
node_1454,43478626.3
node_1455,43476078.0
node_1456,43482849.1
node_1457,43480880.7
node_1458,43483875.3
node_1459,43482471.5
node_1460,43482673.6
node_1461,43481697.1
node_1462,43480190.3
node_1463,43479396.8
node_1464,43477428.4
node_1465,43476455.7
node_1466,43475357.1
node_1467,43473743.4
node_1468,43474998.5
node_1469,43472137.5
node_1470,43477386.5
node_1471,43472530.4
node_1472,43483657.8
node_1473,43475856.8
node_1474,43495067.6
node_1475,43483108.5
node_1476,43320163.7
node_1477,43340545.7
node_1478,43356246.9
node_1479,43371398.9
node_1480,43388465.9
node_1481,43399406.4
node_1482,43416069.0
node_1483,43423770.9
node_1484,43438686.4
node_1485,43443977.4
node_1486,43456268.3
node_1487,43459861.8
node_1488,43469024.7
node_1489,43471489.0
node_1490,43477382.7
node_1491,43479129.8
node_1492,43481910.7
node_1493,43483215.3
node_1494,43483280.2
node_1495,43484310.2
node_1496,43482215.9
node_1497,43483024.6
node_1498,43479492.2
node_1499,43480014.8
node_1500,43475875.9
node_1501,43475967.4
node_1502,43472122.2
node_1503,43471530.9
node_1504,43468986.5
node_1505,43467369.1
node_1506,43467243.2
node_1507,43464096.1
node_1508,43467632.3
node_1509,43462345.1
node_1510,43470939.6
node_1511,43462711.3
node_1512,43478035.0
node_1513,43465824.1
node_1514,43394119.3
node_1515,43421833.0
node_1516,43417865.8
node_1517,43440597.5
node_1518,43438655.9
node_1519,43457122.8
node_1520,43455944.1
node_1521,43470840.5
node_1522,43469471.0
node_1523,43481441.5
node_1524,43479209.9
node_1525,43488815.3
node_1526,43485343.9
node_1527,43493064.9
node_1528,43488216.4
node_1529,43494434.4
node_1530,43488285.1
node_1531,43493286.1
node_1532,43486076.4
node_1533,43490055.1
node_1534,43482185.4
node_1535,43485244.8
node_1536,43477191.9
node_1537,43479358.7
node_1538,43471672.1
node_1539,43472892.8
node_1540,43466194.2
node_1541,43466331.5
node_1542,43461277.0
node_1543,43460105.9
node_1544,43457405.1
node_1545,43454589.8
node_1546,43455040.0
node_1547,43450099.9
node_1548,43454593.7
node_1549,43446922.3
node_1550,43456508.6
node_1551,43445266.7
node_1552,43470207.2
node_1553,43504573.8
node_1554,43482414.2
node_1555,43512023.9
node_1556,43492298.1
node_1557,43517597.2
node_1558,43499523.2
node_1559,43520988.5
node_1560,43503974.9
node_1561,43522064.2
node_1562,43505687.7
node_1563,43520847.3
node_1564,43504863.7
node_1565,43517478.9
node_1566,43501792.9
node_1567,43512214.7
node_1568,43496875.8
node_1569,43505382.5
node_1570,43490535.7
node_1571,43497352.6
node_1572,43483223.0
node_1573,43488510.1
node_1574,43475383.8
node_1575,43479259.5
node_1576,43467433.9
node_1577,43469921.1
node_1578,43459720.6
node_1579,43460807.8
node_1580,43452533.7
node_1581,43452144.6
node_1582,43446106.0
node_1583,43444053.6
node_1584,43440567.0
node_1585,43436573.0
node_1586,43435977.9
node_1587,43429630.3
node_1588,43432304.4
node_1589,43423008.0
node_1590,43548072.8
node_1591,43588737.5
node_1592,43549263.0
node_1593,43585315.7
node_1594,43548549.7
node_1595,43580219.3
node_1596,43545848.8
node_1597,43573406.2
node_1598,43541172.0
node_1599,43564949.0
node_1600,43534664.2
node_1601,43554992.7
node_1602,43526565.6
node_1603,43543754.6
node_1604,43517185.2
node_1605,43531536.1
node_1606,43506847.4
node_1607,43518657.7
node_1608,43495937.3
node_1609,43505432.1
node_1610,43484775.5
node_1611,43492191.3
node_1612,43473693.8
node_1613,43479213.7
node_1614,43462947.8
node_1615,43466713.0
node_1616,43452701.6
node_1617,43454841.6
node_1618,43443046.6
node_1619,43443611.1
node_1620,43433929.4
node_1621,43432922.4
node_1622,43425167.1
node_1623,43422519.7
node_1624,43416435.2
node_1625,43411979.7
node_1626,43407226.6
node_1627,43400672.9
node_1628,43627586.4
node_1629,43674400.3
node_1630,43617977.1
node_1631,43660247.8
node_1632,43606777.2
node_1633,43644535.1
node_1634,43594104.8
node_1635,43627464.3
node_1636,43580154.4
node_1637,43609314.0
node_1638,43565204.6
node_1639,43590374.0
node_1640,43549541.5
node_1641,43570995.3
node_1642,43533496.9
node_1643,43551506.0
node_1644,43517398.8
node_1645,43532245.6
node_1646,43501556.4
node_1647,43513526.9
node_1648,43486236.6
node_1649,43495609.3
node_1650,43471664.4
node_1651,43478694.9
node_1652,43457946.8
node_1653,43462886.8
node_1654,43445106.5
node_1655,43448215.5
node_1656,43433013.9
node_1657,43434513.1
node_1658,43421382.9
node_1659,43421478.3
node_1660,43409717.6
node_1661,43408565.5
node_1662,43397300.7
node_1663,43395042.4
node_1664,43383129.1
node_1665,43379795.1
node_1666,43708694.5
node_1667,43761730.2
node_1668,43688259.1
node_1669,43736702.0
node_1670,43666442.9
node_1671,43710166.9
node_1672,43643608.1
node_1673,43682590.5
node_1674,43620140.1
node_1675,43654441.8
node_1676,43596443.2
node_1677,43626201.6
node_1678,43572887.4
node_1679,43598335.3
node_1680,43549858.1
node_1681,43571243.3
node_1682,43527694.7
node_1683,43545311.0
node_1684,43506660.5
node_1685,43520820.6
node_1686,43486980.4
node_1687,43498031.6
node_1688,43468776.7
node_1689,43477062.2
node_1690,43452072.1
node_1691,43457954.4
node_1692,43436744.7
node_1693,43440609.0
node_1694,43422504.4
node_1695,43424736.0
node_1696,43408836.4
node_1697,43409862.5
node_1698,43394962.3
node_1699,43395206.5
node_1700,43379772.2
node_1701,43379699.7
node_1702,43361743.9
node_1703,43361793.5
node_1704,43791469.6
node_1705,43850982.7
node_1706,43759880.1
node_1707,43814647.7
node_1708,43727104.2
node_1709,43776825.0
node_1710,43693729.4
node_1711,43738246.9
node_1712,43660350.8
node_1713,43699653.6
node_1714,43627513.9
node_1715,43661670.7
node_1716,43595718.4
node_1717,43624904.6
node_1718,43565383.9
node_1719,43589855.2
node_1720,43536861.4
node_1721,43556945.8
node_1722,43510433.2
node_1723,43526474.0
node_1724,43486259.5
node_1725,43498657.2
node_1726,43464405.1
node_1727,43473602.3
node_1728,43444828.0
node_1729,43451282.5
node_1730,43427295.7
node_1731,43431514.7
node_1732,43411392.2
node_1733,43413948.1
node_1734,43396434.8
node_1735,43397968.3
node_1736,43381412.5
node_1737,43382625.6
node_1738,43364868.2
node_1739,43366596.2
node_1740,43344718.9
node_1741,43347877.5
node_1742,43876010.9
node_1743,43942432.4
node_1744,43832679.7
node_1745,43894039.2
node_1746,43788337.7
node_1747,43844196.3
node_1748,43743854.5
node_1749,43793937.7
node_1750,43700031.3
node_1751,43744236.0
node_1752,43657585.1
node_1753,43695941.9
node_1754,43617118.8
node_1755,43649791.7
node_1756,43579124.5
node_1757,43606376.6
node_1758,43543991.1
node_1759,43566177.4
node_1760,43511985.8
node_1761,43529502.9
node_1762,43483245.8
node_1763,43496570.6
node_1764,43457809.4
node_1765,43467449.2
node_1766,43435554.5
node_1767,43442073.8
node_1768,43416214.0
node_1769,43420253.8
node_1770,43399311.1
node_1771,43401561.7
node_1772,43384048.5
node_1773,43385379.8
node_1774,43369266.5
node_1775,43370647.4
node_1776,43353233.3
node_1777,43355938.0
node_1778,43333377.8
node_1779,43338878.6
node_1780,43962429.0
node_1781,44036365.5
node_1782,43906456.0
node_1783,43974842.1
node_1784,43849693.3
node_1785,43911953.0
node_1786,43793312.1
node_1787,43849071.5
node_1788,43738342.3
node_1789,43787433.6
node_1790,43685688.0
node_1791,43728111.3
node_1792,43636070.3
node_1793,43671985.6
node_1794,43590053.6
node_1795,43619762.4
node_1796,43548053.7
node_1797,43571945.2
node_1798,43510326.4
node_1799,43528884.9
node_1800,43477001.2
node_1801,43490760.8
node_1802,43448066.7
node_1803,43457626.3
node_1804,43423397.1
node_1805,43429393.8
node_1806,43402717.6
node_1807,43405880.0
node_1808,43385543.8
node_1809,43386703.5
node_1810,43371097.6
node_1811,43371276.9
node_1812,43358192.4
node_1813,43358619.7
node_1814,43345012.7
node_1815,43347290.0
node_1816,43328670.5
node_1817,43334949.5
node_1818,44050830.8
node_1819,44133049.0
node_1820,43980976.1
node_1821,44056964.9
node_1822,43910667.4
node_1823,43979682.9
node_1824,43841373.4
node_1825,43902961.7
node_1826,43774402.6
node_1827,43828334.8
node_1828,43710830.7
node_1829,43757114.4
node_1830,43651512.1
node_1831,43690334.3
node_1832,43597068.8
node_1833,43628807.1
node_1834,43547946.9
node_1835,43573051.5
node_1836,43504379.3
node_1837,43523426.1
node_1838,43466457.4
node_1839,43480052.9
node_1840,43434158.3
node_1841,43442985.5
node_1842,43407344.8
node_1843,43412097.9
node_1844,43385776.5
node_1845,43387229.9
node_1846,43369064.3
node_1847,43368122.1
node_1848,43356594.1
node_1849,43354351.0
node_1850,43347290.0
node_1851,43345230.1
node_1852,43339302.1
node_1853,43339305.9
node_1854,43330192.6
node_1855,43334743.5
node_1856,44141262.1
node_1857,44232734.7
node_1858,44055923.5
node_1859,44140201.6
node_1860,43970584.9
node_1861,44046783.4
node_1862,43887111.7
node_1863,43954696.7
node_1864,43807079.3
node_1865,43865799.0
node_1866,43731754.3
node_1867,43781654.4
node_1868,43662113.2
node_1869,43703464.5
node_1870,43598838.8
node_1871,43632087.7
node_1872,43542358.4
node_1873,43568084.7
node_1874,43492862.7
node_1875,43511741.6
node_1876,43450389.9
node_1877,43463146.2
node_1878,43414863.6
node_1879,43422229.8
node_1880,43386135.1
node_1881,43388855.0
node_1882,43364025.1
node_1883,43362869.3
node_1884,43348350.5
node_1885,43344188.7
node_1886,43338806.2
node_1887,43332687.4
node_1888,43334816.0
node_1889,43328273.8
node_1890,43334705.4
node_1891,43330032.3
node_1892,43335228.0
node_1893,43335197.4
node_1894,42877471.9
node_1895,46098857.9
node_1896,47413047.8
node_1897,45195537.6
node_1898,42805831.9
node_1899,42852825.2
node_1900,45570198.1
node_1901,42700099.9
node_1902,43029560.1
node_1903,46629947.7
node_1904,43514617.9
node_1905,48491172.8
node_1906,45021938.3
node_1907,44395114.9
node_1908,44885814.7
node_1909,48728355.4
node_1910,49637832.6
node_1911,43196193.7
node_1912,46035106.7
node_1913,44623168.9
node_1914,44192398.1
node_1915,42671703.3
node_1916,47427227.0
node_1917,43836544.0
node_1918,42956924.4
node_1919,42745639.8
node_1920,43356720.0
node_1921,43673374.2
node_1922,42662063.6
node_1923,50040134.4
node_1924,44178806.3
node_1925,44008049.0
node_1926,43071266.2
node_1927,43182422.6
node_1928,43291088.1
node_1929,43398075.1
node_1930,43504112.2
node_1931,43609905.2
node_1932,43716079.7
node_1933,43823112.5
node_1934,43931297.3
node_1935,44040596.0
node_1936,44150436.4
node_1937,44259361.3
node_1938,44364444.7
node_1939,44460514.1
node_1940,44538265.2
node_1941,44582801.8
node_1942,44568206.8
node_1943,44453701.0
node_1944,43012111.7
node_1945,43140815.7
node_1946,43265090.9
node_1947,43386508.9
node_1948,43506492.6
node_1949,43626426.7
node_1950,43747612.0
node_1951,43871326.4
node_1952,43998767.9
node_1953,44131031.0
node_1954,44268978.1
node_1955,44412994.4
node_1956,44562572.5
node_1957,44715587.6
node_1958,44866489.4
node_1959,45005046.8
node_1960,45107257.8
node_1961,45141780.9
node_1962,42958961.5
node_1963,43103569.0
node_1964,43241924.3
node_1965,43376346.6
node_1966,43508922.6
node_1967,43641685.5
node_1968,43776626.6
node_1969,43915809.6
node_1970,44061412.8
node_1971,44215747.8
node_1972,44381347.7
node_1973,44560825.3
node_1974,44756862.6
node_1975,44971630.1
node_1976,45206207.3
node_1977,45457778.9
node_1978,45717445.4
node_1979,45959323.9
node_1980,42914447.8
node_1981,43072471.6
node_1982,43222663.9
node_1983,43368007.7
node_1984,43511177.1
node_1985,43654777.5
node_1986,43801433.6
node_1987,43953945.2
node_1988,44115383.1
node_1989,44289299.0
node_1990,44479881.3
node_1991,44692146.3
node_1992,44932296.8
node_1993,45207634.0
node_1994,45527568.8
node_1995,45900646.2
node_1996,46341270.4
node_1997,46838123.3
node_1998,42880844.1
node_1999,43049045.6
node_2000,43208198.5
node_2001,43361812.6
node_2002,43513008.1
node_2003,43664848.3
node_2004,43820472.7
node_2005,43983257.3
node_2006,44157051.1
node_2007,44346420.3
node_2008,44557014.5
node_2009,44796005.2
node_2010,45072803.5
node_2011,45399944.3
node_2012,45794624.3
node_2013,46280460.4
node_2014,46890308.4
node_2015,47672645.6
node_2016,42859928.1
node_2017,43034496.3
node_2018,43199237.8
node_2019,43358009.3
node_2020,43514202.1
node_2021,43671203.6
node_2022,43832454.7
node_2023,44001735.7
node_2024,44183387.8
node_2025,44382679.0
node_2026,44606239.3
node_2027,44862770.1
node_2028,45163944.2
node_2029,45526157.4
node_2030,45972557.1
node_2031,46538284.3
node_2032,47274848.9
node_2033,48269111.6
node_2034,43102462.8
node_2035,43014068.6
node_2036,42998626.7
node_2037,43204441.1
node_2038,43126846.3
node_2039,43304927.8
node_2040,43236755.4
node_2041,43404323.6
node_2042,43344589.2
node_2043,43503040.3
node_2044,43451099.4
node_2045,43601463.3
node_2046,43557014.5
node_2047,43699871.1
node_2048,43663002.0
node_2049,43798412.3
node_2050,43769607.5
node_2051,43896984.1
node_2052,43877224.0
node_2053,43995067.6
node_2054,43985977.2
node_2055,44091541.3
node_2056,44095558.2
node_2057,44184310.9
node_2058,44204959.9
node_2059,44269702.9
node_2060,44312015.5
node_2061,44341663.4
node_2062,44412612.9
node_2063,44390319.8
node_2064,44499694.8
node_2065,44399951.9
node_2066,44560764.3
node_2067,44346424.1
node_2068,44576194.8
node_2069,44191772.5
node_2070,44511943.8
node_2071,43880626.7
node_2072,44316566.5
node_2073,43041698.5
node_2074,42944740.3
node_2075,42917060.9
node_2076,43161621.1
node_2077,43076484.7
node_2078,43278099.1
node_2079,43202953.3
node_2080,43392295.8
node_2081,43325809.5
node_2082,43505310.1
node_2083,43446502.7
node_2084,43618175.5
node_2085,43566463.5
node_2086,43731857.3
node_2087,43687023.2
node_2088,43847225.2
node_2089,43809478.8
node_2090,43965045.9
node_2091,43935058.6
node_2092,44085838.3
node_2093,44064922.3
node_2094,44209735.9
node_2095,44200031.3
node_2096,44336231.2
node_2097,44341033.9
node_2098,44463604.0
node_2099,44487880.7
node_2100,44588192.0
node_2101,44639202.1
node_2102,44702671.1
node_2103,44791366.6
node_2104,44794269.6
node_2105,44935939.8
node_2106,44838909.1
node_2107,45057788.8
node_2108,44796745.3
node_2109,45122901.9
node_2110,44599834.4
node_2111,45086891.2
node_2112,42985561.4
node_2113,42882312.8
node_2114,42841400.1
node_2115,43122196.2
node_2116,43031299.6
node_2117,43253517.2
node_2118,43172752.4
node_2119,43381439.2
node_2120,43309150.7
node_2121,43507709.5
node_2122,43442642.2
node_2123,43634056.1
node_2124,43575313.6
node_2125,43762123.1
node_2126,43709156.0
node_2127,43893569.9
node_2128,43846214.3
node_2129,44030094.1
node_2130,43988609.3
node_2131,44173397.1
node_2132,44138576.5
node_2133,44325168.6
node_2134,44298549.7
node_2135,44486946.1
node_2136,44471103.7
node_2137,44659774.8
node_2138,44658878.3
node_2139,44843719.5
node_2140,44864368.4
node_2141,45036544.8
node_2142,45089038.8
node_2143,45231926.0
node_2144,45332519.5
node_2145,45412960.1
node_2146,45588119.5
node_2147,45553173.1
node_2148,45839550.0
node_2149,45580246.0
node_2150,46043754.6
node_2151,42936740.9
node_2152,42829933.2
node_2153,42775371.6
node_2154,43088031.8
node_2155,42993503.6
node_2156,43232307.4
node_2157,43147563.9
node_2158,43372188.6
node_2159,43295352.9
node_2160,43510055.5
node_2161,43439594.3
node_2162,43648231.5
node_2163,43582977.3
node_2164,43789032.0
node_2165,43728099.8
node_2166,43934871.7
node_2167,43877677.9
node_2168,44088386.5
node_2169,44034648.9
node_2170,44252510.1
node_2171,44202327.7
node_2172,44430599.2
node_2173,44384567.3
node_2174,44626480.1
node_2175,44585990.9
node_2176,44844566.3
node_2177,44812168.1
node_2178,45089660.6
node_2179,45069999.7
node_2180,45366928.1
node_2181,45367443.1
node_2182,45679573.1
node_2183,45714759.8
node_2184,46029731.8
node_2185,46119674.7
node_2186,46401458.7
node_2187,46596675.9
node_2188,46757427.2
node_2189,47116764.1
node_2190,42897686.0
node_2191,42790336.6
node_2192,42722400.7
node_2193,43060771.9
node_2194,42964992.5
node_2195,43215450.3
node_2196,43128627.8
node_2197,43364921.6
node_2198,43285018.9
node_2199,43512096.4
node_2200,43437404.6
node_2201,43659816.7
node_2202,43588928.2
node_2203,43810943.6
node_2204,43742656.7
node_2205,43968593.6
node_2206,43901847.8
node_2207,44136196.1
node_2208,44070129.4
node_2209,44317832.9
node_2210,44251693.7
node_2211,44518402.1
node_2212,44451664.0
node_2213,44744018.6
node_2214,44676433.6
node_2215,45002460.5
node_2216,44934291.8
node_2217,45303691.9
node_2218,45236225.1
node_2219,45660907.7
node_2220,45597034.5
node_2221,46090545.7
node_2222,46037220.0
node_2223,46615440.4
node_2224,46585289.0
node_2225,47256191.3
node_2226,47279567.7
node_2227,48057552.3
node_2228,48183040.6
node_2229,42870433.8
node_2230,42765670.8
node_2231,42685367.6
node_2232,43041786.2
node_2233,42947265.6
node_2234,43203735.4
node_2235,43116863.3
node_2236,43359912.9
node_2237,43278636.9
node_2238,43513610.8
node_2239,43436096.2
node_2240,43668022.2
node_2241,43592697.1
node_2242,43826458.0
node_2243,43751815.8
node_2244,43992485.0
node_2245,43917068.5
node_2246,44170192.7
node_2247,44092525.5
node_2248,44364505.8
node_2249,44282981.9
node_2250,44581562.0
node_2251,44494381.0
node_2252,44829288.5
node_2253,44734382.6
node_2254,45118221.3
node_2255,45013187.4
node_2256,45462814.3
node_2257,45344741.8
node_2258,45883209.2
node_2259,45748985.3
node_2260,46408763.9
node_2261,46254516.6
node_2262,47081592.6
node_2263,46905628.2
node_2264,47969375.6
node_2265,47769367.2
node_2266,49158039.1
node_2267,48957832.3
node_2268,42856433.9
node_2269,42757297.5
node_2270,42666320.8
node_2271,43032032.0
node_2272,42941253.7
node_2273,43197734.8
node_2274,43112876.9
node_2275,43357368.5
node_2276,43276474.0
node_2277,43514411.9
node_2278,43435665.1
node_2279,43672287.0
node_2280,43593990.3
node_2281,43834487.9
node_2282,43754947.7
node_2283,44004871.4
node_2284,43922275.5
node_2285,44187862.4
node_2286,44100193.0
node_2287,44388839.7
node_2288,44293705.0
node_2289,44614631.7
node_2290,44509056.1
node_2291,44874160.8
node_2292,44754360.2
node_2293,45179550.2
node_2294,45040496.8
node_2295,45547832.5
node_2296,45382495.9
node_2297,46003356.9
node_2298,45802230.8
node_2299,46583011.6
node_2300,46331279.8
node_2301,47342601.8
node_2302,47020649.0
node_2303,48375713.3
node_2304,47946258.5
node_2305,49873092.7
node_2306,49254959.1
node_2307,-11655925.8
node_2308,-43635669.7
node_2309,-42933532.7
node_2310,7057493.21
node_2311,33896709.4
node_2312,-36110115.1
node_2313,-45294910.4
node_2314,123239510.0
node_2315,-22496650.7
node_2316,-4441438.2
node_2317,6786149.98
node_2318,-5769723.89
node_2319,50091297.1
node_2320,32340416.0
node_2321,-33986526.5
node_2322,59116272.0
node_2323,23858203.9
node_2324,26021255.5
node_2325,16191179.3
node_2326,67324195.9
node_2327,36902835.8
node_2328,87520065.3
node_2329,75605651.9
node_2330,119530235.0
node_2331,51083690.6
node_2332,-41952663.4
node_2333,23214111.3
node_2334,63163433.1
node_2335,54461193.1
node_2336,118772194.0
node_2337,55201122.3
node_2338,79714813.2
node_2339,45671299.0
node_2340,53633213.0
node_2341,52260715.5
node_2342,-13516081.8
node_2343,-8112587.93
node_2344,15344280.2
node_2345,-44169193.3
node_2346,107649933.0
node_2347,83674690.2
node_2348,-40291938.8
node_2349,71272628.8
node_2350,-37793159.5
node_2351,11830904.0
node_2352,101791084.0
node_2353,113784966.0
node_2354,32540485.4
node_2355,11400447.8
node_2356,41281265.3
node_2357,-18226966.9
node_2358,-718890.869
node_2359,98437156.7
node_2360,-29495607.4
node_2361,91218154.9
node_2362,-31765575.4
node_2363,-21314867.0
node_2364,111020378.0
node_2365,92908020.0
node_2366,100577362.0
node_2367,116338593.0
node_2368,30531440.7
node_2369,129390228.0
node_2370,-39531204.2
node_2371,28442997.0
node_2372,80531272.9
node_2373,105123734.0
node_2374,132075226.0
node_2375,35209720.6
node_2376,67549232.5
node_2377,126439354.0
node_2378,124658463.0
node_2379,130691513.0
node_2380,19955127.7
node_2381,3409635.78
node_2382,64325996.4
node_2383,131148819.0
node_2384,-26807231.9
node_2385,94891944.9
node_2386,129379333.0
node_2387,120705444.0
node_2388,-24251588.8
node_2389,965261.108
node_2390,28182441.7
node_2391,-14631353.4
node_2392,19620027.5
node_2393,61534572.6
node_2394,75574081.4
node_2395,109596306.0
node_2396,86267158.5
node_2397,71801742.6
node_2398,127292435.0
node_2399,130573196.0
node_2400,58849742.9
node_2401,57018707.3
node_2402,-44199161.5
node_2403,-33024883.3
node_2404,79679084.8
node_2405,82906395.0
node_2406,24583543.8
node_2407,69959457.4
node_2408,-19868843.1
node_2409,123082726.0
node_2410,-37493145.0
node_2411,74822151.2
node_2412,70665512.1
node_2413,67034256.0
node_2414,20128732.7
node_2415,63874282.8
node_2416,23317356.1
node_2417,61110740.7
node_2418,26070270.5
node_2419,58695869.4
node_2420,28488899.2
node_2421,56600624.1
node_2422,30633632.7
node_2423,54801231.4
node_2424,32543060.3
node_2425,53253578.2
node_2426,111889175.0
node_2427,104844627.0
node_2428,116709763.0
node_2429,-30663326.3
node_2430,-32773521.4
node_2431,-27429983.1
node_2432,32923122.4
node_2433,20525228.5
node_2434,60722194.7
node_2435,54168182.4
node_2436,93325775.1
node_2437,-6008208.27
node_2438,65712997.4
node_2439,14145206.5
node_2440,41207046.5
node_2441,6368571.76
node_2442,-2588874.1
node_2443,72705024.7
node_2444,45404972.1
node_2445,89831321.7
node_2446,-38682731.6
node_2447,91378646.9
node_2448,85062706.0
node_2449,79565467.8
node_2450,7339617.73
node_2451,12238660.8
node_2452,73757614.1
node_2453,69733871.5
node_2454,66207977.3
node_2455,16470573.4
node_2456,20616792.7
node_2457,63141937.3
node_2458,23719406.1
node_2459,60437099.5
node_2460,26397182.5
node_2461,58026245.1
node_2462,28772735.6
node_2463,55903602.6
node_2464,30925319.7
node_2465,54058368.7
node_2466,51969665.5
node_2467,120282967.0
node_2468,30093521.1
node_2469,75979042.1
node_2470,-24417360.3
node_2471,114119568.0
node_2472,99031097.4
node_2473,120893829.0
node_2474,121235428.0
node_2475,-29861957.6
node_2476,98510925.3
node_2477,-12066236.5
node_2478,-4761920.45
node_2479,89708786.0
node_2480,83649566.7
node_2481,1703717.95
node_2482,78319549.6
node_2483,8194703.1
node_2484,12993556.0
node_2485,68431022.6
node_2486,65041519.2
node_2487,62142360.7
node_2488,17092054.4
node_2489,24407844.5
node_2490,59561210.6
node_2491,27048427.6
node_2492,57167610.2
node_2493,29451343.5
node_2494,54990718.8
node_2495,31447404.9
node_2496,93683631.9
node_2497,-25578647.6
node_2498,105776627.0
node_2499,116141411.0
node_2500,116074593.0
node_2501,-16444797.5
node_2502,111313538.0
node_2503,-26232854.8
node_2504,-30044595.7
node_2505,92185806.3
node_2506,115349693.0
node_2507,54658031.5
node_2508,48570972.4
node_2509,-9915836.33
node_2510,11550795.6
node_2511,20214132.3
node_2512,40149311.1
node_2513,34185600.3
node_2514,60205871.6
node_2515,4894126.89
node_2516,69710189.8
node_2517,28640888.2
node_2518,-1434264.3
node_2519,80790985.1
node_2520,-20316665.6
node_2521,96434333.8
node_2522,-10578359.6
node_2523,106184517.0
node_2524,-3693203.69
node_2525,82140899.7
node_2526,2645761.01
node_2527,76911819.5
node_2528,72295402.5
node_2529,14187746.0
node_2530,66881393.4
node_2531,18125164.0
node_2532,63642723.1
node_2533,60732837.7
node_2534,28178295.1
node_2535,58577373.5
node_2536,21545591.4
node_2537,30750898.4
node_2538,56263904.6
node_2539,32413829.8
node_2540,-24001094.8
node_2541,-20271329.9
node_2542,73312675.5
node_2543,50661735.5
node_2544,56357929.2
node_2545,16756624.2
node_2546,2121593.24
node_2547,37388122.6
node_2548,44020237.0
node_2549,31684345.2
node_2550,9408224.11
node_2551,28002435.7
node_2552,1701395.87
node_2553,80234916.7
node_2554,-20279224.4
node_2555,-22797226.0
node_2556,103651665.0
node_2557,-17889501.6
node_2558,111714172.0
node_2559,87913436.9
node_2560,-2830858.71
node_2561,80625145.0
node_2562,3831824.54
node_2563,75507286.1
node_2564,9452327.73
node_2565,70395607.0
node_2566,19743854.5
node_2567,22986085.9
node_2568,62007877.3
node_2569,57572937.0
node_2570,33239212.0
node_2571,55363830.6
node_2572,25329446.8
node_2573,53013309.5
node_2574,34204616.5
node_2575,-19397216.8
node_2576,101765099.0
node_2577,-2569279.43
node_2578,74015098.6
node_2579,99271209.7
node_2580,51777370.5
node_2581,-12084114.1
node_2582,46185447.7
node_2583,61850887.3
node_2584,18027301.8
node_2585,21058589.9
node_2586,35701705.9
node_2587,6526965.14
node_2588,39523838.0
node_2589,34827148.4
node_2590,11608750.3
node_2591,86252624.5
node_2592,-16055389.4
node_2593,107855606.0
node_2594,-12612215.0
node_2595,67727409.4
node_2596,85947792.1
node_2597,5152020.93
