node,coord_X,coord_Y
node_1,0.0145979999,0.0141120004
node_2,0.0145979999,0.0161071308
node_3,0.0145979999,0.0181022603
node_4,0.0145979999,0.0200973917
node_5,0.0145979999,0.0220925212
node_6,0.0145979999,0.0240876526
node_7,0.0145979999,0.0260827821
node_8,0.0145979999,0.0280779134
node_9,0.0145979999,0.030073043
node_10,0.0145979999,0.0320681743
node_11,0.0145979999,0.0340633057
node_12,0.0145979999,0.0360584334
node_13,0.0145979999,0.0380535647
node_14,0.0145979999,0.0400486961
node_15,0.0145979999,0.0420438275
node_16,0.0145979999,0.0440389551
node_17,0.0145979999,0.0460340865
node_18,0.0145979999,0.0480292179
node_19,0.0145979999,0.0500243492
node_20,0.0145979999,0.0520194769
node_21,0.0145979999,0.0540146083
node_22,0.0145979999,0.0560097396
node_23,0.0145979999,0.058004871
node_24,0.0145979999,0.0599999987
node_25,0.0125125712,0.0141120004
node_26,0.0125125712,0.0161071308
node_27,0.0125125712,0.0181022603
node_28,0.0125125712,0.0200973917
node_29,0.0125125712,0.0220925212
node_30,0.0125125712,0.0240876526
node_31,0.0125125712,0.0260827821
node_32,0.0125125712,0.0280779134
node_33,0.0125125712,0.030073043
node_34,0.0125125712,0.0320681743
node_35,0.0125125712,0.0340633057
node_36,0.0125125712,0.0360584334
node_37,0.0125125712,0.0380535647
node_38,0.0125125712,0.0400486961
node_39,0.0125125712,0.0420438275
node_40,0.0125125712,0.0440389551
node_41,0.0125125712,0.0460340865
node_42,0.0125125712,0.0480292179
node_43,0.0125125712,0.0500243492
node_44,0.0125125712,0.0520194769
node_45,0.0125125712,0.0540146083
node_46,0.0125125712,0.0560097396
node_47,0.0125125712,0.058004871
node_48,0.0125125712,0.0599999987
node_49,0.0104271425,0.0141120004
node_50,0.0104271425,0.0161071308
node_51,0.0104271425,0.0181022603
node_52,0.0104271425,0.0200973917
node_53,0.0104271425,0.0220925212
node_54,0.0104271425,0.0240876526
node_55,0.0104271425,0.0260827821
node_56,0.0104271425,0.0280779134
node_57,0.0104271425,0.030073043
node_58,0.0104271425,0.0320681743
node_59,0.0104271425,0.0340633057
node_60,0.0104271425,0.0360584334
node_61,0.0104271425,0.0380535647
node_62,0.0104271425,0.0400486961
node_63,0.0104271425,0.0420438275
node_64,0.0104271425,0.0440389551
node_65,0.0104271425,0.0460340865
node_66,0.0104271425,0.0480292179
node_67,0.0104271425,0.0500243492
node_68,0.0104271425,0.0520194769
node_69,0.0104271425,0.0540146083
node_70,0.0104271425,0.0560097396
node_71,0.0104271425,0.058004871
node_72,0.0104271425,0.0599999987
node_73,0.00834171474,0.0141120004
node_74,0.00834171474,0.0161071308
node_75,0.00834171474,0.0181022603
node_76,0.00834171474,0.0200973917
node_77,0.00834171474,0.0220925212
node_78,0.00834171474,0.0240876526
node_79,0.00834171474,0.0260827821
node_80,0.00834171474,0.0280779134
node_81,0.00834171474,0.030073043
node_82,0.00834171474,0.0320681743
node_83,0.00834171474,0.0340633057
node_84,0.00834171474,0.0360584334
node_85,0.00834171474,0.0380535647
node_86,0.00834171474,0.0400486961
node_87,0.00834171474,0.0420438275
node_88,0.00834171474,0.0440389551
node_89,0.00834171474,0.0460340865
node_90,0.00834171474,0.0480292179
node_91,0.00834171474,0.0500243492
node_92,0.00834171474,0.0520194769
node_93,0.00834171474,0.0540146083
node_94,0.00834171474,0.0560097396
node_95,0.00834171474,0.058004871
node_96,0.00834171474,0.0599999987
node_97,0.00625628559,0.0141120004
node_98,0.00625628559,0.0161071308
node_99,0.00625628559,0.0181022603
node_100,0.00625628559,0.0200973917
node_101,0.00625628559,0.0220925212
node_102,0.00625628559,0.0240876526
node_103,0.00625628559,0.0260827821
node_104,0.00625628559,0.0280779134
node_105,0.00625628559,0.030073043
node_106,0.00625628559,0.0320681743
node_107,0.00625628559,0.0340633057
node_108,0.00625628559,0.0360584334
node_109,0.00625628559,0.0380535647
node_110,0.00625628559,0.0400486961
node_111,0.00625628559,0.0420438275
node_112,0.00625628559,0.0440389551
node_113,0.00625628559,0.0460340865
node_114,0.00625628559,0.0480292179
node_115,0.00625628559,0.0500243492
node_116,0.00625628559,0.0520194769
node_117,0.00625628559,0.0540146083
node_118,0.00625628559,0.0560097396
node_119,0.00625628559,0.058004871
node_120,0.00625628559,0.0599999987
node_121,0.00417085737,0.0141120004
node_122,0.00417085737,0.0161071308
node_123,0.00417085737,0.0181022603
node_124,0.00417085737,0.0200973917
node_125,0.00417085737,0.0220925212
node_126,0.00417085737,0.0240876526
node_127,0.00417085737,0.0260827821
node_128,0.00417085737,0.0280779134
node_129,0.00417085737,0.030073043
node_130,0.00417085737,0.0320681743
node_131,0.00417085737,0.0340633057
node_132,0.00417085737,0.0360584334
node_133,0.00417085737,0.0380535647
node_134,0.00417085737,0.0400486961
node_135,0.00417085737,0.0420438275
node_136,0.00417085737,0.0440389551
node_137,0.00417085737,0.0460340865
node_138,0.00417085737,0.0480292179
node_139,0.00417085737,0.0500243492
node_140,0.00417085737,0.0520194769
node_141,0.00417085737,0.0540146083
node_142,0.00417085737,0.0560097396
node_143,0.00417085737,0.058004871
node_144,0.00417085737,0.0599999987
node_145,0.00208542868,0.0141120004
node_146,0.00208542868,0.0161071308
node_147,0.00208542868,0.0181022603
node_148,0.00208542868,0.0200973917
node_149,0.00208542868,0.0220925212
node_150,0.00208542868,0.0240876526
node_151,0.00208542868,0.0260827821
node_152,0.00208542868,0.0280779134
node_153,0.00208542868,0.030073043
node_154,0.00208542868,0.0320681743
node_155,0.00208542868,0.0340633057
node_156,0.00208542868,0.0360584334
node_157,0.00208542868,0.0380535647
node_158,0.00208542868,0.0400486961
node_159,0.00208542868,0.0420438275
node_160,0.00208542868,0.0440389551
node_161,0.00208542868,0.0460340865
node_162,0.00208542868,0.0480292179
node_163,0.00208542868,0.0500243492
node_164,0.00208542868,0.0520194769
node_165,0.00208542868,0.0540146083
node_166,0.00208542868,0.0560097396
node_167,0.00208542868,0.058004871
node_168,0.00208542868,0.0599999987
node_169,0.0,0.0141120004
node_170,0.0,0.0161071308
node_171,0.0,0.0181022603
node_172,0.0,0.0200973917
node_173,0.0,0.0220925212
node_174,0.0,0.0240876526
node_175,0.0,0.0260827821
node_176,0.0,0.0280779134
node_177,0.0,0.030073043
node_178,0.0,0.0320681743
node_179,0.0,0.0340633057
node_180,0.0,0.0360584334
node_181,0.0,0.0380535647
node_182,0.0,0.0400486961
node_183,0.0,0.0420438275
node_184,0.0,0.0440389551
node_185,0.0,0.0460340865
node_186,0.0,0.0480292179
node_187,0.0,0.0500243492
node_188,0.0,0.0520194769
node_189,0.0,0.0540146083
node_190,0.0,0.0560097396
node_191,0.0,0.058004871
node_192,0.0,0.0599999987
node_193,0.0145979999,0.0151095651
node_194,0.0135552855,0.0161071308
node_195,0.0125125712,0.0151095651
node_196,0.0135552855,0.0141120004
node_197,0.0145979999,0.0171046965
node_198,0.0135552855,0.0181022603
node_199,0.0125125712,0.0171046965
node_200,0.0145979999,0.019099826
node_201,0.0135552855,0.0200973917
node_202,0.0125125712,0.019099826
node_203,0.0145979999,0.0210949555
node_204,0.0135552855,0.0220925212
node_205,0.0125125712,0.0210949555
node_206,0.0145979999,0.0230900869
node_207,0.0135552855,0.0240876526
node_208,0.0125125712,0.0230900869
node_209,0.0145979999,0.0250852183
node_210,0.0135552855,0.0260827821
node_211,0.0125125712,0.0250852183
node_212,0.0145979999,0.0270803478
node_213,0.0135552855,0.0280779134
node_214,0.0125125712,0.0270803478
node_215,0.0145979999,0.0290754773
node_216,0.0135552855,0.030073043
node_217,0.0125125712,0.0290754773
node_218,0.0145979999,0.0310706086
node_219,0.0135552855,0.0320681743
node_220,0.0125125712,0.0310706086
node_221,0.0145979999,0.03306574
node_222,0.0135552855,0.0340633057
node_223,0.0125125712,0.03306574
node_224,0.0145979999,0.0350608677
node_225,0.0135552855,0.0360584334
node_226,0.0125125712,0.0350608677
node_227,0.0145979999,0.037055999
node_228,0.0135552855,0.0380535647
node_229,0.0125125712,0.037055999
node_230,0.0145979999,0.0390511304
node_231,0.0135552855,0.0400486961
node_232,0.0125125712,0.0390511304
node_233,0.0145979999,0.0410462618
node_234,0.0135552855,0.0420438275
node_235,0.0125125712,0.0410462618
node_236,0.0145979999,0.0430413932
node_237,0.0135552855,0.0440389551
node_238,0.0125125712,0.0430413932
node_239,0.0145979999,0.0450365208
node_240,0.0135552855,0.0460340865
node_241,0.0125125712,0.0450365208
node_242,0.0145979999,0.0470316522
node_243,0.0135552855,0.0480292179
node_244,0.0125125712,0.0470316522
node_245,0.0145979999,0.0490267836
node_246,0.0135552855,0.0500243492
node_247,0.0125125712,0.0490267836
node_248,0.0145979999,0.0510219112
node_249,0.0135552855,0.0520194769
node_250,0.0125125712,0.0510219112
