node,coord_X,coord_Y
node_251,0.0145979999,0.0530170426
node_252,0.0135552855,0.0540146083
node_253,0.0125125712,0.0530170426
node_254,0.0145979999,0.055012174
node_255,0.0135552855,0.0560097396
node_256,0.0125125712,0.055012174
node_257,0.0145979999,0.0570073053
node_258,0.0135552855,0.058004871
node_259,0.0125125712,0.0570073053
node_260,0.0145979999,0.0590024367
node_261,0.0135552855,0.0599999987
node_262,0.0125125712,0.0590024367
node_263,0.0114698568,0.0161071308
node_264,0.0104271425,0.0151095651
node_265,0.0114698568,0.0141120004
node_266,0.0114698568,0.0181022603
node_267,0.0104271425,0.0171046965
node_268,0.0114698568,0.0200973917
node_269,0.0104271425,0.019099826
node_270,0.0114698568,0.0220925212
node_271,0.0104271425,0.0210949555
node_272,0.0114698568,0.0240876526
node_273,0.0104271425,0.0230900869
node_274,0.0114698568,0.0260827821
node_275,0.0104271425,0.0250852183
node_276,0.0114698568,0.0280779134
node_277,0.0104271425,0.0270803478
node_278,0.0114698568,0.030073043
node_279,0.0104271425,0.0290754773
node_280,0.0114698568,0.0320681743
node_281,0.0104271425,0.0310706086
node_282,0.0114698568,0.0340633057
node_283,0.0104271425,0.03306574
node_284,0.0114698568,0.0360584334
node_285,0.0104271425,0.0350608677
node_286,0.0114698568,0.0380535647
node_287,0.0104271425,0.037055999
node_288,0.0114698568,0.0400486961
node_289,0.0104271425,0.0390511304
node_290,0.0114698568,0.0420438275
node_291,0.0104271425,0.0410462618
node_292,0.0114698568,0.0440389551
node_293,0.0104271425,0.0430413932
node_294,0.0114698568,0.0460340865
node_295,0.0104271425,0.0450365208
node_296,0.0114698568,0.0480292179
node_297,0.0104271425,0.0470316522
node_298,0.0114698568,0.0500243492
node_299,0.0104271425,0.0490267836
node_300,0.0114698568,0.0520194769
node_301,0.0104271425,0.0510219112
node_302,0.0114698568,0.0540146083
node_303,0.0104271425,0.0530170426
node_304,0.0114698568,0.0560097396
node_305,0.0104271425,0.055012174
node_306,0.0114698568,0.058004871
node_307,0.0104271425,0.0570073053
node_308,0.0114698568,0.0599999987
node_309,0.0104271425,0.0590024367
node_310,0.00938442908,0.0161071308
node_311,0.00834171474,0.0151095651
node_312,0.00938442908,0.0141120004
node_313,0.00938442908,0.0181022603
node_314,0.00834171474,0.0171046965
node_315,0.00938442908,0.0200973917
node_316,0.00834171474,0.019099826
node_317,0.00938442908,0.0220925212
node_318,0.00834171474,0.0210949555
node_319,0.00938442908,0.0240876526
node_320,0.00834171474,0.0230900869
node_321,0.00938442908,0.0260827821
node_322,0.00834171474,0.0250852183
node_323,0.00938442908,0.0280779134
node_324,0.00834171474,0.0270803478
node_325,0.00938442908,0.030073043
node_326,0.00834171474,0.0290754773
node_327,0.00938442908,0.0320681743
node_328,0.00834171474,0.0310706086
node_329,0.00938442908,0.0340633057
node_330,0.00834171474,0.03306574
node_331,0.00938442908,0.0360584334
node_332,0.00834171474,0.0350608677
node_333,0.00938442908,0.0380535647
node_334,0.00834171474,0.037055999
node_335,0.00938442908,0.0400486961
node_336,0.00834171474,0.0390511304
node_337,0.00938442908,0.0420438275
node_338,0.00834171474,0.0410462618
node_339,0.00938442908,0.0440389551
node_340,0.00834171474,0.0430413932
node_341,0.00938442908,0.0460340865
node_342,0.00834171474,0.0450365208
node_343,0.00938442908,0.0480292179
node_344,0.00834171474,0.0470316522
node_345,0.00938442908,0.0500243492
node_346,0.00834171474,0.0490267836
node_347,0.00938442908,0.0520194769
node_348,0.00834171474,0.0510219112
node_349,0.00938442908,0.0540146083
node_350,0.00834171474,0.0530170426
node_351,0.00938442908,0.0560097396
node_352,0.00834171474,0.055012174
node_353,0.00938442908,0.058004871
node_354,0.00834171474,0.0570073053
node_355,0.00938442908,0.0599999987
node_356,0.00834171474,0.0590024367
node_357,0.0072990004,0.0161071308
node_358,0.00625628559,0.0151095651
node_359,0.0072990004,0.0141120004
node_360,0.0072990004,0.0181022603
node_361,0.00625628559,0.0171046965
node_362,0.0072990004,0.0200973917
node_363,0.00625628559,0.019099826
node_364,0.0072990004,0.0220925212
node_365,0.00625628559,0.0210949555
node_366,0.0072990004,0.0240876526
node_367,0.00625628559,0.0230900869
node_368,0.0072990004,0.0260827821
node_369,0.00625628559,0.0250852183
node_370,0.0072990004,0.0280779134
node_371,0.00625628559,0.0270803478
node_372,0.0072990004,0.030073043
node_373,0.00625628559,0.0290754773
node_374,0.0072990004,0.0320681743
node_375,0.00625628559,0.0310706086
node_376,0.0072990004,0.0340633057
node_377,0.00625628559,0.03306574
node_378,0.0072990004,0.0360584334
node_379,0.00625628559,0.0350608677
node_380,0.0072990004,0.0380535647
node_381,0.00625628559,0.037055999
node_382,0.0072990004,0.0400486961
node_383,0.00625628559,0.0390511304
node_384,0.0072990004,0.0420438275
node_385,0.00625628559,0.0410462618
node_386,0.0072990004,0.0440389551
node_387,0.00625628559,0.0430413932
node_388,0.0072990004,0.0460340865
node_389,0.00625628559,0.0450365208
node_390,0.0072990004,0.0480292179
node_391,0.00625628559,0.0470316522
node_392,0.0072990004,0.0500243492
node_393,0.00625628559,0.0490267836
node_394,0.0072990004,0.0520194769
node_395,0.00625628559,0.0510219112
node_396,0.0072990004,0.0540146083
node_397,0.00625628559,0.0530170426
node_398,0.0072990004,0.0560097396
node_399,0.00625628559,0.055012174
node_400,0.0072990004,0.058004871
node_401,0.00625628559,0.0570073053
node_402,0.0072990004,0.0599999987
node_403,0.00625628559,0.0590024367
node_404,0.00521357171,0.0161071308
node_405,0.00417085737,0.0151095651
node_406,0.00521357171,0.0141120004
node_407,0.00521357171,0.0181022603
node_408,0.00417085737,0.0171046965
node_409,0.00521357171,0.0200973917
node_410,0.00417085737,0.019099826
node_411,0.00521357171,0.0220925212
node_412,0.00417085737,0.0210949555
node_413,0.00521357171,0.0240876526
node_414,0.00417085737,0.0230900869
node_415,0.00521357171,0.0260827821
node_416,0.00417085737,0.0250852183
node_417,0.00521357171,0.0280779134
node_418,0.00417085737,0.0270803478
node_419,0.00521357171,0.030073043
node_420,0.00417085737,0.0290754773
node_421,0.00521357171,0.0320681743
node_422,0.00417085737,0.0310706086
node_423,0.00521357171,0.0340633057
node_424,0.00417085737,0.03306574
node_425,0.00521357171,0.0360584334
node_426,0.00417085737,0.0350608677
node_427,0.00521357171,0.0380535647
node_428,0.00417085737,0.037055999
node_429,0.00521357171,0.0400486961
node_430,0.00417085737,0.0390511304
node_431,0.00521357171,0.0420438275
node_432,0.00417085737,0.0410462618
node_433,0.00521357171,0.0440389551
node_434,0.00417085737,0.0430413932
node_435,0.00521357171,0.0460340865
node_436,0.00417085737,0.0450365208
node_437,0.00521357171,0.0480292179
node_438,0.00417085737,0.0470316522
node_439,0.00521357171,0.0500243492
node_440,0.00417085737,0.0490267836
node_441,0.00521357171,0.0520194769
node_442,0.00417085737,0.0510219112
node_443,0.00521357171,0.0540146083
node_444,0.00417085737,0.0530170426
node_445,0.00521357171,0.0560097396
node_446,0.00417085737,0.055012174
node_447,0.00521357171,0.058004871
node_448,0.00417085737,0.0570073053
node_449,0.00521357171,0.0599999987
node_450,0.00417085737,0.0590024367
node_451,0.00312814303,0.0161071308
node_452,0.00208542868,0.0151095651
node_453,0.00312814303,0.0141120004
node_454,0.00312814303,0.0181022603
node_455,0.00208542868,0.0171046965
node_456,0.00312814303,0.0200973917
node_457,0.00208542868,0.019099826
node_458,0.00312814303,0.0220925212
node_459,0.00208542868,0.0210949555
node_460,0.00312814303,0.0240876526
node_461,0.00208542868,0.0230900869
node_462,0.00312814303,0.0260827821
node_463,0.00208542868,0.0250852183
node_464,0.00312814303,0.0280779134
node_465,0.00208542868,0.0270803478
node_466,0.00312814303,0.030073043
node_467,0.00208542868,0.0290754773
node_468,0.00312814303,0.0320681743
node_469,0.00208542868,0.0310706086
node_470,0.00312814303,0.0340633057
node_471,0.00208542868,0.03306574
node_472,0.00312814303,0.0360584334
node_473,0.00208542868,0.0350608677
node_474,0.00312814303,0.0380535647
node_475,0.00208542868,0.037055999
node_476,0.00312814303,0.0400486961
node_477,0.00208542868,0.0390511304
node_478,0.00312814303,0.0420438275
node_479,0.00208542868,0.0410462618
node_480,0.00312814303,0.0440389551
node_481,0.00208542868,0.0430413932
node_482,0.00312814303,0.0460340865
node_483,0.00208542868,0.0450365208
node_484,0.00312814303,0.0480292179
node_485,0.00208542868,0.0470316522
node_486,0.00312814303,0.0500243492
node_487,0.00208542868,0.0490267836
node_488,0.00312814303,0.0520194769
node_489,0.00208542868,0.0510219112
node_490,0.00312814303,0.0540146083
node_491,0.00208542868,0.0530170426
node_492,0.00312814303,0.0560097396
node_493,0.00208542868,0.055012174
node_494,0.00312814303,0.058004871
node_495,0.00208542868,0.0570073053
node_496,0.00312814303,0.0599999987
node_497,0.00208542868,0.0590024367
node_498,0.00104271434,0.0161071308
node_499,0.0,0.0151095651
node_500,0.00104271434,0.0141120004
node_501,0.00104271434,0.0181022603
node_502,0.0,0.0171046965
node_503,0.00104271434,0.0200973917
node_504,0.0,0.019099826
node_505,0.00104271434,0.0220925212
node_506,0.0,0.0210949555
node_507,0.00104271434,0.0240876526
node_508,0.0,0.0230900869
node_509,0.00104271434,0.0260827821
node_510,0.0,0.0250852183
node_511,0.00104271434,0.0280779134
node_512,0.0,0.0270803478
node_513,0.00104271434,0.030073043
node_514,0.0,0.0290754773
node_515,0.00104271434,0.0320681743
node_516,0.0,0.0310706086
node_517,0.00104271434,0.0340633057
node_518,0.0,0.03306574
node_519,0.00104271434,0.0360584334
node_520,0.0,0.0350608677
node_521,0.00104271434,0.0380535647
node_522,0.0,0.037055999
node_523,0.00104271434,0.0400486961
node_524,0.0,0.0390511304
node_525,0.00104271434,0.0420438275
node_526,0.0,0.0410462618
node_527,0.00104271434,0.0440389551
node_528,0.0,0.0430413932
node_529,0.00104271434,0.0460340865
node_530,0.0,0.0450365208
node_531,0.00104271434,0.0480292179
node_532,0.0,0.0470316522
node_533,0.00104271434,0.0500243492
node_534,0.0,0.0490267836
node_535,0.00104271434,0.0520194769
node_536,0.0,0.0510219112
node_537,0.00104271434,0.0540146083
node_538,0.0,0.0530170426
node_539,0.00104271434,0.0560097396
node_540,0.0,0.055012174
node_541,0.00104271434,0.058004871
node_542,0.0,0.0570073053
node_543,0.00104271434,0.0599999987
node_544,0.0,0.0590024367
node_545,0.0529999994,0.030073043
node_546,0.0529999994,0.0460340865
node_547,0.0529999994,0.0240876526
node_548,0.0307672638,0.0141120004
node_549,0.0529999994,0.0480292179
node_550,0.0408730544,0.0599999987
node_551,0.0287461057,0.0599999987
node_552,0.0529999994,0.0500243492
node_553,0.032788422,0.0141120004
node_554,0.0226826314,0.0141120004
node_555,0.0529999994,0.0520194769
node_556,0.0368307382,0.0599999987
node_557,0.0348095782,0.0141120004
node_558,0.0529999994,0.0540146083
node_559,0.0529999994,0.0420438275
node_560,0.0529999994,0.0440389551
node_561,0.0529999994,0.0560097396
node_562,0.0368307382,0.0141120004
node_563,0.0489576831,0.0141120004
node_564,0.0529999994,0.058004871
node_565,0.016619157,0.0141120004
node_566,0.0388518944,0.0141120004
node_567,0.0509788431,0.0599999987
node_568,0.0307672638,0.0599999987
node_569,0.0206614733,0.0141120004
node_570,0.0489576831,0.0599999987
node_571,0.0408730544,0.0141120004
node_572,0.0287461057,0.0141120004
node_573,0.0469365269,0.0599999987
node_574,0.0529999994,0.0260827821
node_575,0.0428942107,0.0141120004
node_576,0.0449153669,0.0599999987
node_577,0.0529999994,0.0141120004
node_578,0.0388518944,0.0599999987
node_579,0.0428942107,0.0599999987
node_580,0.0449153669,0.0141120004
node_581,0.0226826314,0.0599999987
node_582,0.0469365269,0.0141120004
node_583,0.0529999994,0.0380535647
node_584,0.0529999994,0.0220925212
node_585,0.0509788431,0.0141120004
node_586,0.0529999994,0.0161071308
node_587,0.016619157,0.0599999987
node_588,0.0529999994,0.0181022603
node_589,0.0206614733,0.0599999987
node_590,0.0348095782,0.0599999987
node_591,0.0529999994,0.0340633057
node_592,0.0247037895,0.0599999987
node_593,0.0529999994,0.0280779134
node_594,0.0186403152,0.0141120004
node_595,0.0529999994,0.0200973917
node_596,0.0529999994,0.0320681743
node_597,0.0186403152,0.0599999987
node_598,0.032788422,0.0599999987
node_599,0.0529999994,0.0360584334
node_600,0.0267249476,0.0599999987
node_601,0.0247037895,0.0141120004
node_602,0.0529999994,0.0400486961
node_603,0.0267249476,0.0141120004
node_604,0.0529999994,0.0599999987
node_605,0.016619157,0.0161071308
node_606,0.0186403152,0.0161071308
node_607,0.0206614733,0.0161071308
node_608,0.0226826314,0.0161071308
node_609,0.0247037895,0.0161071308
node_610,0.0267249476,0.0161071308
node_611,0.0287461057,0.0161071308
node_612,0.0307672638,0.0161071308
node_613,0.032788422,0.0161071308
node_614,0.0348095782,0.0161071308
node_615,0.0368307382,0.0161071308
node_616,0.0388518944,0.0161071308
node_617,0.0408730544,0.0161071308
node_618,0.0428942107,0.0161071308
node_619,0.0449153669,0.0161071308
node_620,0.0469365269,0.0161071308
node_621,0.0489576831,0.0161071308
node_622,0.0509788431,0.0161071308
node_623,0.016619157,0.0181022603
node_624,0.0186403152,0.0181022603
node_625,0.0206614733,0.0181022603
node_626,0.0226826314,0.0181022603
node_627,0.0247037895,0.0181022603
node_628,0.0267249476,0.0181022603
node_629,0.0287461057,0.0181022603
node_630,0.0307672638,0.0181022603
node_631,0.032788422,0.0181022603
node_632,0.0348095782,0.0181022603
node_633,0.0368307382,0.0181022603
node_634,0.0388518944,0.0181022603
node_635,0.0408730544,0.0181022603
node_636,0.0428942107,0.0181022603
node_637,0.0449153669,0.0181022603
node_638,0.0469365269,0.0181022603
node_639,0.0489576831,0.0181022603
node_640,0.0509788431,0.0181022603
node_641,0.016619157,0.0200973917
node_642,0.0186403152,0.0200973917
node_643,0.0206614733,0.0200973917
node_644,0.0226826314,0.0200973917
node_645,0.0247037895,0.0200973917
node_646,0.0267249476,0.0200973917
node_647,0.0287461057,0.0200973917
node_648,0.0307672638,0.0200973917
node_649,0.032788422,0.0200973917
node_650,0.0348095782,0.0200973917
node_651,0.0368307382,0.0200973917
node_652,0.0388518944,0.0200973917
node_653,0.0408730544,0.0200973917
node_654,0.0428942107,0.0200973917
node_655,0.0449153669,0.0200973917
node_656,0.0469365269,0.0200973917
node_657,0.0489576831,0.0200973917
node_658,0.0509788431,0.0200973917
node_659,0.016619157,0.0220925212
node_660,0.0186403152,0.0220925212
node_661,0.0206614733,0.0220925212
node_662,0.0226826314,0.0220925212
node_663,0.0247037895,0.0220925212
node_664,0.0267249476,0.0220925212
node_665,0.0287461057,0.0220925212
node_666,0.0307672638,0.0220925212
node_667,0.032788422,0.0220925212
node_668,0.0348095782,0.0220925212
node_669,0.0368307382,0.0220925212
node_670,0.0388518944,0.0220925212
node_671,0.0408730544,0.0220925212
node_672,0.0428942107,0.0220925212
node_673,0.0449153669,0.0220925212
node_674,0.0469365269,0.0220925212
node_675,0.0489576831,0.0220925212
node_676,0.0509788431,0.0220925212
node_677,0.016619157,0.0240876526
node_678,0.0186403152,0.0240876526
node_679,0.0206614733,0.0240876526
node_680,0.0226826314,0.0240876526
node_681,0.0247037895,0.0240876526
node_682,0.0267249476,0.0240876526
node_683,0.0287461057,0.0240876526
node_684,0.0307672638,0.0240876526
node_685,0.032788422,0.0240876526
node_686,0.0348095782,0.0240876526
node_687,0.0368307382,0.0240876526
node_688,0.0388518944,0.0240876526
node_689,0.0408730544,0.0240876526
node_690,0.0428942107,0.0240876526
node_691,0.0449153669,0.0240876526
node_692,0.0469365269,0.0240876526
node_693,0.0489576831,0.0240876526
node_694,0.0509788431,0.0240876526
node_695,0.016619157,0.0260827821
node_696,0.0186403152,0.0260827821
node_697,0.0206614733,0.0260827821
node_698,0.0226826314,0.0260827821
node_699,0.0247037895,0.0260827821
node_700,0.0267249476,0.0260827821
node_701,0.0287461057,0.0260827821
node_702,0.0307672638,0.0260827821
node_703,0.032788422,0.0260827821
node_704,0.0348095782,0.0260827821
node_705,0.0368307382,0.0260827821
node_706,0.0388518944,0.0260827821
node_707,0.0408730544,0.0260827821
node_708,0.0428942107,0.0260827821
node_709,0.0449153669,0.0260827821
node_710,0.0469365269,0.0260827821
node_711,0.0489576831,0.0260827821
node_712,0.0509788431,0.0260827821
node_713,0.016619157,0.0280779134
node_714,0.0186403152,0.0280779134
node_715,0.0206614733,0.0280779134
node_716,0.0226826314,0.0280779134
node_717,0.0247037895,0.0280779134
node_718,0.0267249476,0.0280779134
node_719,0.0287461057,0.0280779134
node_720,0.0307672638,0.0280779134
node_721,0.032788422,0.0280779134
node_722,0.0348095782,0.0280779134
node_723,0.0368307382,0.0280779134
node_724,0.0388518944,0.0280779134
node_725,0.0408730544,0.0280779134
node_726,0.0428942107,0.0280779134
node_727,0.0449153669,0.0280779134
node_728,0.0469365269,0.0280779134
node_729,0.0489576831,0.0280779134
node_730,0.0509788431,0.0280779134
node_731,0.016619157,0.030073043
node_732,0.0186403152,0.030073043
node_733,0.0206614733,0.030073043
node_734,0.0226826314,0.030073043
node_735,0.0247037895,0.030073043
node_736,0.0267249476,0.030073043
node_737,0.0287461057,0.030073043
node_738,0.0307672638,0.030073043
node_739,0.032788422,0.030073043
node_740,0.0348095782,0.030073043
node_741,0.0368307382,0.030073043
node_742,0.0388518944,0.030073043
node_743,0.0408730544,0.030073043
node_744,0.0428942107,0.030073043
node_745,0.0449153669,0.030073043
node_746,0.0469365269,0.030073043
node_747,0.0489576831,0.030073043
node_748,0.0509788431,0.030073043
node_749,0.016619157,0.0320681743
node_750,0.0186403152,0.0320681743
node_751,0.0206614733,0.0320681743
node_752,0.0226826314,0.0320681743
node_753,0.0247037895,0.0320681743
node_754,0.0267249476,0.0320681743
node_755,0.0287461057,0.0320681743
node_756,0.0307672638,0.0320681743
node_757,0.032788422,0.0320681743
node_758,0.0348095782,0.0320681743
node_759,0.0368307382,0.0320681743
node_760,0.0388518944,0.0320681743
node_761,0.0408730544,0.0320681743
node_762,0.0428942107,0.0320681743
node_763,0.0449153669,0.0320681743
node_764,0.0469365269,0.0320681743
node_765,0.0489576831,0.0320681743
node_766,0.0509788431,0.0320681743
node_767,0.016619157,0.0340633057
node_768,0.0186403152,0.0340633057
node_769,0.0206614733,0.0340633057
node_770,0.0226826314,0.0340633057
node_771,0.0247037895,0.0340633057
node_772,0.0267249476,0.0340633057
node_773,0.0287461057,0.0340633057
node_774,0.0307672638,0.0340633057
node_775,0.032788422,0.0340633057
node_776,0.0348095782,0.0340633057
node_777,0.0368307382,0.0340633057
node_778,0.0388518944,0.0340633057
node_779,0.0408730544,0.0340633057
node_780,0.0428942107,0.0340633057
node_781,0.0449153669,0.0340633057
node_782,0.0469365269,0.0340633057
node_783,0.0489576831,0.0340633057
node_784,0.0509788431,0.0340633057
node_785,0.016619157,0.0360584334
node_786,0.0186403152,0.0360584334
node_787,0.0206614733,0.0360584334
node_788,0.0226826314,0.0360584334
node_789,0.0247037895,0.0360584334
node_790,0.0267249476,0.0360584334
