
                     X                   displacement                force         

                   7.19999981E+03           0.                      -0.            
                   7.20491028E+03          12.2800026E-06          173.769241      
                   7.20981979E+03          24.5600052E-06          347.538483      
                   7.21472979E+03          36.8399925E-06          521.307617      
                   7.21964025E+03          49.1200104E-06          695.076294      
                   7.22454977E+03          61.4000053E-06          868.844421      
                   7.22945976E+03          73.679985E-06             1.04261172E+03
                   7.23437023E+03          85.9599915E-06            1.21637785E+03
                   7.23927975E+03          98.2400208E-06            1.39014244E+03
                   7.24418974E+03         110.520035E-06             1.56390572E+03
                   7.24910021E+03         122.800011E-06             1.7376672E+03 
                   7.25400972E+03         135.079971E-06             1.91142642E+03
                   7.25891972E+03         147.35997E-06              2.08518362E+03
                   7.26383018E+03         159.64003E-06              2.25893807E+03
                   7.26874018E+03         171.919983E-06             2.43268895E+03
                   7.27364969E+03         184.199966E-06             2.60643792E+03
                   7.27856016E+03         196.480042E-06             2.78018332E+03
                   7.28347015E+03         208.760025E-06             2.95392489E+03
                   7.28837967E+03         221.04007E-06              3.12766314E+03
                   7.29329014E+03         233.320038E-06             3.30139685E+03
                   7.29820013E+03         245.600021E-06             3.47512579E+03
                   7.30310965E+03         257.880005E-06             3.64885092E+03
                   7.30802011E+03         270.159943E-06             3.82257152E+03
                   7.31293011E+03         282.439941E-06             3.99628568E+03
                   7.31783962E+03         294.71994E-06              4.16999483E+03
                   7.32275009E+03         307.000153E-06             4.34369993E+03
                   7.32766008E+03         319.28006E-06              4.51737595E+03
                   7.3325696E+03          331.560089E-06             4.69099331E+03
                   7.33748007E+03         343.839966E-06             4.86454344E+03
                   7.34239006E+03         356.120026E-06             5.03800631E+03
                   7.34729958E+03         368.399933E-06             5.21137571E+03
                   7.35221004E+03         380.679993E-06             5.38463688E+03
                   7.35712004E+03         392.960083E-06             5.55778408E+03
                   7.36202955E+03         405.239899E-06             5.73080778E+03
                   7.36694002E+03         417.52005E-06              5.90369701E+03
                   7.37185001E+03         429.799896E-06             6.07644224E+03
                   7.37675953E+03         442.080139E-06             6.24903679E+03
                   7.38167E+03            454.359924E-06             6.42146969E+03
                   7.38657999E+03         466.640076E-06             6.5937295E+03 
                   7.39149046E+03         478.919891E-06             6.76580524E+03
                   7.39639997E+03         491.200043E-06             6.93768549E+03
                   7.40130997E+03         503.480194E-06             7.10935688E+03
                   7.40622044E+03         515.76001E-06              7.28080082E+03
                   7.41112995E+03         528.0401E-06               7.45200634E+03
                   7.41603994E+03         540.319885E-06             7.62294912E+03
                   7.42095041E+03         552.60022E-06              7.79361057E+03
                   7.42585993E+03         564.879883E-06             7.96396923E+03
                   7.43076992E+03         577.160095E-06             8.13399315E+03
                   7.43568039E+03         589.43988E-06              8.30365181E+03
                   7.4405899E+03          601.720032E-06             8.47290611E+03
                   7.4454999E+03          614.000305E-06             8.64170837E+03
                   7.45041037E+03         626.28009E-06              8.80999947E+03
                   7.45531988E+03         638.56012E-06              8.97770691E+03
                   7.46022987E+03         650.839905E-06             9.14473343E+03
                   7.46514034E+03         663.120178E-06             9.31093693E+03
                   7.47004986E+03         675.399963E-06             9.47609806E+03
                   7.47495985E+03         687.679932E-06             9.63375473E+03
                   7.47987032E+03         699.959961E-06             9.76730442E+03
                   7.48477983E+03         712.240051E-06             9.88747883E+03
                   7.48968983E+03         724.52002E-06              9.99783421E+03
                   7.4946003E+03          736.799866E-06            10.1007738E+03 
                   7.49950981E+03         749.079773E-06            10.1972017E+03 
                   7.5044198E+03          761.359985E-06            10.2877636E+03 
                   7.50933027E+03         773.640137E-06            10.3727989E+03 
                   7.51424026E+03         785.920166E-06            10.4541121E+03 
                   7.51914978E+03         798.199951E-06            10.5323086E+03 
                   7.52406025E+03         810.479797E-06            10.6074219E+03 
                   7.52897024E+03         822.760132E-06            10.6796875E+03 
                   7.53387976E+03         835.0401E-06              10.7490654E+03 
                   7.53879023E+03         847.319763E-06            10.8154449E+03 
                   7.54370022E+03         859.599792E-06            10.8784981E+03 
                   7.54860973E+03         871.880005E-06            10.9375277E+03 
                   7.5535202E+03          884.160278E-06            10.9913387E+03 
                   7.55843019E+03         896.440247E-06            11.0393963E+03 
                   7.56333971E+03         908.719849E-06            11.0823154E+03 
                   7.56825018E+03         920.999817E-06            11.119215E+03  
                   7.57316017E+03         933.280151E-06            11.1501646E+03 
                   7.57806969E+03         945.560181E-06            11.174511E+03  
                   7.58298016E+03         957.839783E-06            11.1917381E+03 
                   7.58789015E+03         970.11969E-06             11.2005033E+03 
                   7.59279966E+03         982.400085E-06            11.1973009E+03 
                   7.59771013E+03         994.680359E-06            11.1731186E+03 
                   7.60262012E+03           1.00696039E-03          11.1192312E+03 
                   7.60752964E+03           1.0192399E-03           10.9915409E+03 
                   7.61244011E+03           1.03152001E-03          10.7943621E+03 
                   7.6173501E+03            1.04380012E-03          10.5140829E+03 
                   7.62225962E+03           1.05608022E-03           9.99840164E+03
                   7.62717009E+03           1.06835973E-03           9.28967667E+03
                   7.62717009E+03           1.06835973E-03           7.05090475E+03




