
                     X                      Cbar_L                 Cbar_total               Cbar_trap                   PEEQ                  PSI_Cbar_L                  S_11                     S_12                     S_22                     S_33                   S_Mises                   dPEEQ                eps_elastic_11           eps_elastic_12           eps_elastic_22           eps_elastic_33           eps_plastic_11           eps_plastic_12           eps_plastic_22           eps_plastic_33            eps_total_11             eps_total_12             eps_total_22             eps_total_33          hydrostatic_stress             rho_d                   theta_L                 theta_trap      

                   0.                      23.5879974               24.4757233              887.726807E-03           135.103348E-03           460.845825E-03           -11.7995358E+06            6.2722621E+06            1.31278729E+09         648.418701E+06             1.14717913E+09           1.39634728E-03          -3.00080705E-03          81.5395355E-06            5.60900736E-03           1.29061174E-03        -119.249809E-03           529.827515E-06           120.540428E-03            -1.29061174E-03        -122.250618E-03           611.36853E-06            126.149445E-03             0.                     649.802124E+06             2.70216703E+15          25.6259918E-06           39.808033E-03  
                 224.769119E-06            24.7650299               25.5365467              771.518799E-03           112.992554E-03           433.942291E-03            73.0228653E+06           -1.38218391E+06           1.34120679E+09         704.734802E+06             1.09828472E+09           1.20294833E-03          -2.70379806E-03         -17.9684143E-06            5.53939772E-03           1.40232944E-03         -99.0843201E-03           -1.11220503E-03         100.486649E-03            -1.40232944E-03        -101.788109E-03            -1.13017666E-03         106.026047E-03             0.                     706.321533E+06             2.25995088E+15          26.9047146E-06           41.7077599E-03 
                 453.963867E-06            25.9420567               26.5972519              655.194153E-03            91.0188293E-03          407.038757E-03           153.832565E+06            -9.55372047E+06           1.36552572E+09         757.137085E+06             1.04949093E+09           1.01019084E-03          -2.4148314E-03         -124.198471E-06             5.46117496E-03           1.50664806E-03         -79.0721588E-03           -2.5482347E-03           80.5787888E-03           -1.50664806E-03         -81.486969E-03            -2.67243433E-03          86.0399628E-03            0.                     758.831848E+06             1.82047629E+15          28.1834431E-06           43.6069756E-03 
                 686.205933E-06            26.838541                27.398777               560.232117E-03            75.9068298E-03          386.547638E-03           237.008698E+06            -3.07990599E+06           1.39979756E+09         815.133301E+06             1.00702417E+09         864.296753E-06            -2.13735294E-03         -40.0387802E-06            5.42077494E-03           1.62045705E-03         -65.603775E-03          -668.927551E-06            67.2242355E-03           -1.62045705E-03         -67.741127E-03          -708.965149E-06            72.6450119E-03            0.                     817.313171E+06             1.51823616E+15          29.1573849E-06           45.0433464E-03 
                 921.759705E-06            27.7350273               28.2021751              467.143066E-03            60.9856606E-03          366.056488E-03           294.280304E+06             4.660954E+06             1.40929723E+09         848.199341E+06           965.674438E+06           719.960693E-06            -1.9148432E-03           60.5924568E-06            5.33276606E-03           1.68563056E-03         -52.3198586E-03          947.658875E-06            54.0054932E-03           -1.68563056E-03         -54.2347069E-03            1.00825071E-03          59.3382607E-03            0.                     850.592102E+06             1.21981323E+15          30.1313305E-06           46.4797974E-03 
                   1.15969038E-03          28.2887211               28.6911449              402.42511E-03             51.8000565E-03          353.400696E-03           348.070984E+06             2.56100392E+06           1.42313588E+09         881.023438E+06           931.055359E+06           624.414551E-06            -1.71588433E-03          33.2930641E-06            5.27203798E-03           1.74830675E-03         -44.1679153E-03          387.521698E-06            45.9162216E-03           -1.74830675E-03         -45.8838005E-03          420.81485E-06             51.1882591E-03            0.                     884.076721E+06             1.03610122E+15          30.7328548E-06           47.3624573E-03 
                   1.39974427E-03          28.842411                29.1800098              337.597321E-03            42.5281372E-03          340.744904E-03           405.447601E+06          -886.909973E+03             1.44073987E+09         917.828125E+06           896.607239E+06           528.591125E-06            -1.51061404E-03         -11.5298824E-06            5.21878672E-03           1.81985939E-03         -35.9292221E-03         -241.184952E-06            37.7490807E-03           -1.81985939E-03         -37.4398308E-03         -252.714157E-06            42.9678688E-03            0.                     921.338623E+06           850.662903E+12            31.3343849E-06           48.2454071E-03 
                   1.64121759E-03          29.2015114               29.4939346              292.421967E-03            36.501442E-03           332.536865E-03           437.321045E+06            -1.59889793E+06           1.44017136E+09         932.457825E+06           868.521057E+06           463.38916E-06             -1.37233853E-03         -20.785635E-06             5.14618826E-03           1.84605062E-03         -30.6513271E-03         -235.03717E-06             32.4973793E-03           -1.84605062E-03         -32.0236664E-03         -255.822449E-06            37.6435661E-03            0.                     936.650146E+06           730.128784E+12            31.7245121E-06           48.8162651E-03 
                   1.88407671E-03          29.5606155               29.8073082              246.691818E-03            30.3826599E-03          324.328857E-03           487.341644E+06            -2.2464273E+06            1.45738184E+09         964.744568E+06           840.123779E+06           398.010712E-06            -1.19648123E-03         -29.2035255E-06            5.10877943E-03           1.90663815E-03         -25.2627659E-03         -156.08667E-06             27.1694031E-03           -1.90663815E-03         -26.4592476E-03         -185.290344E-06            32.278183E-03             0.                     969.822876E+06           607.753113E+12            32.1146431E-06           49.387207E-03  
                   2.12800884E-03          29.7572536               29.9702129              212.959167E-03            26.1006851E-03          319.834198E-03           514.055054E+06            -1.39973903E+06           1.45526147E+09         975.458069E+06           815.164185E+06           348.417267E-06            -1.075804E-03           -18.1965733E-06            5.04203796E-03           1.92331493E-03         -21.5221424E-03          -88.1950226E-06           23.4454556E-03           -1.92331493E-03         -22.5979443E-03         -106.391785E-06            28.4874916E-03            0.                     981.591492E+06           522.113647E+12            32.32827E-06             49.6992378E-03 
                   2.3729279E-03           29.9538956               30.1324081              178.512573E-03            21.7224388E-03          315.339569E-03           548.069763E+06           -13.5360003E+03            1.45978332E+09         992.730103E+06           789.646484E+06           297.713959E-06          -938.421387E-06          -176.005402E-09             4.98771763E-03           1.9518708E-03          -17.6883297E-03           27.8025398E-06           19.6401997E-03           -1.9518708E-03          -18.6267529E-03           27.6266365E-06           24.6279182E-03            0.                       1.00019443E+09         434.548859E+12            32.5419006E-06           50.0113068E-03 
                   2.61864448E-03          30.0167751               30.1711578              154.383347E-03            18.7599144E-03          313.902313E-03           572.241821E+06            26.4740009E+03            1.45865011E+09           1.0011965E+09          767.784363E+06           261.459564E-06          -828.560913E-06           344.174622E-09             4.93309259E-03           1.95964515E-03         -15.0993824E-03           11.4626017E-06           17.0590267E-03           -1.95964515E-03         -15.9279423E-03           11.8066092E-06           21.9921188E-03            0.                       1.01069617E+09         375.298279E+12            32.6102142E-06           50.1109962E-03 
