
                     X                  PSI_Cbar_L_0s          PSI_Cbar_L_10000s        PSI_Cbar_L_20000s        PSI_Cbar_L_30000s        PSI_Cbar_L_40000s        PSI_Cbar_L_50000s        PSI_Cbar_L_60000s        PSI_Cbar_L_70000s        PSI_Cbar_L_80000s        PSI_Cbar_L_90000s        PSI_Cbar_L_100000s  
                 470.560059E-06             0.                     382.638763E-03           387.452606E-03           390.448151E-03           392.446838E-03           393.853699E-03           394.82193E-03            395.552704E-03           396.07254E-03            396.421539E-03           396.637085E-03  
                 475.622711E-06             0.                     382.485229E-03           387.25882E-03            390.234955E-03           392.221252E-03           393.618896E-03           394.656311E-03           395.377258E-03           395.888275E-03           396.22937E-03            396.437653E-03  
                 480.692841E-06             0.                     382.331482E-03           387.064789E-03           390.021423E-03           391.9953E-03             393.464081E-03           394.490417E-03           395.201569E-03           395.703735E-03           396.036865E-03           396.237915E-03  
                 485.740601E-06             0.                     382.178406E-03           386.871582E-03           389.808838E-03           391.855225E-03           393.309967E-03           394.325287E-03           395.026611E-03           395.52002E-03            395.845245E-03           396.039062E-03  
                 490.721313E-06             0.                     382.027344E-03           386.680969E-03           389.687958E-03           391.71701E-03            393.157928E-03           394.162323E-03           394.854034E-03           395.338745E-03           395.656158E-03           395.842865E-03  
                 496.007507E-06             0.                     381.867065E-03           386.578949E-03           389.559631E-03           391.570343E-03           392.996521E-03           393.98938E-03            394.670868E-03           395.146332E-03           395.455475E-03           395.634613E-03  
                 500.001007E-06             0.                     381.82663E-03            386.501862E-03           389.462708E-03           391.459534E-03           392.874603E-03           393.858734E-03           394.532471E-03           395.001007E-03           395.303864E-03           395.477295E-03  
                 681.117188E-06             0.                     379.99411E-03            383.006287E-03           385.06665E-03            386.433655E-03           387.345062E-03           387.933228E-03           388.256287E-03           388.40918E-03            388.428162E-03           388.34259E-03   
                 688.083496E-06             0.                     379.923645E-03           382.871796E-03           384.897583E-03           386.240326E-03           387.132416E-03           387.705322E-03           388.014893E-03           388.155609E-03           388.163696E-03           388.072052E-03  
                 695.094482E-06             0.                     379.852722E-03           382.736511E-03           384.727417E-03           386.045776E-03           386.918335E-03           387.475952E-03           387.771942E-03           387.900452E-03           387.900909E-03           387.799774E-03  
                 702.150146E-06             0.                     379.781311E-03           382.600342E-03           384.556152E-03           385.850006E-03           386.702911E-03           387.245087E-03           387.527435E-03           387.646576E-03           387.636475E-03           387.525726E-03  
                 709.23938E-06              0.                     379.709564E-03           382.463501E-03           384.384094E-03           385.65329E-03            386.486511E-03           387.013153E-03           387.284241E-03           387.391541E-03           387.370789E-03           387.250427E-03  
                 716.339844E-06             0.                     379.637756E-03           382.326447E-03           384.211761E-03           385.456238E-03           386.269714E-03           386.782898E-03           387.04068E-03            387.136078E-03           387.104675E-03           386.97467E-03   
                 723.425293E-06             0.                     379.56604E-03            382.189728E-03           384.039764E-03           385.259644E-03           386.054962E-03           386.55307E-03            386.797607E-03           386.881134E-03           386.839142E-03           386.699463E-03  
                 730.443726E-06             0.                     379.495026E-03           382.05426E-03            383.869415E-03           385.06601E-03            385.842255E-03           386.32547E-03            386.556854E-03           386.628632E-03           386.576111E-03           386.42691E-03   
                 737.339233E-06             0.                     379.425262E-03           381.921173E-03           383.702789E-03           384.875763E-03           385.63327E-03            386.101837E-03           386.320312E-03           386.380524E-03           386.317657E-03           386.159088E-03  
                 744.592407E-06             0.                     379.351898E-03           381.781616E-03           383.527527E-03           384.67569E-03            385.413452E-03           385.866608E-03           386.071503E-03           386.119568E-03           386.045837E-03           385.877411E-03  
                 750.001526E-06             0.                     379.297241E-03           381.677521E-03           383.39679E-03            384.526459E-03           385.249481E-03           385.691162E-03           385.885956E-03           385.924927E-03           385.84314E-03            385.667328E-03  
                 914.845581E-06             0.                     377.631561E-03           378.505249E-03           379.413452E-03           379.978912E-03           380.253387E-03           380.344971E-03           380.23114E-03            379.99408E-03            379.665131E-03           379.26532E-03   
                 923.59259E-06              0.                     377.543213E-03           378.336945E-03           379.202057E-03           379.73764E-03            379.988281E-03           380.061279E-03           379.931091E-03           379.679352E-03           379.337311E-03           379.06897E-03   
                 932.376831E-06             0.                     377.454437E-03           378.167908E-03           378.989807E-03           379.4953E-03             379.722046E-03           379.776398E-03           379.629761E-03           379.363312E-03           379.149414E-03           378.871765E-03  
                 941.187134E-06             0.                     377.365417E-03           377.998352E-03           378.776917E-03           379.252258E-03           379.455017E-03           379.490631E-03           379.327545E-03           379.185181E-03           378.960907E-03           378.674011E-03  
                 950.012329E-06             0.                     377.276245E-03           377.828522E-03           378.56366E-03            379.008789E-03           379.187561E-03           379.204437E-03           379.160767E-03           379.006714E-03           378.772125E-03           378.475891E-03  
                 958.822693E-06             0.                     377.187225E-03           377.658966E-03           378.350769E-03           378.765747E-03           378.920532E-03           379.051117E-03           378.994263E-03           378.828583E-03           378.583649E-03           378.278137E-03  
                 967.584534E-06             0.                     377.098694E-03           377.490356E-03           378.139038E-03           378.524048E-03           378.783783E-03           378.898651E-03           378.828674E-03           378.651398E-03           378.39621E-03            378.081482E-03  
                 976.230957E-06             0.                     377.011322E-03           377.323975E-03           377.930115E-03           378.408325E-03           378.648834E-03           378.748169E-03           378.665283E-03           378.476593E-03           378.211273E-03           377.88736E-03   
                 984.679932E-06             0.                     376.925934E-03           377.161377E-03           377.841034E-03           378.295258E-03           378.516998E-03           378.601166E-03           378.505615E-03           378.305756E-03           378.030518E-03           377.697723E-03  
                 993.505127E-06             0.                     376.836792E-03           377.104004E-03           377.748016E-03           378.177155E-03           378.379272E-03           378.447601E-03           378.338837E-03           378.127319E-03           377.841705E-03           377.499603E-03  
                   1.00000203E-03           0.                     376.836792E-03           377.061798E-03           377.679535E-03           378.09021E-03            378.277893E-03           378.334564E-03           378.216064E-03           377.995941E-03           377.702698E-03           377.35379E-03   
                   1.15107369E-03           0.                     376.837646E-03           376.079926E-03           376.086945E-03           376.068481E-03           375.920349E-03           375.705719E-03           375.361115E-03           374.941315E-03           374.470917E-03           373.962646E-03  
                   1.1613667E-03            0.                     376.837708E-03           376.013E-03              375.978455E-03           375.930725E-03           375.759735E-03           375.526642E-03           375.166595E-03           374.733215E-03           374.250732E-03           373.733795E-03  
                   1.1716783E-03            0.                     376.837769E-03           375.945984E-03           375.869751E-03           375.792755E-03           375.598816E-03           375.347198E-03           374.97171E-03            374.524719E-03           374.032013E-03           373.504517E-03  
                   1.1819973E-03            0.                     376.83783E-03            375.878937E-03           375.760986E-03           375.654633E-03           375.437805E-03           375.167633E-03           374.776733E-03           374.317657E-03           373.813171E-03           373.275116E-03  
                   1.19230521E-03           0.                     376.837891E-03           375.81192E-03            375.652313E-03           375.516693E-03           375.276917E-03           374.988251E-03           374.583221E-03           374.110809E-03           373.594543E-03           373.045929E-03  
                   1.20257211E-03           0.                     376.837952E-03           375.745209E-03           375.544067E-03           375.379303E-03           375.116699E-03           374.810608E-03           374.390442E-03           373.904785E-03           373.376801E-03           372.817627E-03  
                   1.2127496E-03            0.                     376.837982E-03           375.679047E-03           375.436768E-03           375.243103E-03           374.958649E-03           374.634491E-03           374.199402E-03           373.700562E-03           373.160919E-03           372.591339E-03  
                   1.22276318E-03           0.                     376.838043E-03           375.613953E-03           375.331238E-03           375.109589E-03           374.803101E-03           374.461243E-03           374.011414E-03           373.499634E-03           372.948517E-03           372.368713E-03  
                   1.23250854E-03           0.                     376.838074E-03           375.550629E-03           375.22876E-03            374.979645E-03           374.651733E-03           374.292603E-03           373.828461E-03           373.304077E-03           372.741852E-03           372.152039E-03  
                   1.24262643E-03           0.                     376.838135E-03           375.484985E-03           375.122437E-03           374.844757E-03           374.494568E-03           374.117554E-03           373.638519E-03           373.101044E-03           372.527252E-03           371.927094E-03  
                   1.24999881E-03           0.                     376.838165E-03           375.437134E-03           375.044922E-03           374.74646E-03            374.380066E-03           373.98996E-03            373.500122E-03           372.953125E-03           372.37088E-03            371.763184E-03  
                   1.38957047E-03           0.                     376.838989E-03           374.531586E-03           373.577698E-03           372.88559E-03            372.212158E-03           371.574982E-03           370.879913E-03           370.152435E-03           369.410614E-03           368.659973E-03  
                   1.40118968E-03           0.                     376.839081E-03           374.456238E-03           373.455566E-03           372.730682E-03           372.031677E-03           371.373932E-03           370.661804E-03           369.919281E-03           369.164154E-03           368.52594E-03   
                   1.4128089E-03            0.                     376.839142E-03           374.380829E-03           373.333405E-03           372.575745E-03           371.851196E-03           371.172882E-03           370.443634E-03           369.686127E-03           369.036133E-03           368.391937E-03  
                   1.42440939E-03           0.                     376.839203E-03           374.305573E-03           373.211456E-03           372.421082E-03           371.671021E-03           370.972168E-03           370.225891E-03           369.565826E-03           368.908325E-03           368.258148E-03  
                   1.43597269E-03           0.                     376.839264E-03           374.23056E-03            373.089874E-03           372.266907E-03           371.491425E-03           370.772064E-03           370.115265E-03           369.445892E-03           368.780914E-03           368.124756E-03  
                   1.4474653E-03            0.                     376.839325E-03           374.156006E-03           372.969055E-03           372.113678E-03           371.312927E-03           370.673645E-03           370.00531E-03            369.326691E-03           368.654236E-03           367.992218E-03  
                   1.45882738E-03           0.                     376.839386E-03           374.082275E-03           372.84964E-03            371.962189E-03           371.230347E-03           370.576385E-03           369.896576E-03           369.208832E-03           368.529053E-03           367.861145E-03  
                   1.46997344E-03           0.                     376.839447E-03           374.009979E-03           372.732452E-03           371.898346E-03           371.149292E-03           370.480957E-03           369.789948E-03           369.093231E-03           368.40625E-03            367.732605E-03  
                   1.4807843E-03            0.                     376.839508E-03           373.939819E-03           372.69223E-03            371.836426E-03           371.07074E-03            370.388397E-03           369.686554E-03           368.98111E-03            368.287109E-03           367.60791E-03   
                   1.49194896E-03           0.                     376.839569E-03           373.930054E-03           372.650696E-03           371.772491E-03           370.989594E-03           370.292786E-03           369.579742E-03           368.865326E-03           368.164093E-03           367.479156E-03  
                   1.49999928E-03           0.                     376.863861E-03           373.923035E-03           372.620697E-03           371.726379E-03           370.931061E-03           370.223877E-03           369.502716E-03           368.78183E-03            368.075409E-03           367.386292E-03  
                   1.62959468E-03           0.                     377.255066E-03           373.809784E-03           372.138367E-03           370.984131E-03           369.989075E-03           369.114288E-03           368.262878E-03           367.437744E-03           366.6474E-03             365.89151E-03   
                   1.64238739E-03           0.                     377.293671E-03           373.798615E-03           372.090759E-03           370.910858E-03           369.896088E-03           369.004761E-03           368.140503E-03           367.305084E-03           366.506439E-03           365.744904E-03  
                   1.65515399E-03           0.                     377.332214E-03           373.787445E-03           372.043243E-03           370.837738E-03           369.803314E-03           368.895447E-03           368.018372E-03           367.172668E-03           366.366547E-03           365.598572E-03  
                   1.66788328E-03           0.                     377.370636E-03           373.776306E-03           371.99588E-03            370.764832E-03           369.710785E-03           368.786469E-03           367.896576E-03           367.04129E-03            366.227051E-03           365.452637E-03  
                   1.68054557E-03           0.                     377.408875E-03           373.765259E-03           371.948761E-03           370.692322E-03           369.618744E-03           368.67804E-03            367.77594E-03            366.910614E-03           366.088287E-03           365.307495E-03  
                   1.69310713E-03           0.                     377.446777E-03           373.754303E-03           371.901978E-03           370.620361E-03           369.527435E-03           368.570862E-03           367.656281E-03           366.780975E-03           365.950684E-03           365.163544E-03  
                   1.7055012E-03            0.                     377.484192E-03           373.743439E-03           371.855865E-03           370.549377E-03           369.437592E-03           368.465118E-03           367.538208E-03           366.653046E-03           365.81485E-03            365.021454E-03  
                   1.71762705E-03           0.                     377.520813E-03           373.73288E-03            371.81073E-03            370.480103E-03           369.349731E-03           368.361694E-03           367.422699E-03           366.527893E-03           365.682007E-03           364.882507E-03  
                   1.72935057E-03           0.                     377.556183E-03           373.722626E-03           371.767151E-03           370.413086E-03           369.264771E-03           368.261658E-03           367.311035E-03           366.406891E-03           365.553528E-03           364.748108E-03  
                   1.7413944E-03            0.                     377.592529E-03           373.712097E-03           371.722443E-03           370.344269E-03           369.17749E-03            368.158905E-03           367.196289E-03           366.282623E-03           365.42157E-03            364.610077E-03  
                   1.74999976E-03           0.                     377.6185E-03             373.70459E-03            371.69046E-03            370.295105E-03           369.115112E-03           368.08548E-03            367.114319E-03           366.193787E-03           365.327271E-03           364.511444E-03  
                   1.87112391E-03           0.                     377.983917E-03           373.598877E-03           371.240387E-03           369.602966E-03           368.237305E-03           367.052094E-03           365.960419E-03           364.943726E-03           364.000061E-03           363.123108E-03  
                   1.88493359E-03           0.                     378.025604E-03           373.586823E-03           371.189056E-03           369.524078E-03           368.137238E-03           366.934296E-03           365.828857E-03           364.801208E-03           363.848755E-03           363.025696E-03  
                   1.89869475E-03           0.                     378.067108E-03           373.574829E-03           371.137909E-03           369.445435E-03           368.037537E-03           366.816864E-03           365.697784E-03           364.659149E-03           363.759521E-03           362.928619E-03  
                   1.91239643E-03           0.                     378.108429E-03           373.562866E-03           371.087006E-03           369.367157E-03           367.938232E-03           366.699982E-03           365.56723E-03            364.579926E-03           363.670715E-03           362.83197E-03   
                   1.92600489E-03           0.                     378.149506E-03           373.550995E-03           371.036438E-03           369.289398E-03           367.8396E-03             366.583893E-03           365.499939E-03           364.501221E-03           363.582458E-03           362.735962E-03  
                   1.93947923E-03           0.                     378.190155E-03           373.539246E-03           370.986359E-03           369.212402E-03           367.741943E-03           366.530731E-03           365.43335E-03            364.423279E-03           363.495117E-03           362.64093E-03   
                   1.95274878E-03           0.                     378.230194E-03           373.527649E-03           370.937073E-03           369.136566E-03           367.705139E-03           366.478455E-03           365.367737E-03           364.346527E-03           363.409088E-03           362.547302E-03  
                   1.96570158E-03           0.                     378.269287E-03           373.516357E-03           370.888947E-03           369.11734E-03            367.669189E-03           366.427368E-03           365.30368E-03            364.271637E-03           363.325134E-03           362.455933E-03  
                   1.97818875E-03           0.                     378.306946E-03           373.505432E-03           370.890076E-03           369.098816E-03           367.634552E-03           366.378143E-03           365.241943E-03           364.199402E-03           363.244141E-03           362.367828E-03  
                   1.99096274E-03           0.                     378.34549E-03            373.531006E-03           370.891205E-03           369.079834E-03           367.599121E-03           366.327789E-03           365.178802E-03           364.125519E-03           363.161346E-03           362.27771E-03   
                   2.00000024E-03           0.                     378.376251E-03           373.549133E-03           370.892059E-03           369.066406E-03           367.574036E-03           366.292145E-03           365.134125E-03           364.073273E-03           363.102753E-03           362.213959E-03  
                   2.11377072E-03           0.                     378.763519E-03           373.776978E-03           370.902313E-03           368.897491E-03           367.258423E-03           365.843597E-03           364.571594E-03           363.415283E-03           362.365143E-03           361.411407E-03  
                   2.12848568E-03           0.                     378.813599E-03           373.806458E-03           370.903656E-03           368.875641E-03           367.21759E-03            365.785583E-03           364.49884E-03            363.3302E-03             362.269745E-03           361.308044E-03  
                   2.14312983E-03           0.                     378.863464E-03           373.835785E-03           370.904938E-03           368.853882E-03           367.176971E-03           365.727844E-03           364.426453E-03           363.245483E-03           362.175201E-03           361.2052E-03    
                   2.15768433E-03           0.                     378.912994E-03           373.864929E-03           370.90625E-03            368.832275E-03           367.136597E-03           365.670471E-03           364.354492E-03           363.161591E-03           362.081207E-03           361.102966E-03  
                   2.17212725E-03           0.                     378.962158E-03           373.89386E-03            370.907562E-03           368.810822E-03           367.096558E-03           365.613525E-03           364.283295E-03           363.078369E-03           361.987915E-03           361.001526E-03  
                   2.1864028E-03            0.                     379.010742E-03           373.922424E-03           370.908844E-03           368.789642E-03           367.056946E-03           365.557373E-03           364.212891E-03           362.996063E-03           361.895752E-03           360.901245E-03  
                   2.20043588E-03           0.                     379.058502E-03           373.950531E-03           370.910126E-03           368.768799E-03           367.018066E-03           365.502167E-03           364.143738E-03           362.915161E-03           361.805115E-03           360.802673E-03  
                   2.21410012E-03           0.                     379.105042E-03           373.977905E-03           370.911346E-03           368.748535E-03           366.980255E-03           365.448456E-03           364.076385E-03           362.836426E-03           361.716858E-03           360.706726E-03  
                   2.22723937E-03           0.                     379.14975E-03            374.004211E-03           370.912537E-03           368.729095E-03           366.943909E-03           365.396759E-03           364.011597E-03           362.760651E-03           361.632019E-03           360.61441E-03   
                   2.24062061E-03           0.                     379.195312E-03           374.030975E-03           370.913757E-03           368.709229E-03           366.90686E-03            365.344147E-03           363.945648E-03           362.683533E-03           361.545593E-03           360.520416E-03  
                   2.25000095E-03           0.                     379.227234E-03           374.049744E-03           370.914581E-03           368.695343E-03           366.880859E-03           365.307251E-03           363.899384E-03           362.629486E-03           361.485016E-03           360.454559E-03  
                   2.35746813E-03           0.                     379.592896E-03           374.264801E-03           370.924225E-03           368.536011E-03           366.583374E-03           364.884552E-03           363.369598E-03           362.01004E-03            360.790985E-03           359.699738E-03  
                   2.3729763E-03            0.                     379.64566E-03            374.295837E-03           370.925629E-03           368.513031E-03           366.540436E-03           364.823547E-03           363.293121E-03           361.920624E-03           360.690826E-03           359.634399E-03  
                   2.38839173E-03           0.                     379.69812E-03            374.326691E-03           370.927032E-03           368.490204E-03           366.497772E-03           364.762939E-03           363.217102E-03           361.831787E-03           360.636932E-03           359.569458E-03  
                   2.40369511E-03           0.                     379.750214E-03           374.3573E-03             370.928406E-03           368.467468E-03           366.455414E-03           364.702728E-03           363.141693E-03           361.790192E-03           360.583405E-03           359.504974E-03  
                   2.41886091E-03           0.                     379.801819E-03           374.387665E-03           370.929779E-03           368.445007E-03           366.413422E-03           364.643097E-03           363.113068E-03           361.748962E-03           360.530365E-03           359.441071E-03  
                   2.43382907E-03           0.                     379.852753E-03           374.417603E-03           370.931122E-03           368.422821E-03           366.371979E-03           364.627869E-03           363.084808E-03           361.708252E-03           360.478058E-03           359.378021E-03  
                   2.44851398E-03           0.                     379.90271E-03            374.446991E-03           370.932434E-03           368.401062E-03           366.370178E-03           364.612915E-03           363.057098E-03           361.668335E-03           360.426666E-03           359.316132E-03  
                   2.46278191E-03           0.                     379.951263E-03           374.475525E-03           370.933716E-03           368.412659E-03           366.368408E-03           364.598389E-03           363.030151E-03           361.629547E-03           360.37677E-03            359.256042E-03  
                   2.47647238E-03           0.                     379.997864E-03           374.50293E-03            370.959778E-03           368.423859E-03           366.366699E-03           364.584473E-03           363.004364E-03           361.592316E-03           360.328918E-03           359.198364E-03  
                   2.49035287E-03           0.                     380.045074E-03           374.542358E-03           370.986267E-03           368.435181E-03           366.365021E-03           364.570312E-03           362.978149E-03           361.554596E-03           360.280365E-03           359.139893E-03  
                   2.50000143E-03           0.                     380.062286E-03           374.569763E-03           371.004639E-03           368.443054E-03           366.363831E-03           364.560516E-03           362.959961E-03           361.528381E-03           360.246643E-03           359.099243E-03  
                   2.60201478E-03           0.                     380.24408E-03            374.859558E-03           371.199066E-03           368.526245E-03           366.351257E-03           364.456696E-03           362.767426E-03           361.251038E-03           359.889893E-03           358.669464E-03  
                   2.61822343E-03           0.                     380.272949E-03           374.905609E-03           371.22995E-03            368.53949E-03            366.349243E-03           364.440216E-03           362.736847E-03           361.20697E-03            359.833221E-03           358.601379E-03  
                   2.63432407E-03           0.                     380.301666E-03           374.951355E-03           371.260651E-03           368.552582E-03           366.34726E-03            364.423798E-03           362.706451E-03           361.163208E-03           359.777069E-03           358.533783E-03  
                   2.65029073E-03           0.                     380.330109E-03           374.996735E-03           371.291077E-03           368.565613E-03           366.345276E-03           364.407532E-03           362.676331E-03           361.119904E-03           359.721375E-03           358.466675E-03  
                   2.66608596E-03           0.                     380.358246E-03           375.041565E-03           371.321167E-03           368.578491E-03           366.343323E-03           364.391479E-03           362.646576E-03           361.077057E-03           359.66626E-03            358.40033E-03   
                   2.68165779E-03           0.                     380.386017E-03           375.085815E-03           371.350861E-03           368.591217E-03           366.3414E-03             364.375641E-03           362.617249E-03           361.034851E-03           359.611969E-03           358.334961E-03  
                   2.69690895E-03           0.                     380.413208E-03           375.12915E-03            371.379913E-03           368.603638E-03           366.339539E-03           364.360168E-03           362.588531E-03           360.993469E-03           359.558746E-03           358.270874E-03  
                   2.71169853E-03           0.                     380.439545E-03           375.171143E-03           371.408112E-03           368.615692E-03           366.337677E-03           364.345123E-03           362.560699E-03           360.953369E-03           359.507172E-03           358.208771E-03  
                   2.72584701E-03           0.                     380.464752E-03           375.211365E-03           371.435059E-03           368.627228E-03           366.335968E-03           364.33078E-03            362.534058E-03           360.915009E-03           359.457825E-03           358.149353E-03  
                   2.74014473E-03           0.                     380.490234E-03           375.251953E-03           371.46228E-03            368.638885E-03           366.334167E-03           364.316223E-03           362.507111E-03           360.876221E-03           359.407959E-03           358.089294E-03  
                   2.75000191E-03           0.                     380.507782E-03           375.279938E-03           371.481018E-03           368.646881E-03           366.332947E-03           364.306213E-03           362.488525E-03           360.849487E-03           359.373566E-03           358.047913E-03  
                   2.84729528E-03           0.                     380.681183E-03           375.556213E-03           371.666321E-03           368.726166E-03           366.320923E-03           364.207367E-03           362.305328E-03           360.585632E-03           359.03421E-03            357.639252E-03  
                   2.86412978E-03           0.                     380.711182E-03           375.603973E-03           371.698364E-03           368.739899E-03           366.318848E-03           364.190247E-03           362.27359E-03            360.539978E-03           358.975494E-03           357.6026E-03    
                   2.88083768E-03           0.                     380.740967E-03           375.651428E-03           371.730194E-03           368.753479E-03           366.316772E-03           364.173279E-03           362.242157E-03           360.494659E-03           358.949982E-03           357.566193E-03  
                   2.8973856E-03            0.                     380.770447E-03           375.698425E-03           371.761719E-03           368.766998E-03           366.314728E-03           364.156494E-03           362.210999E-03           360.480133E-03           358.924744E-03           357.530182E-03  
                   2.91373944E-03           0.                     380.799591E-03           375.744843E-03           371.792847E-03           368.780304E-03           366.312714E-03           364.139862E-03           362.206909E-03           360.46579E-03            358.899811E-03           357.494537E-03  
                   2.9298327E-03            0.                     380.828247E-03           375.790527E-03           371.823486E-03           368.793427E-03           366.31073E-03            364.145538E-03           362.202881E-03           360.45166E-03            358.875244E-03           357.459473E-03  
                   2.94557214E-03           0.                     380.856293E-03           375.835236E-03           371.853485E-03           368.806244E-03           366.326202E-03           364.151154E-03           362.198914E-03           360.437836E-03           358.851227E-03           357.425201E-03  
                   2.96080112E-03           0.                     380.883453E-03           375.878448E-03           371.882477E-03           368.832428E-03           366.341217E-03           364.156555E-03           362.195129E-03           360.424469E-03           358.827972E-03           357.392029E-03  
                   2.97534466E-03           0.                     380.909363E-03           375.919769E-03           371.91925E-03            368.857452E-03           366.355499E-03           364.161713E-03           362.191498E-03           360.411713E-03           358.805786E-03           357.360382E-03  
                   2.9899888E-03            0.                     380.935455E-03           375.960999E-03           371.956299E-03           368.88266E-03            366.369934E-03           364.166901E-03           362.187836E-03           360.398834E-03           358.783417E-03           357.328461E-03  
                   3.00000238E-03           0.                     380.941071E-03           375.989197E-03           371.981598E-03           368.899872E-03           366.379791E-03           364.170441E-03           362.185333E-03           360.390045E-03           358.768127E-03           357.306702E-03  
                   3.09320164E-03           0.                     380.993378E-03           376.25174E-03            372.217255E-03           369.060181E-03           366.471527E-03           364.203461E-03           362.161987E-03           360.308197E-03           358.625916E-03           357.103699E-03  
                   3.1105988E-03            0.                     381.003113E-03           376.30072E-03            372.261261E-03           369.090118E-03           366.488678E-03           364.209625E-03           362.157654E-03           360.292938E-03           358.599365E-03           357.065918E-03  
                   3.12783933E-03           0.                     381.012756E-03           376.349304E-03           372.304871E-03           369.119751E-03           366.505615E-03           364.215729E-03           362.15332E-03            360.277802E-03           358.57312E-03            357.028442E-03  
                   3.14490509E-03           0.                     381.022369E-03           376.397369E-03           372.348022E-03           369.149109E-03           366.52243E-03            364.221771E-03           362.149048E-03           360.262848E-03           358.547119E-03           356.991394E-03  
                   3.16174316E-03           0.                     381.031799E-03           376.444794E-03           372.390594E-03           369.178101E-03           366.539001E-03           364.227753E-03           362.144867E-03           360.248077E-03           358.521454E-03           356.954773E-03  
                   3.17829847E-03           0.                     381.041077E-03           376.491425E-03           372.432465E-03           369.206543E-03           366.555298E-03           364.233612E-03           362.140717E-03           360.233582E-03           358.496246E-03           356.918823E-03  
                   3.19445515E-03           0.                     381.05014E-03            376.536926E-03           372.473328E-03           369.234344E-03           366.571198E-03           364.239349E-03           362.136658E-03           360.219421E-03           358.471619E-03           356.883698E-03  
                   3.21006393E-03           0.                     381.058899E-03           376.580902E-03           372.512787E-03           369.261169E-03           366.586548E-03           364.244843E-03           362.132782E-03           360.20575E-03            358.447876E-03           356.849792E-03  
                   3.22493911E-03           0.                     381.067261E-03           376.622803E-03           372.550354E-03           369.286743E-03           366.601166E-03           364.250122E-03           362.129059E-03           360.192719E-03           358.425201E-03           356.817474E-03  
