
                     X                  AVERAGE_UVARM1           AVERAGE_UVARM2           AVERAGE_UVARM3           AVERAGE_UVARM4           AVERAGE_UVARM5           AVERAGE_UVARM6           AVERAGE_UVARM7           AVERAGE_UVARM8           AVERAGE_UVARM9          AVERAGE_UVARM10          AVERAGE_UVARM11          AVERAGE_UVARM12          AVERAGE_UVARM13          AVERAGE_UVARM14          AVERAGE_UVARM15    

                   7.19999981E+03           0.                       0.                       0.                       0.                       0.                       0.                      10.3157949                8.72426701               1.59152806               1.31603432               1.11299539             203.038666E-03            10.0000038E+09          924.220581E-03           176.719238E-03  
                   7.20514011E+03           0.                       6.16041994E+06          12.8748131E+06           14.4166965E+06          478.486298E-03           471.177399E-03            10.3158054                8.7242775                1.59152913               1.31603563               1.11299634             203.038849E-03            10.0000038E+09          924.220642E-03           176.719223E-03  
                   7.21027994E+03           0.                      12.3203506E+06           25.7495937E+06           28.8330612E+06          478.467743E-03           471.253815E-03            10.3158159                8.72428703               1.59153068               1.31603694               1.11299789             203.039093E-03            10.0000038E+09          924.220764E-03           176.719162E-03  
                   7.21541977E+03           0.                      18.4797878E+06           38.6243362E+06           43.2490997E+06          478.449097E-03           471.330231E-03            10.3158264                8.72429657               1.59153247               1.31603825               1.11299884             203.039322E-03            10.0000038E+09          924.220764E-03           176.719055E-03  
                   7.22056007E+03           0.                      24.6387234E+06           51.4990501E+06           57.664814E+06           478.430603E-03           471.406586E-03            10.3158407                8.7243042                1.59153414               1.31603992               1.11300004             203.039505E-03            10.0000038E+09          924.220825E-03           176.718994E-03  
                   7.22570038E+03           0.                      30.7971611E+06           64.3737259E+06           72.0801849E+06          478.412048E-03           471.48288E-03             10.3158512                8.72431564               1.59153581               1.31604123               1.11300135             203.039612E-03            10.0000038E+09          924.220825E-03           176.718979E-03  
                   7.23083973E+03           0.                      36.9551125E+06           77.2483749E+06           86.4952469E+06          478.393524E-03           471.559235E-03            10.3158579                8.72432327               1.59153676               1.31604218               1.11300242             203.039856E-03            10.0000038E+09          924.220825E-03           176.718964E-03  
                   7.23598003E+03           0.                      43.1125908E+06           90.1229706E+06          100.909958E+06           478.374969E-03           471.635529E-03            10.3158712                8.72433281               1.59153831               1.31604385               1.11300373             203.040054E-03            10.0000038E+09          924.220825E-03           176.718903E-03  
                   7.24112034E+03           0.                      49.269516E+06           102.99752E+06            115.324364E+06           478.356445E-03           471.711761E-03            10.3158817                8.72434235               1.59153998               1.31604517               1.11300457             203.040268E-03            10.0000038E+09          924.220886E-03           176.718796E-03  
