
                     X                  AVERAGE_UVARM1           AVERAGE_UVARM2           AVERAGE_UVARM3           AVERAGE_UVARM4           AVERAGE_UVARM5           AVERAGE_UVARM6           AVERAGE_UVARM7           AVERAGE_UVARM8           AVERAGE_UVARM9          AVERAGE_UVARM10          AVERAGE_UVARM11          AVERAGE_UVARM12          AVERAGE_UVARM13          AVERAGE_UVARM14          AVERAGE_UVARM15    

                   7.19999981E+03           0.                       0.                       0.                       0.                       0.                       0.                      10.3162546                8.72466278               1.59159327               1.31609285               1.11304581             203.047073E-03            10.0000038E+09          924.223633E-03           176.716965E-03  
                   7.20716E+03              0.                      17.369627E+06            46.3030853E+06           48.236763E+06           376.405945E-03           982.359314E-03            10.3162632                8.72467041               1.59159434               1.31609392               1.11304677             203.047211E-03            10.0000038E+09          924.223633E-03           176.716904E-03  
                   7.21431971E+03           0.                      34.7338905E+06           92.5962448E+06           96.4615555E+06          376.38736E-03            982.39209E-03             10.3170357                8.72533226               1.59170437               1.31619239               1.11313128             203.061279E-03            10.0000038E+09          924.228821E-03           176.713058E-03  
                   7.22147989E+03           0.                      52.0927887E+06          138.879486E+06           144.674377E+06           376.368835E-03           982.424988E-03            10.3183985                8.72650242               1.5918988                1.31636643               1.11328065             203.086044E-03            10.0000038E+09          924.238159E-03           176.706268E-03  
                   7.22864008E+03           0.                      69.4463425E+06          185.152832E+06           192.875259E+06           376.350311E-03           982.457642E-03            10.3202276                8.72807121               1.59215951               1.31659973               1.11348057             203.119278E-03            10.0000038E+09          924.250488E-03           176.697144E-03  
                   7.23579979E+03           0.                      86.7945557E+06          231.416245E+06           241.064209E+06           376.331757E-03           982.490295E-03            10.3224258                8.72995472               1.59247231               1.31688023               1.11372101             203.159241E-03            10.0000038E+09          924.265564E-03           176.686203E-03  
                   7.24295998E+03           0.                     104.137451E+06           277.669769E+06           289.24118E+06            376.313263E-03           982.523193E-03            10.3249226                8.73209572               1.59282804               1.31719863               1.11399412             203.20462E-03             10.0000038E+09          924.282288E-03           176.673767E-03  
                   7.25012016E+03           0.                     121.47496E+06            323.913391E+06           337.406372E+06           376.2948E-03             982.555847E-03            10.3276634                8.73444557               1.59321856               1.31754804               1.11429393             203.254395E-03            10.0000038E+09          924.300842E-03           176.660172E-03  
                   7.25727987E+03           0.                     138.807144E+06           370.147125E+06           385.559509E+06           376.276276E-03           982.588623E-03            10.3306046                8.73696804               1.5936377                1.31792343               1.11461556             203.307892E-03            10.0000038E+09          924.32074E-03            176.645538E-03  
                   7.26444006E+03           0.                     156.134033E+06           416.371033E+06           433.700745E+06           376.257782E-03           982.621216E-03            10.3337145                8.73963451               1.59408057               1.31832004               1.11495578             203.364395E-03            10.0000038E+09          924.341675E-03           176.630142E-03  
                   7.27160025E+03           0.                     173.455582E+06           462.585022E+06           481.8302E+06             376.239349E-03           982.653748E-03            10.3369665                8.74242306               1.59454405               1.318735                 1.11531174             203.423508E-03            10.0000038E+09          924.36377E-03            176.614029E-03  
                   7.27875996E+03           0.                     190.77179E+06            508.789185E+06           529.947632E+06           376.220917E-03           982.686279E-03            10.3403397                8.74531651               1.5950247                1.31916547               1.11568069             203.484818E-03            10.0000038E+09          924.386414E-03           176.597321E-03  
                   7.28592014E+03           0.                     208.082718E+06           554.983459E+06           578.053284E+06           376.202484E-03           982.718811E-03            10.3438177                8.74829865               1.59552026               1.31960917               1.11606109             203.54805E-03             10.0000038E+09          924.40979E-03            176.580124E-03  
                   7.29307985E+03           0.                     225.388367E+06           601.167847E+06           626.146973E+06           376.184113E-03           982.751282E-03            10.3473864                8.75135803               1.59602845               1.32006431               1.11645138             203.6129E-03              10.0000038E+09          924.433716E-03           176.562546E-03  
                   7.30024004E+03           0.                     242.68869E+06            647.342529E+06           674.229004E+06           376.16568E-03            982.783936E-03            10.3510332                8.75448608               1.5965482                1.32052946               1.1168505              203.679184E-03            10.0000038E+09          924.458252E-03           176.54454E-03   
                   7.30739975E+03           0.                     259.983734E+06           693.507263E+06           722.299133E+06           376.147369E-03           982.816223E-03            10.3547468                8.75767231               1.59707749               1.32100356               1.117257               203.746735E-03            10.0000038E+09          924.483154E-03           176.52623E-03   
                   7.31455994E+03           0.                     277.273499E+06           739.662109E+06           770.357361E+06           376.128998E-03           982.848633E-03            10.3585262                8.7609129                1.5976156                1.3214854                1.1176703              203.815399E-03            10.0000038E+09          924.508362E-03           176.50766E-03   
                   7.32172012E+03           0.                     294.557831E+06           785.80719E+06            818.403809E+06           376.110626E-03           982.88092E-03             10.3623571                8.76419735               1.59816158               1.3219744                1.11808944             203.885056E-03            10.0000038E+09          924.533997E-03           176.488846E-03  
                   7.32887983E+03          32.1824684E-06          312.265656E+06           828.492371E+06           864.571838E+06           377.870178E-03           985.08374E-03             10.3663778                8.76752472               1.59885585               1.32248747               1.11851382             203.97348E-03            653.649414E+09           924.56073E-03            176.469177E-03  
                   7.33604002E+03         168.972366E-06           328.465912E+06           858.768005E+06           900.971069E+06           382.588318E-03           993.149902E-03            10.3711824                8.77113152               1.60005355               1.32310009               1.11897409             204.126328E-03             3.38944697E+12         924.592834E-03           176.445587E-03  
                   7.34320021E+03         413.154877E-06           341.666046E+06           873.496948E+06           923.958008E+06           391.149567E-03           980.276855E-03            10.3774662                8.77559853               1.60186851               1.32390189               1.11954391             204.357895E-03             8.27309704E+12         924.634766E-03           176.41481E-03   
                   7.35035992E+03         744.286682E-06           350.633423E+06           876.557678E+06           934.815125E+06           400.014648E-03           952.464355E-03            10.3850346                8.78083897               1.60419714               1.32486761               1.12021244             204.654999E-03            14.8957348E+12          924.684998E-03           176.377838E-03  
                   7.3575201E+03            1.10070443E-03         359.042755E+06           879.852051E+06           945.179016E+06           408.074921E-03           927.64624E-03             10.3934813                8.78673553               1.60674846               1.32594526               1.12096465             204.980453E-03            22.0240898E+12          924.741272E-03           176.336655E-03  
                   7.36468029E+03           1.48766136E-03         366.634918E+06           883.42865E+06            954.850647E+06           415.017334E-03           905.278076E-03            10.4024353                8.79294682               1.60948908               1.32708716               1.12175727             205.330063E-03            29.7632275E+12          924.800293E-03           176.293106E-03  
                   7.37184E+03              1.90862453E-03         373.282471E+06           887.319702E+06           963.792725E+06           420.689453E-03           887.770264E-03            10.411128                 8.79880714               1.61232305               1.32819653               1.12250471             205.691574E-03            38.1824951E+12          924.857849E-03           176.250916E-03  
                   7.37900019E+03           2.35519481E-03         378.816162E+06           891.447205E+06           971.830017E+06           424.949493E-03           875.263245E-03            10.4182205                8.80319691               1.61502647               1.32910132               1.12306476             206.036499E-03            47.1138992E+12          924.904663E-03           176.216537E-03  
                   7.38616037E+03           2.82951999E-03         383.503754E+06           895.831238E+06           979.23877E+06            428.1026E-03             866.173157E-03            10.4240131                8.80636406               1.61765003               1.32983983               1.12346876             206.371216E-03            56.6004028E+12          924.942932E-03           176.188492E-03  
                   7.39331961E+03           3.33627915E-03         386.878723E+06           900.515259E+06           985.650574E+06           429.624329E-03           862.785339E-03            10.4290314                8.80874729               1.6202867                1.33048046               1.12377274             206.70755E-03             66.7355881E+12          924.975891E-03           176.164185E-03  
                   7.40047979E+03           3.87495065E-03         389.257263E+06           905.494202E+06           991.361511E+06           429.889099E-03           863.832458E-03            10.4339666                8.81093407               1.62303281               1.33110988               1.12405205             207.057922E-03            77.5090103E+12          925.008606E-03           176.140289E-03  
                   7.40763998E+03           4.4418726E-03          390.852814E+06           910.734253E+06           996.536255E+06           429.168091E-03           868.172424E-03            10.4386663                8.81281662               1.62585306               1.33170986               1.12429202             207.417709E-03            88.8474579E+12          925.039612E-03           176.117523E-03  
                   7.41479969E+03           5.04467058E-03         391.544983E+06           916.305786E+06             1.00111496E+09         427.314331E-03           876.707275E-03            10.4430504                8.81428719               1.62876415               1.33226883               1.12447965             207.789078E-03           100.903404E+12           925.068237E-03           176.096283E-03  
                   7.42195988E+03           5.68408203E-03         391.578064E+06           922.215698E+06             1.00530171E+09         424.612274E-03           887.932373E-03            10.4471664                8.81539249               1.63177562               1.33279395               1.12462056             208.173309E-03           113.691643E+12           925.095581E-03           176.076324E-03  
                   7.42912006E+03           6.36193514E-03         391.02533E+06            928.481201E+06             1.00916469E+09         421.15213E-03            901.693909E-03            10.4510632                8.81616306               1.63490176               1.33329105               1.12471902             208.572067E-03           127.248711E+12           925.121338E-03           176.057434E-03  
                   7.43627977E+03           7.08299923E-03         390.065094E+06           935.145874E+06             1.01288319E+09         417.124268E-03           917.215393E-03            10.454771                 8.81660938               1.63816404               1.33376408               1.12477577             208.98822E-03            141.669968E+12           925.145813E-03           176.039459E-03  
                   7.44343996E+03           7.84833622E-03         388.821136E+06           942.106506E+06             1.01648676E+09         412.722076E-03           933.53241E-03             10.4583721                8.8167944                1.6415782                1.33422339               1.12479961             209.423874E-03           156.9767E+12             925.169617E-03           176.021912E-03  
                   7.45060015E+03           8.66516876E-03         387.51062E+06            949.205811E+06             1.0200671E+09          408.25415E-03            949.14032E-03             10.4619637                8.81677818               1.64518583               1.33468139               1.12479734             209.884064E-03           173.313354E+12           925.19342E-03            176.004486E-03  
                   7.45775986E+03           9.54078674E-03         386.435425E+06           956.21405E+06              1.02376544E+09         404.137054E-03           962.0495E-03              10.465642                 8.81661415               1.64902782               1.3351506                1.12477648             210.374191E-03           190.825745E+12           925.217896E-03           175.986572E-03  
                   7.46492004E+03          10.4904032E-03          386.019775E+06           962.255127E+06             1.02742815E+09         401.165009E-03           970.388672E-03            10.4695816                8.81639481               1.65318727               1.33565354               1.12474847             210.904816E-03           209.818069E+12           925.243774E-03           175.967377E-03  
                   7.47208023E+03          11.5121641E-03          386.382599E+06           967.493774E+06             1.03130174E+09         399.367828E-03           973.702209E-03            10.4739752                8.81629467               1.6576854                1.33621454               1.12473583             211.478683E-03           230.253265E+12           925.272827E-03           175.94606E-03   
                   7.47924042E+03          12.6103497E-03          388.249695E+06           973.048584E+06             1.03687239E+09         399.007538E-03           974.229431E-03            10.4790058                8.8164444                1.66256428               1.33685577               1.12475491             212.101151E-03           252.216965E+12           925.306152E-03           175.921692E-03  
                   7.48640013E+03          13.807869E-03           391.341187E+06           979.105957E+06             1.0439887E+09          399.696991E-03           972.561829E-03            10.48487                  8.81693172               1.66794002               1.33760405               1.12481701             212.786957E-03           276.167297E+12           925.344727E-03           175.893311E-03  
                   7.49355984E+03          15.1338787E-03          395.056763E+06           985.81311E+06              1.05215037E+09         400.747223E-03           968.85376E-03             10.4916515                8.81771755               1.67393601               1.33846915               1.12491727             213.551865E-03           302.687561E+12           925.389282E-03           175.860596E-03  
                   7.50072002E+03          16.6440659E-03          399.265717E+06           993.451965E+06             1.06141734E+09         401.903778E-03           964.019287E-03            10.4993496                8.81858921               1.68076193               1.33945131               1.12502849             214.422653E-03           332.891327E+12           925.439758E-03           175.823486E-03  
                   7.50787973E+03          18.4235573E-03          403.998718E+06             1.00245309E+09           1.07210886E+09         403.017548E-03           958.863464E-03            10.5081196                8.81936169               1.68876207               1.34057021               1.12512708             215.443222E-03           368.48114E+12            925.497437E-03           175.781189E-03  
                   7.51503992E+03          20.6618652E-03          409.549744E+06             1.01159179E+09           1.08370268E+09         404.859833E-03           953.281494E-03            10.5185137                8.81978416               1.69872963               1.34189582               1.12518108             216.714905E-03           413.247375E+12           925.565552E-03           175.731186E-03  
                   7.52220011E+03          23.8850555E-03          415.532043E+06             1.01955914E+09           1.09491992E+09         407.563019E-03           945.531799E-03            10.532239                 8.81933975               1.71289897               1.343647                 1.12512434             218.522583E-03           477.711182E+12           925.655396E-03           175.665161E-03  
                   7.52935982E+03          31.3952522E-03          424.587067E+06             1.03560281E+09           1.11459076E+09         409.991516E-03           938.454163E-03            10.5588379                8.81375217               1.7450881                1.34704053               1.12441134             222.629089E-03           627.915039E+12           925.829773E-03           175.537094E-03  
                   7.53652E+03             40.7334671E-03          428.162842E+06             1.0465219E+09            1.12549007E+09         409.13028E-03            942.265442E-03            10.5923452                8.80721283               1.78513432               1.3513149                1.123577               227.737961E-03           814.679321E+12           926.047913E-03           175.376862E-03  
                   7.54368019E+03          50.9143181E-03          428.281433E+06             1.05400372E+09           1.13068652E+09         406.338226E-03           950.726379E-03            10.6290369                8.80027199               1.8287667                1.35599637               1.12269187             233.304291E-03             1.01829648E+15         926.285278E-03           175.202545E-03  
                   7.5508399E+03           61.7222099E-03          427.829803E+06             1.05956972E+09           1.13400853E+09         403.777374E-03           957.494751E-03            10.6675739                8.7926178                1.87495732               1.36091232               1.12171519             239.197067E-03             1.23445404E+15         926.532959E-03           175.020737E-03  
                   7.55800009E+03          73.1001053E-03          427.271149E+06             1.06415546E+09           1.1365515E+09          401.512329E-03           962.939148E-03            10.7079649                8.78448105               1.9234854                1.36606503               1.12067723             245.388016E-03             1.46201193E+15         926.79071E-03            174.83165E-03   
                   7.56516027E+03          85.0770798E-03          426.582092E+06             1.06824934E+09           1.13862848E+09         399.328705E-03           967.993042E-03            10.7504473                8.77596569               1.97448456               1.37148523               1.11959064             251.894241E-03             1.7015518E+15          927.059387E-03           174.634293E-03  
                   7.57231998E+03          97.7003403E-03          426.033325E+06             1.07208109E+09           1.14065957E+09         397.389465E-03           971.794189E-03            10.7953777                8.76720142               2.02817702               1.37721694               1.11847281             258.744049E-03             1.95401669E+15         927.341614E-03           174.427277E-03  
                   7.57948017E+03         111.116188E-03           426.109161E+06             1.07570517E+09           1.14316416E+09         396.121063E-03           973.581543E-03            10.8434181                8.75822067               2.08519888               1.3833456                1.11732697             266.018555E-03             2.22233367E+15         927.640503E-03           174.207901E-03  
