
                     X                  AVERAGE_UVARM1           AVERAGE_UVARM2           AVERAGE_UVARM3           AVERAGE_UVARM4           AVERAGE_UVARM5           AVERAGE_UVARM6           AVERAGE_UVARM7           AVERAGE_UVARM8           AVERAGE_UVARM9          AVERAGE_UVARM10          AVERAGE_UVARM11          AVERAGE_UVARM12          AVERAGE_UVARM13          AVERAGE_UVARM14          AVERAGE_UVARM15    

                   7.19999981E+03           0.                       0.                       0.                       0.                       0.                       0.                      10.3156862                8.72417259               1.59151244               1.31602049               1.1129837              203.036697E-03            10.0000048E+09          924.219543E-03           176.719818E-03  
                   7.20884991E+03           0.                      28.156702E+06            84.8422318E+06           84.6839371E+06          331.144562E-03           938.466736E-03            10.3157101                8.72419357               1.5915159                1.31602359               1.11298645             203.03714E-03             10.0000048E+09          924.219727E-03           176.719727E-03  
                   7.2177E+03               0.                      56.4661598E+06          169.977493E+06           169.717453E+06           331.479736E-03           939.155762E-03            10.316968                 8.72527695               1.59169531               1.31618428               1.11312425             203.059998E-03            10.0000048E+09          924.228638E-03           176.71344E-03   
                   7.22654963E+03           0.                      84.9279404E+06          255.405991E+06           255.100204E+06           331.811798E-03           939.837219E-03            10.31919                  8.72717762               1.59201133               1.31646752               1.11336708             203.100357E-03            10.0000048E+09          924.243652E-03           176.702347E-03  
                   7.23539972E+03           0.                     112.960747E+06           339.000305E+06           338.829559E+06           332.520935E-03           939.891907E-03            10.3221693                8.72973061               1.59243536               1.31684697               1.1136924              203.154419E-03            10.0000048E+09          924.263428E-03           176.687531E-03  
                   7.24424982E+03           0.                     136.997604E+06           409.596252E+06           409.883118E+06           333.808746E-03           937.185425E-03            10.3258057                8.73285294               1.59295404               1.31731153               1.11409092             203.220657E-03            10.0000048E+09          924.287964E-03           176.669388E-03  
                   7.25309992E+03           0.                     155.120346E+06           463.700043E+06           464.020752E+06           333.93042E-03            933.20105E-03             10.3302059                8.73662281               1.59358108               1.31787241               1.11457205             203.300568E-03            10.0000048E+09          924.317749E-03           176.647537E-03  
                   7.26195002E+03           0.                     168.142136E+06           504.927185E+06           504.481537E+06           332.464447E-03           930.137756E-03            10.3351049                8.74082565               1.59427905               1.31849766               1.11510777             203.389587E-03            10.0000048E+09          924.351196E-03           176.62326E-03   
                   7.27079964E+03           0.                     177.194183E+06           537.501709E+06           535.2229E+06             329.234589E-03           929.017883E-03            10.3400707                8.74508286               1.59498644               1.31913114               1.11565137             203.479919E-03            10.0000048E+09          924.384705E-03           176.598572E-03  
                   7.27964973E+03           0.                     184.060928E+06           564.546448E+06           560.103821E+06           325.709381E-03           928.1203E-03              10.3446684                8.74902534               1.59564102               1.31971741               1.11615407             203.563431E-03            10.0000048E+09          924.415527E-03           176.575775E-03  
                   7.28849983E+03           0.                     189.772736E+06           587.820129E+06           581.305481E+06           322.57309E-03            925.885803E-03            10.3484898                8.75230408               1.59618616               1.32020533               1.11657262             203.63295E-03             10.0000048E+09          924.441223E-03           176.55687E-03   
                   7.29734993E+03           0.                     195.663849E+06           611.39209E+06            602.867493E+06           319.79245E-03            922.103088E-03            10.3505583                8.75407982               1.59648085               1.32046914               1.116799               203.670547E-03            10.0000048E+09          924.455383E-03           176.546616E-03  
                   7.30620003E+03           0.                     211.767654E+06           653.664795E+06           647.025208E+06           324.017242E-03           916.880981E-03            10.3504057                8.7539463                1.59645891               1.32044947               1.11678219             203.667694E-03            10.0000048E+09          924.454224E-03           176.547516E-03  
                   7.31504965E+03           0.                     238.081375E+06           720.179688E+06           717.189514E+06           331.389435E-03           889.362244E-03            10.3502102                8.75378036               1.59643126               1.32042491               1.11676085             203.664215E-03            10.0000048E+09          924.452454E-03           176.548721E-03  
                   7.32389975E+03         196.672318E-06           278.465271E+06           802.853027E+06           812.093445E+06           346.56427E-03            872.061157E-03            10.3577747                8.75952148               1.5982511                1.32138968               1.11749327             203.896439E-03             3.9434464E+12          924.502625E-03           176.511856E-03  
                   7.33274984E+03         946.599487E-06           332.013E+06              871.529175E+06           911.378418E+06           380.498505E-03           894.515381E-03            10.3895788                8.78395176               1.60562885               1.32544732               1.12060964             204.837601E-03            18.941988E+12           924.714539E-03           176.356247E-03  
                   7.34159994E+03           2.381284E-03           382.395203E+06           891.688171E+06           975.007507E+06           428.446503E-03           863.395874E-03            10.4477787                8.82837105               1.61940789               1.33287215               1.12627661             206.595474E-03            47.6356773E+12          925.097839E-03           176.0746E-03    
                   7.35045004E+03           4.20801544E-03         422.071136E+06           908.572815E+06             1.0248009E+09          464.136688E-03           830.788879E-03            10.5224667                8.88535118               1.63711441               1.34240043               1.13354599             208.854416E-03            84.1703262E+12          925.582336E-03           175.718781E-03  
                   7.35929966E+03           6.23848486E-03         452.155579E+06           927.080444E+06             1.06563163E+09         487.327087E-03           802.980286E-03            10.6018238                8.94545937               1.65636683               1.35252464               1.14121413             211.31044E-03            124.779709E+12           926.089417E-03           175.346649E-03  
                   7.36814976E+03           8.44117641E-03         476.856293E+06           944.910461E+06             1.10062015E+09         504.339111E-03           770.08783E-03             10.6814327                9.00501537               1.67641687               1.36268067               1.14881206             213.868301E-03           168.833557E+12           926.592285E-03           174.977631E-03  
                   7.37699986E+03          10.795414E-03           496.812866E+06           960.675415E+06             1.12976599E+09         516.936279E-03           740.112915E-03            10.7586613                9.06185341               1.69680822               1.3725332                1.15606332             216.469788E-03           215.918259E+12           927.075562E-03           174.623062E-03  
                   7.38584995E+03          13.3618698E-03          514.650818E+06           975.639587E+06             1.15634656E+09         527.384949E-03           715.17395E-03             10.8313169                9.11386204               1.71745563               1.38180208               1.16269827             219.103836E-03           267.247375E+12           927.526001E-03           174.292435E-03  
                   7.39470005E+03          16.075592E-03           529.535217E+06           989.695923E+06             1.17949927E+09         535.004211E-03           694.867859E-03            10.9014149                9.16301823               1.73839784               1.39074457               1.16896915             221.775513E-03           321.521912E+12           927.956726E-03           173.976364E-03  
                   7.40354967E+03          19.0437508E-03          541.544922E+06             1.00146019E+09           1.19806468E+09         540.745911E-03           673.938843E-03            10.9692602                9.20916176               1.76009977               1.39940012               1.17485595             224.544144E-03           380.88504E+12            928.369995E-03           173.673279E-03  




