
                     X                  AVERAGE_UVARM1           AVERAGE_UVARM2           AVERAGE_UVARM3           AVERAGE_UVARM4           AVERAGE_UVARM5           AVERAGE_UVARM6           AVERAGE_UVARM7           AVERAGE_UVARM8           AVERAGE_UVARM9          AVERAGE_UVARM10          AVERAGE_UVARM11          AVERAGE_UVARM12          AVERAGE_UVARM13          AVERAGE_UVARM14          AVERAGE_UVARM15    

                   7.19999981E+03           0.                       0.                       0.                       0.                       0.                       0.                      10.3157949                8.72426701               1.59152806               1.31603432               1.11299539             203.038666E-03            10.0000038E+09          924.220581E-03           176.719238E-03  
                   7.20800018E+03           0.                       9.43718243E+06          25.7954273E+06           26.6059055E+06          365.847046E-03           890.559753E-03            10.3158112                8.72428226               1.59153032               1.31603622               1.11299729             203.039032E-03            10.0000038E+09          924.220642E-03           176.719208E-03  
                   7.21600008E+03           0.                      18.8737507E+06           51.5905876E+06           53.2110519E+06          365.837006E-03           890.594116E-03            10.3158264                8.72429752               1.59153247               1.31603825               1.1129992              203.039322E-03            10.0000038E+09          924.220764E-03           176.719055E-03  
                   7.22399998E+03           0.                      28.3096981E+06           77.3854752E+06           79.8154373E+06          365.827026E-03           890.628479E-03            10.3158426                8.72431183               1.59153473               1.31604028               1.11300075             203.039566E-03            10.0000038E+09          924.220825E-03           176.718979E-03  
                   7.23199987E+03           0.                      37.7450333E+06          103.180092E+06           106.41909E+06            365.816986E-03           890.66272E-03             10.3158617                8.72432518               1.59153759               1.31604266               1.11300254             203.039856E-03            10.0000038E+09          924.220825E-03           176.718964E-03  
                   7.23999977E+03           0.                      47.1797752E+06          128.974472E+06           133.021973E+06           365.807037E-03           890.697021E-03            10.315877                 8.72433853               1.59153962               1.31604457               1.11300433             203.040222E-03            10.0000038E+09          924.220886E-03           176.718811E-03  
                   7.24800014E+03           0.                      56.613884E+06           154.768585E+06           159.624115E+06           365.796997E-03           890.731323E-03            10.3158922                8.72434998               1.59154189               1.31604648               1.11300588             203.040512E-03            10.0000038E+09          924.221008E-03           176.718735E-03  
                   7.25600004E+03           0.                      66.0473709E+06          180.562393E+06           186.225479E+06           365.787048E-03           890.765564E-03            10.3159075                8.72436428               1.59154391               1.31604838               1.11300766             203.040756E-03            10.0000038E+09          924.221069E-03           176.718719E-03  
                   7.26399994E+03           0.                      75.4802856E+06          206.355972E+06           212.826096E+06           365.777008E-03           890.799805E-03            10.3159227                8.72437859               1.59154594               1.31605029               1.11300945             203.041E-03               10.0000038E+09          924.221497E-03           176.718582E-03  
