
                     X                  AVERAGE_UVARM1           AVERAGE_UVARM2           AVERAGE_UVARM3           AVERAGE_UVARM4           AVERAGE_UVARM5           AVERAGE_UVARM6           AVERAGE_UVARM7           AVERAGE_UVARM8           AVERAGE_UVARM9          AVERAGE_UVARM10          AVERAGE_UVARM11          AVERAGE_UVARM12          AVERAGE_UVARM13          AVERAGE_UVARM14          AVERAGE_UVARM15    

                   7.19999981E+03           0.                       0.                       0.                       0.                       0.                       0.                      10.3112488                8.72036743               1.59088075               1.31545448               1.11249828             202.956024E-03            10.0000038E+09          924.189514E-03           176.741928E-03  
                   7.20674992E+03           0.                       8.19469643E+06          19.9860992E+06           21.3905468E+06          410.019806E-03           734.829712E-03            10.3113413                8.7204504                1.59089303               1.31546593               1.1125083              202.957703E-03            10.0000038E+09          924.189819E-03           176.74147E-03   
                   7.21350002E+03           0.                      16.3887806E+06           39.9724922E+06           42.7807884E+06          410.001495E-03           734.896912E-03            10.3114309                8.72052574               1.59090638               1.31547749               1.11251831             202.959412E-03            10.0000038E+09          924.190979E-03           176.740982E-03  
                   7.22025013E+03           0.                      24.5822411E+06           59.9591675E+06           64.1707306E+06          409.98288E-03            734.963806E-03            10.3115206                8.72060299               1.59091902               1.31548893               1.11252809             202.960968E-03            10.0000038E+09          924.191406E-03           176.740585E-03  
                   7.22700024E+03           0.                      32.7750702E+06           79.9461136E+06           85.560379E+06           409.964569E-03           735.031006E-03            10.3116093                8.72067642               1.59093142               1.31550038               1.11253738             202.962601E-03            10.0000038E+09          924.191711E-03           176.740173E-03  
                   7.23374987E+03           0.                      40.967289E+06            99.9333725E+06          106.949745E+06           409.946198E-03           735.098145E-03            10.311697                 8.72074986               1.59094417               1.31551111               1.11254692             202.964142E-03            10.0000038E+09          924.192505E-03           176.739731E-03  
                   7.24049997E+03           0.                      49.1588898E+06          119.920921E+06           128.338776E+06           409.927673E-03           735.165344E-03            10.3117781                8.72082615               1.59095585               1.31552184               1.11255622             202.965683E-03            10.0000038E+09          924.193298E-03           176.739304E-03  
                   7.24725008E+03           0.                      57.349865E+06           139.908722E+06           149.727509E+06           409.909271E-03           735.232483E-03            10.311861                 8.72089481               1.59096742               1.31553268               1.11256576             202.96727E-03             10.0000038E+09          924.193481E-03           176.738907E-03  
                   7.25400019E+03           0.                      65.5402756E+06          159.896835E+06           171.115921E+06           409.890991E-03           735.299438E-03            10.3119459                8.72096729               1.5909791                1.31554341               1.11257422             202.968719E-03            10.0000038E+09          924.194336E-03           176.738464E-03  
                   7.26074982E+03           0.                      73.7300034E+06          179.885239E+06           192.504074E+06           409.872498E-03           735.366272E-03            10.3120241                8.7210331                1.59099054               1.31555355               1.1125834              202.970184E-03            10.0000038E+09          924.195007E-03           176.738083E-03  
                   7.26749992E+03           0.                      81.9191284E+06          199.873901E+06           213.891953E+06           409.854034E-03           735.433228E-03            10.3121061                8.72110462               1.59100199               1.31556368               1.11259186             202.971619E-03            10.0000038E+09          924.195251E-03           176.737717E-03  
                   7.27425003E+03           0.                      90.1076279E+06          219.862869E+06           235.279495E+06           409.835754E-03           735.500122E-03            10.3121834                8.72116947               1.59101331               1.31557345               1.11260056             202.973038E-03            10.0000038E+09          924.195618E-03           176.737289E-03  
                   7.28100014E+03           0.                      98.2955322E+06          239.852127E+06           256.666718E+06           409.817413E-03           735.567261E-03            10.3122578                8.72123432               1.59102416               1.31558347               1.11260903             202.974396E-03            10.0000038E+09          924.196289E-03           176.736908E-03  
                   7.28774977E+03           0.                     106.482819E+06           259.841644E+06           278.05368E+06            409.79895E-03            735.634277E-03            10.3123331                8.72129822               1.59103465               1.31559253               1.11261725             202.975769E-03            10.0000038E+09          924.19696E-03            176.736572E-03  
                   7.29449987E+03           0.                     114.669487E+06           279.831512E+06           299.440308E+06           409.780548E-03           735.701233E-03            10.3124084                8.72136116               1.59104538               1.31560242               1.11262512             202.977158E-03            10.0000038E+09          924.197205E-03           176.736252E-03  
                   7.30124998E+03           0.                     122.855553E+06           299.821564E+06           320.826691E+06           409.762299E-03           735.768066E-03            10.3124828                8.72142315               1.59105599               1.31561124               1.11263287             202.97847E-03             10.0000038E+09          924.19751E-03            176.735855E-03  
                   7.30800009E+03           0.                     131.041016E+06           319.811981E+06           342.212769E+06           409.743927E-03           735.8349E-03              10.3125515                8.72148705               1.591066                 1.31562054               1.11264062             202.97966E-03             10.0000038E+09          924.198181E-03           176.735428E-03  
