# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.907239831984043121e-02 1.517758667469024658e-01 9.207264184951782227e-01 2.722399309277534485e-02 1.517758667469024658e-01 9.207264184951782227e-01
1.000000000000000000e+03 3.343646647408604622e-03 2.758524613454937935e-03 2.227862598374485970e-03 2.158089540898799896e-03 2.758524613454937935e-03 2.227862598374485970e-03
2.000000000000000000e+03 6.185366073623299599e-04 5.745687521994113922e-04 1.098101492971181870e-04 2.985089085996150970e-04 5.745687521994113922e-04 1.098101492971181870e-04
3.000000000000000000e+03 1.418854371877387166e-04 3.135276347165927291e-05 9.601445526641327888e-06 9.156468877336010337e-05 3.135276347165927291e-05 9.601445526641327888e-06
4.000000000000000000e+03 7.898730109445750713e-05 7.934302630019374192e-06 2.463305008859606460e-06 5.748580952058546245e-05 7.934302630019374192e-06 2.463305008859606460e-06
5.000000000000000000e+03 3.142824571114033461e-04 2.282116111018694937e-05 7.147104770410805941e-05 2.469058090355247259e-04 2.282116111018694937e-05 7.147104770410805941e-05
6.000000000000000000e+03 4.245901436661370099e-05 4.486974376050056890e-06 1.764377884683199227e-06 3.236148404539562762e-05 4.486974376050056890e-06 1.764377884683199227e-06
7.000000000000000000e+03 3.334739085403271019e-05 3.226992021154728718e-06 1.364400759484851733e-06 2.542375113989692181e-05 3.226992021154728718e-06 1.364400759484851733e-06
8.000000000000000000e+03 2.679271165106911212e-05 2.109923798343515955e-06 9.818322723731398582e-07 1.960572808457072824e-05 2.109923798343515955e-06 9.818322723731398582e-07
9.000000000000000000e+03 1.067802950274199247e-04 5.126568794366903603e-05 3.531210677465423942e-05 8.568036719225347042e-05 5.126568794366903603e-05 3.531210677465423942e-05
1.000000000000000000e+04 5.794602839159779251e-05 6.280254638113547117e-06 3.003355777764227241e-05 4.606512811733409762e-05 6.280254638113547117e-06 3.003355777764227241e-05
1.100000000000000000e+04 1.694916136329993606e-05 1.223044023390684742e-06 1.004049977382237557e-06 1.307394450122956187e-05 1.223044023390684742e-06 1.004049977382237557e-06
1.200000000000000000e+04 2.707708154048305005e-05 1.129898691942798905e-06 3.349016651554848067e-06 1.918643647513817996e-05 1.129898691942798905e-06 3.349016651554848067e-06
1.300000000000000000e+04 1.326052097283536568e-05 8.301094567286781967e-07 5.970583742964663543e-07 9.863969353318680078e-06 8.301094567286781967e-07 5.970583742964663543e-07
1.400000000000000000e+04 1.657268876442685723e-05 7.975298103701788932e-06 8.765287930145859718e-06 1.326360688835848123e-05 7.975298103701788932e-06 8.765287930145859718e-06
