
                     X                      Cbar_L                 Cbar_total               Cbar_trap                   PEEQ                  PSI_Cbar_L                  S_11                     S_12                     S_22                     S_33                   S_Mises                   dPEEQ                eps_elastic_11           eps_elastic_12           eps_elastic_22           eps_elastic_33           eps_plastic_11           eps_plastic_12           eps_plastic_22           eps_plastic_33            eps_total_11             eps_total_12             eps_total_22             eps_total_33          hydrostatic_stress             rho_d                   theta_L                 theta_trap      
                   9.34981537E-03          27.0185413               27.0200005                1.45746005E-03         190.803741E-06           382.433167E-03           699.512451E+06             5.35543728E+03           1.13375926E+09         575.995117E+06           507.408966E+06             9.64520741E-06         933.022705E-06            69.6145477E-09            3.75562739E-03         130.159988E-06           -55.7353439E-06           25.2939568E-09          185.89534E-06           -130.159988E-06           877.287476E-06            94.9121399E-09            3.94152236E-03           0.                     803.046753E+06             3.91607475E+12          29.352932E-06            45.3324089E-03 
                   9.60003948E-03          27.0146885               27.0157776                1.09177613E-03         141.695892E-06           382.521423E-03           695.20636E+06            -36.371376E+03             1.12309933E+09         565.270813E+06           505.543488E+06             8.99819183E-06         942.023254E-06          -472.826294E-09             3.72332692E-03          97.4416351E-06          -40.366703E-06           -25.2126694E-09          137.80835E-06            -97.4416351E-06          901.656555E-06          -498.042908E-09             3.86113548E-03           0.                     794.516602E+06             2.93391728E+12          29.3487453E-06           45.3262291E-03 
                   9.85026741E-03          27.0108261               27.011591               764.08905E-06             97.6802826E-06          382.609589E-03           690.794006E+06            48.2421875                1.11251557E+09         554.558777E+06           503.847656E+06             8.31021023E-06         953.279724E-06           625.959717E-12             3.69446969E-03          67.7517242E-06          -27.0600891E-06           16.6527061E-09           94.8118134E-06          -67.7517242E-06          926.219727E-06            17.2782383E-09            3.78928113E-03           0.                     786.043274E+06             2.05360603E+12          29.3445473E-06           45.3200493E-03 
                  10.100503E-03            27.014595                27.0150814              486.695038E-06            60.3947487E-06          382.52356E-03            686.447266E+06           -32.4645004E+03            1.10340607E+09         545.630432E+06           502.393127E+06             7.07847929E-06         957.445557E-06          -422.041931E-09             3.66767764E-03          42.1365891E-06          -16.4016113E-06           -9.87830544E-09          58.5382004E-06          -42.1365891E-06          941.043945E-06          -431.917175E-09             3.72621608E-03           0.                     778.491028E+06             1.30789495E+12          29.3486519E-06           45.3260918E-03 
                  10.3507414E-03           27.0183601               27.0186176              254.22731E-06             29.1550026E-06          382.437347E-03           682.144226E+06            29.6115627E+03            1.09420681E+09         536.947815E+06           500.707031E+06             6.93488789E-06         964.255798E-06           384.948181E-09             3.64266181E-03          20.4795799E-06           -7.73064137E-06          10.888916E-09            28.2102184E-06          -20.4795799E-06          956.525085E-06           395.839844E-09             3.67087221E-03           0.                     771.05603E+06            683.100098E+09            29.3527374E-06           45.332119E-03  
                  10.6009808E-03           27.0162773               27.0163193               40.5209694E-06          444.288513E-09           382.485046E-03           677.23877E+06            -44.9742508E+03            1.08668458E+09         529.422913E+06           500.018097E+06           216.735321E-09           961.114197E-06          -584.66687E-09              3.62251377E-03         312.20459E-09           -117.421913E-09             5.01977825E-09         429.626526E-09          -312.20459E-09            960.996765E-06          -579.646484E-09             3.62294316E-03           0.                     764.410706E+06           108.885757E+09            29.3504753E-06           45.3287849E-03 
                  10.8512192E-03           27.0141869               27.0142403               50.7628479E-06            1.82059073E-06         382.532745E-03           672.91687E+06             16.1556873E+03            1.07526922E+09         524.729492E+06           493.427246E+06           446.487488E-09           964.498047E-06           210.025055E-09             3.57978868E-03           1.27944839E-06        -482.009247E-09            -1.12112987E-09           1.76145744E-06          -1.27944839E-06         964.015991E-06           208.905472E-09             3.58155036E-03           0.                     757.614502E+06           136.411819E+09            29.3481998E-06           45.3254356E-03 
                  11.1014585E-03           27.0105896               27.0106239               37.2068405E-06            0.                     382.615051E-03           668.455566E+06           -11.1507502E+03            1.06496894E+09         520.126587E+06           487.892181E+06             0.                     964.13855E-06           -144.960724E-09             3.5414753E-03            0.                       0.                       0.                       0.                       0.                     964.13855E-06           -144.960724E-09             3.5414753E-03            0.                     751.177734E+06            99.9999924E+09           29.3442955E-06           45.3196678E-03 
                  11.3517008E-03           27.0069828               27.007019                37.2021027E-06            0.                     382.697449E-03           664.113403E+06            -8.2862339E+03            1.0546211E+09          515.659973E+06           482.189697E+06             0.                     964.946777E-06          -107.723969E-09             3.50324821E-03           0.                       0.                       0.                       0.                       0.                     964.946777E-06          -107.723969E-09             3.50324821E-03           0.                     744.840088E+06            99.9999847E+09           29.3403778E-06           45.3138962E-03 
                  11.601944E-03            27.0049438               27.0049801               37.1994171E-06            0.                     382.74411E-03            660.252075E+06           -13.9438753E+03            1.04495776E+09         511.654358E+06           476.70343E+06              0.                     965.88501E-06           -181.269577E-09             3.46647239E-03           0.                       0.                       0.                       0.                       0.                     965.88501E-06           -181.269577E-09             3.46647239E-03           0.                     738.954346E+06            99.9999924E+09           29.3381634E-06           45.3106308E-03 
                  11.8521862E-03           27.0029049               27.0029411               37.1967354E-06            0.                     382.790619E-03           656.31366E+06             -8.09125805E+03           1.03546023E+09         507.577148E+06           471.452576E+06             0.                     966.787354E-06          -105.186478E-09             3.4312396E-03            0.                       0.                       0.                       0.                       0.                     966.787354E-06          -105.186478E-09             3.4312396E-03            0.                     733.111816E+06            99.9999847E+09           29.335947E-06            45.3073616E-03 
                  12.1024246E-03           27.0019627               27.001997                37.1954994E-06            0.                     382.812317E-03           652.803223E+06           -15.3817501E+03            1.02661026E+09         503.907532E+06           466.433075E+06             0.                     967.821716E-06          -199.961502E-09             3.3975668E-03            0.                       0.                       0.                       0.                       0.                     967.821716E-06          -199.961502E-09             3.3975668E-03            0.                     727.772461E+06            99.9999924E+09           29.3349209E-06           45.3058472E-03 
                  12.3526678E-03           27.0010128               27.0010529               37.1942482E-06            0.                     382.833832E-03           649.227661E+06           -12.9788675E+03            1.0179112E+09          500.177307E+06           461.623169E+06             0.                     968.827576E-06          -168.723755E-09             3.36526871E-03           0.                       0.                       0.                       0.                       0.                     968.827576E-06          -168.723755E-09             3.36526871E-03           0.                     722.439331E+06            99.9999771E+09           29.333889E-06            45.3043365E-03 
                  12.60291E-03             27.0006161               27.0006561               37.1937256E-06            0.                     382.843018E-03           646.068726E+06           -17.4737492E+03            1.00979984E+09         496.838196E+06           457.001007E+06             0.                     969.998596E-06          -227.157227E-09             3.33425069E-03           0.                       0.                       0.                       0.                       0.                     969.998596E-06          -227.157227E-09             3.33425069E-03           0.                     717.568176E+06            99.9999924E+09           29.3334599E-06           45.3036995E-03 
                  12.8531532E-03           27.0002174               27.0002537               37.1932106E-06            0.                     382.852112E-03           642.845642E+06           -15.5227499E+03            1.00181746E+09         493.434143E+06           452.569397E+06             0.                     971.174255E-06          -201.797791E-09             3.30449176E-03           0.                       0.                       0.                       0.                       0.                     971.174255E-06          -201.797791E-09             3.30449176E-03           0.                     712.698608E+06            99.9999771E+09           29.3330307E-06           45.303051E-03  
                  13.1033955E-03           27.0000572               27.0000916               37.1929932E-06            0.                     382.855896E-03           640.004395E+06           -19.6826248E+03          994.386047E+06           490.390533E+06           448.320282E+06             0.                     972.490234E-06          -255.871796E-09             3.27597141E-03           0.                       0.                       0.                       0.                       0.                     972.490234E-06          -255.871796E-09             3.27597141E-03           0.                     708.25946E+06             99.9999924E+09           29.3328476E-06           45.3027992E-03 
                  13.3536425E-03           26.9998894               26.9999275               37.1927719E-06            0.                     382.859528E-03           637.10498E+06            -18.3084145E+03          987.078003E+06           487.290314E+06           444.248413E+06             0.                     973.79541E-06           -238.008743E-09             3.2486217E-03            0.                       0.                       0.                       0.                       0.                     973.79541E-06           -238.008743E-09             3.2486217E-03            0.                     703.824158E+06            99.9999847E+09           29.332674E-06            45.3025322E-03 
                  13.6038847E-03           26.9999046               26.9999428               37.1927948E-06            0.                     382.859314E-03           634.561829E+06           -21.1254368E+03          980.279114E+06           484.52243E+06            440.344757E+06             0.                     975.256042E-06          -274.633759E-09             3.22241831E-03           0.                       0.                       0.                       0.                       0.                     975.256042E-06          -274.633759E-09             3.22241831E-03           0.                     699.787048E+06            99.9999924E+09           29.3326893E-06           45.3025551E-03 
                  13.8541307E-03           26.9999104               26.9999542               37.1928101E-06            0.                     382.858978E-03           631.968872E+06           -23.1215515E+03          973.614319E+06           481.716675E+06           436.612274E+06             0.                     976.639099E-06          -300.579712E-09             3.19733524E-03           0.                       0.                       0.                       0.                       0.                     976.639099E-06          -300.579712E-09             3.19733524E-03           0.                     695.766113E+06            99.9999847E+09           29.3326988E-06           45.3025703E-03 
