
                     X                      Cbar_L                 Cbar_total               Cbar_trap                   PEEQ                  PSI_Cbar_L                  S_11                     S_12                     S_22                     S_33                   S_Mises                   dPEEQ                eps_elastic_11           eps_elastic_12           eps_elastic_22           eps_elastic_33           eps_plastic_11           eps_plastic_12           eps_plastic_22           eps_plastic_33            eps_total_11             eps_total_12             eps_total_22             eps_total_33          hydrostatic_stress             rho_d                   theta_L                 theta_trap      
                   8.06805897E-03          27.1342964               27.1433792                9.08348942E-03           1.21029735E-03         379.787567E-03           197.763199E+06            15.3739061E+03          343.457977E+06           249.829559E+06           127.875252E+06            19.7671585E-06           98.8847427E-06          199.861465E-09             1.04590058E-03         437.316132E-06          -742.279724E-06          -110.685509E-09             1.17959571E-03        -437.316132E-06          -643.39502E-06             89.1741333E-09            2.22549629E-03           0.                     263.683594E+06            24.3059425E+12           29.4786911E-06           45.5177917E-03 
                   8.31791019E-03          27.0906277               27.0987587                8.12977982E-03           1.0845331E-03          380.785706E-03           196.113937E+06            14.709219E+03           339.105042E+06           244.227127E+06           126.022125E+06            17.401041E-06           105.571381E-06           191.219666E-09             1.03501368E-03         418.30722E-06           -643.584656E-06          -156.511307E-09             1.06189179E-03        -418.30722E-06           -538.013245E-06            34.7081375E-09            2.09690547E-03           0.                     259.815399E+06            21.7906551E+12           29.4312477E-06           45.4478683E-03 
                   8.56778049E-03          27.0557671               27.0632248                7.45803928E-03         995.606995E-06           381.582489E-03           194.321762E+06            14.6976252E+03          334.974396E+06           238.893524E+06           124.501686E+06            15.7239676E-06          110.806915E-06           191.07074E-09              1.02504921E-03         400.523376E-06          -576.711731E-06          -141.7202E-09             977.235046E-06          -400.523376E-06          -465.904785E-06            49.3473625E-09            2.00228405E-03           0.                     256.063232E+06            20.0121365E+12           29.3933773E-06           45.3920326E-03 
                   8.81767273E-03          27.0209103               27.0276909                6.78368664E-03         906.343201E-06           382.379364E-03           192.534943E+06            14.5674067E+03          330.849274E+06           233.573151E+06           123.039909E+06            14.046814E-06           116.041275E-06           189.377258E-09             1.01508415E-03         382.789337E-06          -509.515808E-06          -132.406296E-09           892.305115E-06          -382.789337E-06          -393.474487E-06            56.9680176E-09            1.90738916E-03           0.                     252.319107E+06            18.2268639E+12           29.355505E-06            45.3361931E-03 
                   9.06758022E-03          26.9960823               27.0023804                6.29652071E-03         841.566895E-06           382.946777E-03           190.746887E+06            11.3276253E+03          327.045929E+06           228.735703E+06           121.830795E+06            12.8727274E-06          120.061966E-06           147.259918E-09             1.00600576E-03         366.989319E-06          -462.849182E-06          -134.506088E-09           829.838562E-06          -366.989319E-06          -342.78717E-06             12.7483873E-09            1.8358444E-03            0.                     248.84285E+06             16.9313393E+12           29.3285332E-06           45.2964325E-03 
                   9.31749821E-03          26.9712563               26.9770622                5.80762577E-03         776.567139E-06           383.514221E-03           188.964752E+06             9.88906288E+03         323.249451E+06           223.908737E+06           120.669044E+06            11.6966782E-06          124.086395E-06           128.558884E-09           996.937256E-06           351.22229E-06           -415.965149E-06          -112.637283E-09           767.1875E-06            -351.22229E-06           -291.878754E-06            15.9216146E-09            1.76412487E-03           0.                     245.374298E+06            15.6313448E+12           29.3015652E-06           45.2566605E-03 
                   9.5674324E-03           26.9554501               26.9608917                5.44005156E-03         727.474365E-06           383.875458E-03           187.277222E+06             7.90199995E+03         319.805267E+06           219.599411E+06           119.686317E+06            10.8559713E-06          127.278999E-06           102.726974E-09           988.711609E-06           337.373291E-06          -382.017548E-06          -110.765541E-09           719.390808E-06          -337.373291E-06          -254.73851E-06             -8.03993225E-09           1.70810246E-03           0.                     242.227295E+06            14.6494875E+12           29.2843933E-06           45.2313423E-03 
                   9.81737328E-03          26.9396477               26.9447174                5.07068491E-03         678.145508E-06           384.236755E-03           185.591324E+06             6.40006256E+03         316.359772E+06           215.287888E+06           118.738785E+06            10.0107317E-06          130.485245E-06            83.2023926E-09          980.479919E-06           323.512695E-06          -347.868378E-06          -103.854744E-09           671.381104E-06          -323.512695E-06          -217.383118E-06           -20.6537151E-09            1.65186095E-03           0.                     239.079636E+06            13.6629095E+12           29.2672195E-06           45.2060165E-03 
                  10.0673218E-03           26.9308567               26.9356365                4.78092384E-03         639.291565E-06           384.437653E-03           184.045517E+06             5.14725018E+03         313.247101E+06           211.443268E+06           117.914612E+06             9.38355541E-06         133.192078E-06            66.9142532E-09          973.00238E-06            311.277344E-06          -322.00531E-06            -94.1900024E-09          633.282715E-06          -311.277344E-06          -188.813217E-06           -27.2748356E-09            1.60628498E-03           0.                     236.245285E+06            12.8858309E+12           29.2576714E-06           45.1919365E-03 
                  10.317277E-03            26.9220657               26.9265537                4.49014664E-03         600.303406E-06           384.63855E-03            182.502228E+06             3.26953125E+03         310.134796E+06           207.597519E+06           117.119026E+06             8.75346279E-06         135.912827E-06            42.5037575E-09          965.524109E-06           299.032104E-06          -296.028778E-06           -92.3056488E-09          595.060913E-06          -299.032104E-06          -160.115936E-06           -49.799839E-09             1.56058514E-03           0.                     233.411469E+06            12.1060686E+12           29.2481232E-06           45.1778488E-03 
                  10.5672407E-03           26.9182644               26.922514                 4.25276709E-03         568.373657E-06           384.725555E-03           181.113388E+06             1.9169687E+03          307.313782E+06           204.142578E+06           116.407005E+06             8.2661562E-06          138.38237E-06             24.9206085E-09          958.685181E-06           288.072144E-06          -275.508728E-06           -89.3000946E-09          563.580933E-06          -288.072144E-06          -137.126343E-06           -64.3804016E-09            1.52226603E-03           0.                     230.856628E+06            11.467473E+12            29.2439899E-06           45.1717491E-03 
                  10.8172035E-03           26.9144554               26.9184685                4.01485252E-03         536.373169E-06           384.812531E-03           179.725616E+06             1.40812504E+03         304.492798E+06           200.686661E+06           115.71933E+06              7.77724743E-06         140.858963E-06            18.3044891E-09          951.845459E-06           277.105682E-06          -254.92952E-06            -77.3416061E-09          532.035217E-06          -277.105682E-06          -114.070526E-06           -59.0353012E-09            1.48388064E-03           0.                     228.301697E+06            10.8274641E+12           29.2398529E-06           45.1656494E-03 
                  11.0671778E-03           26.9138947               26.9177094                3.81396103E-03         509.292908E-06           384.825287E-03           178.4944E+06             643.09375                301.922058E+06           197.55246E+06            115.088242E+06             7.38457584E-06         143.260193E-06             8.360075E-09           945.539978E-06           267.137573E-06          -238.083878E-06           -76.0419464E-09          505.221436E-06          -267.137573E-06           -94.8236694E-06          -67.6818619E-09            1.45076144E-03           0.                     225.989609E+06            10.2858582E+12           29.2392464E-06           45.1647568E-03 
                  11.3171558E-03           26.9133377               26.9169464                3.61260581E-03         482.150757E-06           384.838074E-03           177.262527E+06          -415.6875                 299.348877E+06           194.414673E+06           114.47805E+06              6.99056196E-06         145.667343E-06            -5.40342188E-09         939.22821E-06            257.156433E-06          -221.192108E-06           -77.6490173E-09          478.348511E-06          -257.156433E-06           -75.5247879E-06          -83.05233E-09              1.41757679E-03           0.                     223.675323E+06             9.74301338E+12          29.2386398E-06           45.1638641E-03 
                  11.5671415E-03           26.914732                26.9181709                3.43838072E-03         458.634552E-06           384.806213E-03           176.177856E+06          -767.34375                296.988342E+06           191.544006E+06           113.907433E+06             6.66486168E-06         148.090805E-06            -9.97533798E-09         933.358887E-06           247.970688E-06          -207.011627E-06           -72.9064636E-09          454.98233E-06           -247.970688E-06           -58.9208183E-06          -82.8817978E-09            1.38834119E-03           0.                     221.570068E+06             9.27269268E+12          29.2401562E-06           45.1660957E-03 
                  11.8171272E-03           26.9161243               26.9193878                3.26392007E-03         435.086945E-06           384.774261E-03           175.093597E+06            -1.54878902E+03         294.627197E+06           188.671982E+06           113.355988E+06             6.33850336E-06         150.519348E-06           -20.1349621E-09          927.48761E-06            238.778641E-06          -192.80719E-06            -72.5083313E-09          431.585815E-06          -238.778641E-06           -42.2878685E-06          -92.6445389E-09            1.3590734E-03            0.                     219.464249E+06             8.80173969E+12          29.2416744E-06           45.1683273E-03 
                  12.0671167E-03           26.9185696               26.9216824                3.11029983E-03         414.338898E-06           384.718353E-03           174.14357E+06             -1.84820318E+03         292.447662E+06           186.025452E+06           112.833321E+06             6.06240892E-06         153.008102E-06           -24.0270309E-09          921.984741E-06           230.240494E-06          -180.670532E-06           -68.6191025E-09          410.911041E-06          -230.240494E-06           -27.6624279E-06          -92.6470413E-09            1.33289587E-03           0.                     217.538879E+06             8.38677597E+12          29.2443295E-06           45.1722527E-03 
