
                     X                  PSI_Cbar_L_0s          PSI_Cbar_L_10000s        PSI_Cbar_L_20000s        PSI_Cbar_L_30000s        PSI_Cbar_L_40000s        PSI_Cbar_L_50000s        PSI_Cbar_L_60000s        PSI_Cbar_L_70000s        PSI_Cbar_L_80000s        PSI_Cbar_L_90000s        PSI_Cbar_L_100000s  
                 490.240753E-06             0.                     384.371185E-03           387.829712E-03           390.326141E-03           392.259521E-03           393.721039E-03           394.872803E-03           395.806824E-03           396.544495E-03           397.138824E-03           397.619965E-03  
                 495.318329E-06             0.                     384.258667E-03           387.759705E-03           390.23819E-03            392.158539E-03           393.610596E-03           394.754456E-03           395.681702E-03           396.413544E-03           397.002838E-03           397.479523E-03  
                 500.001007E-06             0.                     384.221924E-03           387.695129E-03           390.157104E-03           392.06543E-03            393.508759E-03           394.645325E-03           395.566315E-03           396.292786E-03           396.877411E-03           397.350006E-03  
                 680.234314E-06             0.                     382.808105E-03           385.210052E-03           387.035309E-03           388.481903E-03           389.588684E-03           390.444611E-03           391.125214E-03           391.64505E-03            392.049866E-03           392.365051E-03  
                 687.006836E-06             0.                     382.754974E-03           385.116699E-03           386.917999E-03           388.34726E-03            389.441376E-03           390.286774E-03           390.958313E-03           391.470367E-03           391.868469E-03           392.180481E-03  
                 693.883789E-06             0.                     382.70105E-03            385.021851E-03           386.798889E-03           388.210541E-03           389.291809E-03           390.126465E-03           390.788849E-03           391.29306E-03            391.686737E-03           391.993073E-03  
                 700.864929E-06             0.                     382.646301E-03           384.925598E-03           386.677979E-03           388.071747E-03           389.139984E-03           389.963776E-03           390.616821E-03           391.115173E-03           391.502228E-03           391.802826E-03  
                 707.931824E-06             0.                     382.59082E-03            384.828186E-03           386.555573E-03           387.931213E-03           388.986267E-03           389.799072E-03           390.444519E-03           390.93512E-03            391.315491E-03           391.610229E-03  
                 715.069458E-06             0.                     382.534851E-03           384.729736E-03           386.431946E-03           387.789307E-03           388.831024E-03           389.634186E-03           390.270508E-03           390.753235E-03           391.126831E-03           391.41571E-03   
                 722.263E-06                0.                     382.478424E-03           384.630554E-03           386.307373E-03           387.646301E-03           388.675751E-03           389.468079E-03           390.095123E-03           390.569946E-03           390.936737E-03           391.219696E-03  
                 729.475159E-06             0.                     382.421844E-03           384.531097E-03           386.182434E-03           387.503784E-03           388.52005E-03            389.301483E-03           389.91925E-03            390.3862E-03             390.746155E-03           391.023163E-03  
                 736.650085E-06             0.                     382.36557E-03            384.43219E-03            386.058716E-03           387.361969E-03           388.365204E-03           389.135773E-03           389.744324E-03           390.2034E-03             390.556519E-03           390.827637E-03  
                 743.638733E-06             0.                     382.31076E-03            384.336121E-03           385.938232E-03           387.223877E-03           388.214355E-03           388.974365E-03           389.573944E-03           390.02533E-03            390.371826E-03           390.637177E-03  
                 750.001526E-06             0.                     382.260925E-03           384.248688E-03           385.828522E-03           387.098114E-03           388.077026E-03           388.827423E-03           389.418793E-03           389.86319E-03            390.203674E-03           390.463776E-03  
                 913.962708E-06             0.                     380.976593E-03           381.994751E-03           383.001556E-03           383.85788E-03            384.537903E-03           385.040497E-03           385.421112E-03           385.685608E-03           385.870575E-03           385.995605E-03  
                 922.422913E-06             0.                     380.910309E-03           381.878479E-03           382.855682E-03           383.690674E-03           384.355286E-03           384.845093E-03           385.214844E-03           385.470032E-03           385.647003E-03           385.856781E-03  
                 930.998474E-06             0.                     380.84314E-03            381.760559E-03           382.707825E-03           383.52124E-03            384.170166E-03           384.647034E-03           385.005737E-03           385.251526E-03           385.512665E-03           385.716095E-03  
                 939.678406E-06             0.                     380.775146E-03           381.641266E-03           382.558167E-03           383.349701E-03           383.982819E-03           384.446564E-03           384.794128E-03           385.122925E-03           385.376678E-03           385.573669E-03  
                 948.444031E-06             0.                     380.706482E-03           381.520752E-03           382.407043E-03           383.176453E-03           383.79361E-03            384.24411E-03            384.672852E-03           384.993073E-03           385.23938E-03            385.42984E-03   
                 957.272949E-06             0.                     380.63736E-03            381.399384E-03           382.254822E-03           383.001984E-03           383.603027E-03           384.132111E-03           384.55069E-03            384.862274E-03           385.101074E-03           385.284973E-03  
                 966.142883E-06             0.                     380.567841E-03           381.277466E-03           382.101898E-03           382.826691E-03           383.502533E-03           384.019623E-03           384.427979E-03           384.730865E-03           384.962128E-03           385.139435E-03  
                 975.012756E-06             0.                     380.498383E-03           381.155518E-03           381.948944E-03           382.740875E-03           383.402008E-03           383.907104E-03           384.305237E-03           384.599487E-03           384.823181E-03           384.993896E-03  
                 983.804443E-06             0.                     380.429504E-03           381.034668E-03           381.882446E-03           382.655853E-03           383.302429E-03           383.795624E-03           384.183624E-03           384.469238E-03           384.685455E-03           384.84967E-03   
                 992.327942E-06             0.                     380.362762E-03           380.99353E-03            381.817993E-03           382.573425E-03           383.205841E-03           383.6875E-03             384.065674E-03           384.342957E-03           384.551941E-03           384.709808E-03  
                   1.00000203E-03           0.                     380.355194E-03           380.956543E-03           381.759949E-03           382.499207E-03           383.118896E-03           383.590149E-03           383.959534E-03           384.229279E-03           384.431732E-03           384.583893E-03  
                   1.15028024E-03           0.                     380.207092E-03           380.231659E-03           380.623322E-03           381.045746E-03           381.416107E-03           381.684021E-03           381.880371E-03           382.002991E-03           382.077667E-03           382.118164E-03  
                   1.16018951E-03           0.                     380.197357E-03           380.183838E-03           380.54837E-03            380.949921E-03           381.303833E-03           381.55835E-03            381.743256E-03           381.856171E-03           381.922424E-03           381.957123E-03  
                   1.1702143E-03            0.                     380.187439E-03           380.135468E-03           380.472534E-03           380.852966E-03           381.190247E-03           381.431213E-03           381.604584E-03           381.707672E-03           381.766693E-03           381.794159E-03  
                   1.18033957E-03           0.                     380.17749E-03            380.086639E-03           380.395966E-03           380.755035E-03           381.075531E-03           381.302765E-03           381.464478E-03           381.558807E-03           381.609436E-03           381.629578E-03  
                   1.19054687E-03           0.                     380.167419E-03           380.037384E-03           380.318756E-03           380.656311E-03           380.959869E-03           381.173309E-03           381.324188E-03           381.408722E-03           381.450928E-03           381.463684E-03  
                   1.20079887E-03           0.                     380.157318E-03           379.987946E-03           380.241211E-03           380.557159E-03           380.843689E-03           381.044006E-03           381.183289E-03           381.257996E-03           381.291656E-03           381.297058E-03  
                   1.21108437E-03           0.                     380.147186E-03           379.938324E-03           380.163422E-03           380.457672E-03           380.727722E-03           380.914307E-03           381.041901E-03           381.10675E-03            381.131927E-03           381.129852E-03  
                   1.22133636E-03           0.                     380.137085E-03           379.888885E-03           380.085876E-03           380.358887E-03           380.612061E-03           380.784973E-03           380.901001E-03           380.956024E-03           380.972687E-03           380.963226E-03  
                   1.23147297E-03           0.                     380.127106E-03           379.839996E-03           380.00943E-03            380.2612E-03             380.497772E-03           380.657135E-03           380.761719E-03           380.806976E-03           380.815247E-03           380.798492E-03  
                   1.24126673E-03           0.                     380.117432E-03           379.792847E-03           379.935577E-03           380.16684E-03            380.387329E-03           380.5336E-03             380.627106E-03           380.662964E-03           380.663116E-03           380.639282E-03  
                   1.24999881E-03           0.                     380.108826E-03           379.750793E-03           379.86969E-03            380.082703E-03           380.288849E-03           380.423492E-03           380.50708E-03            380.534576E-03           380.527496E-03           380.497375E-03  
                   1.38883662E-03           0.                     379.972137E-03           379.082336E-03           378.82251E-03            378.744843E-03           378.723114E-03           378.672424E-03           378.598877E-03           378.493286E-03           378.371033E-03           378.240723E-03  
                   1.39998651E-03           0.                     379.961121E-03           379.028656E-03           378.738434E-03           378.63739E-03            378.597382E-03           378.531769E-03           378.445618E-03           378.329346E-03           378.197845E-03           378.126862E-03  
                   1.41124427E-03           0.                     379.950043E-03           378.974426E-03           378.653503E-03           378.528931E-03           378.470428E-03           378.389801E-03           378.290894E-03           378.163818E-03           378.089661E-03           378.011902E-03  
                   1.42259896E-03           0.                     379.938873E-03           378.919769E-03           378.567871E-03           378.419525E-03           378.342346E-03           378.246613E-03           378.134857E-03           378.062683E-03           377.98056E-03            377.895966E-03  
                   1.43402076E-03           0.                     379.927643E-03           378.864777E-03           378.48172E-03            378.309448E-03           378.213562E-03           378.102539E-03           378.04248E-03            377.960968E-03           377.870819E-03           377.779297E-03  
                   1.44547594E-03           0.                     379.916351E-03           378.809631E-03           378.395325E-03           378.199066E-03           378.084351E-03           378.020996E-03           377.949829E-03           377.858978E-03           377.760773E-03           377.662292E-03  
                   1.45693874E-03           0.                     379.90506E-03            378.754425E-03           378.308868E-03           378.088623E-03           378.015717E-03           377.939392E-03           377.857117E-03           377.756866E-03           377.650604E-03           377.545227E-03  
                   1.46834922E-03           0.                     379.893829E-03           378.699524E-03           378.222778E-03           378.035797E-03           377.947418E-03           377.858185E-03           377.764862E-03           377.655273E-03           377.540985E-03           377.428711E-03  
                   1.4795996E-03            0.                     379.882751E-03           378.645325E-03           378.188446E-03           377.983704E-03           377.880035E-03           377.778107E-03           377.673859E-03           377.555084E-03           377.432892E-03           377.313812E-03  
                   1.49042904E-03           0.                     379.87207E-03            378.631622E-03           378.155396E-03           377.933533E-03           377.815216E-03           377.70105E-03            377.586273E-03           377.458618E-03           377.328827E-03           377.203217E-03  
                   1.49999928E-03           0.                     379.877258E-03           378.619507E-03           378.12619E-03            377.889221E-03           377.757904E-03           377.632904E-03           377.508881E-03           377.373383E-03           377.236877E-03           377.105499E-03  
                   1.62890553E-03           0.                     379.947083E-03           378.45636E-03            377.73288E-03            377.292206E-03           376.986115E-03           376.715393E-03           376.46637E-03            376.225372E-03           375.99826E-03            375.789032E-03  
                   1.6411469E-03            0.                     379.953705E-03           378.440857E-03           377.695526E-03           377.235535E-03           376.912811E-03           376.628235E-03           376.367401E-03           376.116364E-03           375.880615E-03           375.664764E-03  
                   1.65349245E-03           0.                     379.960419E-03           378.425201E-03           377.657837E-03           377.178345E-03           376.838898E-03           376.540405E-03           376.267517E-03           376.006439E-03           375.762634E-03           375.539459E-03  
                   1.66592371E-03           0.                     379.967163E-03           378.409485E-03           377.619934E-03           377.120789E-03           376.764465E-03           376.451874E-03           376.166992E-03           375.89624E-03            375.64386E-03            375.413269E-03  
                   1.67840719E-03           0.                     379.973877E-03           378.393677E-03           377.581848E-03           377.062988E-03           376.689728E-03           376.363037E-03           376.066467E-03           375.785614E-03           375.524536E-03           375.28656E-03   
                   1.69090927E-03           0.                     379.980682E-03           378.377869E-03           377.543671E-03           377.005066E-03           376.614868E-03           376.274384E-03           375.965759E-03           375.674774E-03           375.40506E-03            375.159637E-03  
                   1.70340014E-03           0.                     379.987457E-03           378.362061E-03           377.505585E-03           376.947235E-03           376.540314E-03           376.18576E-03            375.865204E-03           375.564087E-03           375.285706E-03           375.032837E-03  
                   1.71580911E-03           0.                     379.994141E-03           378.346344E-03           377.467682E-03           376.889893E-03           376.466248E-03           376.097778E-03           375.765259E-03           375.454102E-03           375.167145E-03           374.906891E-03  
                   1.72802067E-03           0.                     380.000763E-03           378.330872E-03           377.430511E-03           376.833466E-03           376.393341E-03           376.011169E-03           375.666931E-03           375.345886E-03           375.050415E-03           374.782928E-03  
                   1.73973298E-03           0.                     380.007111E-03           378.316071E-03           377.394836E-03           376.779358E-03           376.323425E-03           375.92807E-03            375.572601E-03           375.242096E-03           374.938507E-03           374.664032E-03  
                   1.74999976E-03           0.                     380.012665E-03           378.30307E-03            377.363556E-03           376.731903E-03           376.262115E-03           375.855255E-03           375.489929E-03           375.151062E-03           374.840393E-03           374.559814E-03  
                   1.87043095E-03           0.                     380.077881E-03           378.150818E-03           376.996735E-03           376.175476E-03           375.543213E-03           375.001099E-03           374.52005E-03            374.08371E-03            373.689514E-03           373.337341E-03  
                   1.88362598E-03           0.                     380.085022E-03           378.134125E-03           376.956512E-03           376.114502E-03           375.464447E-03           374.907532E-03           374.413818E-03           373.966766E-03           373.563416E-03           373.244446E-03  
                   1.89691043E-03           0.                     380.092194E-03           378.11731E-03            376.916046E-03           376.053131E-03           375.385162E-03           374.813293E-03           374.306824E-03           373.848999E-03           373.478699E-03           373.15094E-03   
                   1.91027296E-03           0.                     380.099457E-03           378.100433E-03           376.875366E-03           375.991364E-03           375.305389E-03           374.718506E-03           374.199219E-03           373.773682E-03           373.393494E-03           373.056854E-03  
                   1.92367291E-03           0.                     380.106689E-03           378.083496E-03           376.834534E-03           375.929474E-03           375.225403E-03           374.623474E-03           374.134766E-03           373.698181E-03           373.308105E-03           372.962524E-03  
                   1.93707275E-03           0.                     380.113953E-03           378.066528E-03           376.793732E-03           375.867554E-03           375.145416E-03           374.571472E-03           374.070374E-03           373.622681E-03           373.222656E-03           372.868225E-03  
                   1.9504391E-03            0.                     380.121185E-03           378.049652E-03           376.752991E-03           375.805786E-03           375.10733E-03            374.519623E-03           374.006104E-03           373.547333E-03           373.137451E-03           372.774109E-03  
                   1.96370113E-03           0.                     380.128357E-03           378.032867E-03           376.712616E-03           375.78299E-03            375.06955E-03            374.46814E-03            373.942352E-03           373.472595E-03           373.052887E-03           372.680786E-03  
                   1.97672105E-03           0.                     380.135406E-03           378.016418E-03           376.705231E-03           375.76062E-03            375.03244E-03            374.417633E-03           373.87973E-03            373.399261E-03           372.969879E-03           372.589142E-03  
                   1.9891746E-03            0.                     380.142151E-03           378.022339E-03           376.698181E-03           375.739227E-03           374.996979E-03           374.369293E-03           373.819855E-03           373.329071E-03           372.890472E-03           372.501465E-03  
                   2.00000024E-03           0.                     380.154602E-03           378.027527E-03           376.692017E-03           375.720612E-03           374.966156E-03           374.327301E-03           373.767822E-03           373.268066E-03           372.821442E-03           372.425262E-03  
                   2.11305165E-03           0.                     380.284607E-03           378.081451E-03           376.62796E-03            375.526306E-03           374.644104E-03           373.888611E-03           373.224274E-03           372.630981E-03           372.100708E-03           371.629486E-03  
                   2.12709236E-03           0.                     380.30072E-03            378.088135E-03           376.619995E-03           375.502197E-03           374.604095E-03           373.834106E-03           373.156799E-03           372.551849E-03           372.011169E-03           371.531067E-03  
                   2.14121127E-03           0.                     380.316986E-03           378.094879E-03           376.611969E-03           375.477905E-03           374.563904E-03           373.779327E-03           373.088898E-03           372.47229E-03            371.921509E-03           371.432129E-03  
                   2.15539336E-03           0.                     380.333282E-03           378.101654E-03           376.603943E-03           375.453552E-03           374.523499E-03           373.724304E-03           373.020721E-03           372.392639E-03           371.831451E-03           371.332733E-03  
                   2.16959786E-03           0.                     380.349609E-03           378.108398E-03           376.595886E-03           375.429138E-03           374.483032E-03           373.669189E-03           372.952606E-03           372.312866E-03           371.741241E-03           371.233185E-03  
                   2.18378758E-03           0.                     380.365936E-03           378.115173E-03           376.58783E-03            375.404755E-03           374.442596E-03           373.614258E-03           372.884613E-03           372.233185E-03           371.651123E-03           371.133759E-03  
                   2.19792128E-03           0.                     380.382172E-03           378.121918E-03           376.579834E-03           375.380463E-03           374.402435E-03           373.55954E-03            372.816864E-03           372.153778E-03           371.56134E-03            371.034698E-03  
                   2.21192098E-03           0.                     380.398285E-03           378.128601E-03           376.571899E-03           375.356445E-03           374.36261E-03            373.505341E-03           372.749786E-03           372.075165E-03           371.472443E-03           370.936584E-03  
                   2.22564125E-03           0.                     380.414062E-03           378.135132E-03           376.564117E-03           375.332886E-03           374.323639E-03           373.45224E-03            372.68399E-03            371.998138E-03           371.385315E-03           370.840424E-03  
                   2.23871684E-03           0.                     380.429077E-03           378.141388E-03           376.556732E-03           375.310486E-03           374.286438E-03           373.401642E-03           372.621338E-03           371.924713E-03           371.302277E-03           370.748779E-03  
                   2.25000095E-03           0.                     380.442047E-03           378.146729E-03           376.550323E-03           375.291107E-03           374.254364E-03           373.357941E-03           372.56723E-03            371.861298E-03           371.230591E-03           370.669708E-03  
                   2.35673785E-03           0.                     380.564789E-03           378.197601E-03           376.489868E-03           375.108002E-03           373.950928E-03           372.944794E-03           372.055664E-03           371.261871E-03           370.552704E-03           369.921692E-03  
                   2.37151241E-03           0.                     380.581757E-03           378.204651E-03           376.481506E-03           375.082672E-03           373.908936E-03           372.887604E-03           371.984833E-03           371.178894E-03           370.458893E-03           369.865295E-03  
                   2.38635015E-03           0.                     380.598816E-03           378.211731E-03           376.473114E-03           375.05719E-03            373.86673E-03            372.83017E-03            371.913696E-03           371.095581E-03           370.410706E-03           369.808716E-03  
                   2.40124393E-03           0.                     380.615936E-03           378.218842E-03           376.464661E-03           375.031647E-03           373.824432E-03           372.772552E-03           371.842316E-03           371.056274E-03           370.362335E-03           369.751862E-03  
                   2.41614866E-03           0.                     380.633087E-03           378.225922E-03           376.456238E-03           375.006073E-03           373.782043E-03           372.714844E-03           371.812805E-03           371.016968E-03           370.313904E-03           369.695007E-03  
                   2.43101263E-03           0.                     380.650177E-03           378.233002E-03           376.447784E-03           374.980591E-03           373.739777E-03           372.695831E-03           371.783417E-03           370.977783E-03           370.265625E-03           369.638306E-03  
                   2.44580579E-03           0.                     380.667175E-03           378.240051E-03           376.439423E-03           374.9552E-03             373.731567E-03           372.676941E-03           371.75415E-03            370.938782E-03           370.21759E-03            369.581848E-03  
                   2.46043491E-03           0.                     380.68399E-03            378.247009E-03           376.431152E-03           374.957214E-03           373.72345E-03            372.658264E-03           371.725159E-03           370.900208E-03           370.170044E-03           369.526031E-03  
                   2.47474766E-03           0.                     380.700439E-03           378.253845E-03           376.440979E-03           374.959137E-03           373.715485E-03           372.639954E-03           371.696838E-03           370.862457E-03           370.123566E-03           369.471405E-03  
                   2.4883523E-03            0.                     380.716095E-03           378.267456E-03           376.450287E-03           374.961029E-03           373.707916E-03           372.622559E-03           371.669922E-03           370.826569E-03           370.079407E-03           369.419525E-03  
                   2.50000143E-03           0.                     380.726349E-03           378.279144E-03           376.458313E-03           374.962585E-03           373.701447E-03           372.607666E-03           371.646851E-03           370.795868E-03           370.041534E-03           369.375061E-03  
                   2.60126972E-03           0.                     380.815552E-03           378.380615E-03           376.527832E-03           374.97644E-03            373.645203E-03           372.47821E-03            371.446442E-03           370.528809E-03           369.712616E-03           368.988678E-03  
                   2.6166923E-03            0.                     380.829163E-03           378.396057E-03           376.538452E-03           374.978516E-03           373.636658E-03           372.458527E-03           371.415894E-03           370.488129E-03           369.662537E-03           368.930023E-03  
                   2.6321671E-03            0.                     380.842804E-03           378.41156E-03            376.549072E-03           374.980621E-03           373.628052E-03           372.438721E-03           371.385284E-03           370.447327E-03           369.612396E-03           368.871155E-03  
                   2.64768672E-03           0.                     380.856445E-03           378.427124E-03           376.559723E-03           374.982758E-03           373.619446E-03           372.418884E-03           371.354553E-03           370.406494E-03           369.562134E-03           368.812103E-03  
                   2.66319895E-03           0.                     380.870148E-03           378.442688E-03           376.570374E-03           374.984863E-03           373.610809E-03           372.399048E-03           371.323914E-03           370.365723E-03           369.511841E-03           368.753113E-03  
                   2.67865515E-03           0.                     380.883759E-03           378.45813E-03            376.580994E-03           374.986969E-03           373.602234E-03           372.379333E-03           371.293396E-03           370.325043E-03           369.461761E-03           368.694305E-03  
                   2.69401455E-03           0.                     380.897278E-03           378.473541E-03           376.591522E-03           374.989075E-03           373.593719E-03           372.359741E-03           371.263062E-03           370.284637E-03           369.412018E-03           368.635895E-03  
                   2.70919514E-03           0.                     380.910675E-03           378.488739E-03           376.601959E-03           374.991119E-03           373.585327E-03           372.340393E-03           371.233063E-03           370.24472E-03            369.362823E-03           368.578156E-03  
                   2.72401047E-03           0.                     380.923706E-03           378.503601E-03           376.612122E-03           374.993134E-03           373.577087E-03           372.321442E-03           371.203796E-03           370.205719E-03           369.314819E-03           368.52182E-03   
                   2.73805857E-03           0.                     380.936096E-03           378.51767E-03            376.621765E-03           374.995056E-03           373.569305E-03           372.303558E-03           371.176056E-03           370.168762E-03           369.269318E-03           368.468384E-03  
                   2.75000191E-03           0.                     380.946594E-03           378.529602E-03           376.629944E-03           374.996704E-03           373.562653E-03           372.2883E-03             371.152466E-03           370.137329E-03           369.230621E-03           368.422913E-03  
                   2.84655023E-03           0.                     381.031647E-03           378.626312E-03           376.696167E-03           375.009827E-03           373.509125E-03           372.1651E-03             370.961792E-03           369.883362E-03           368.917816E-03           368.055695E-03  
                   2.86253905E-03           0.                     381.045685E-03           378.642334E-03           376.707123E-03           375.012024E-03           373.500244E-03           372.144714E-03           370.930206E-03           369.841278E-03           368.866028E-03           368.026154E-03  
                   2.8785727E-03            0.                     381.059814E-03           378.658386E-03           376.71814E-03            375.014221E-03           373.491364E-03           372.124268E-03           370.89856E-03            369.799103E-03           368.843018E-03           367.996552E-03  
                   2.89463615E-03           0.                     381.073975E-03           378.674469E-03           376.729126E-03           375.016388E-03           373.482452E-03           372.10376E-03            370.866791E-03           369.782959E-03           368.819946E-03           367.966858E-03  
                   2.91067743E-03           0.                     381.088104E-03           378.690552E-03           376.740143E-03           375.018555E-03           373.473541E-03           372.083282E-03           370.857758E-03           369.766815E-03           368.796906E-03           367.937195E-03  
                   2.92664766E-03           0.                     381.102142E-03           378.706543E-03           376.751099E-03           375.020782E-03           373.464691E-03           372.081238E-03           370.848694E-03           369.750732E-03           368.773987E-03           367.907715E-03  
                   2.94250631E-03           0.                     381.116119E-03           378.722443E-03           376.761963E-03           375.022919E-03           373.469086E-03           372.079224E-03           370.839722E-03           369.734802E-03           368.751221E-03           367.878418E-03  
                   2.95815253E-03           0.                     381.129883E-03           378.738068E-03           376.772705E-03           375.032257E-03           373.473419E-03           372.07724E-03            370.830902E-03           369.719055E-03           368.72879E-03            367.849487E-03  
                   2.97340369E-03           0.                     381.143341E-03           378.753357E-03           376.784668E-03           375.041321E-03           373.4776E-03             372.075256E-03           370.822266E-03           369.703705E-03           368.706879E-03           367.82135E-03   
                   2.98782063E-03           0.                     381.156036E-03           378.766479E-03           376.796021E-03           375.049927E-03           373.481567E-03           372.073456E-03           370.814087E-03           369.689209E-03           368.686188E-03           367.794678E-03  
                   3.00000238E-03           0.                     381.164429E-03           378.777527E-03           376.805573E-03           375.05719E-03            373.484924E-03           372.071899E-03           370.80719E-03            369.676941E-03           368.668701E-03           367.772186E-03  
                   3.09246039E-03           0.                     381.228271E-03           378.861542E-03           376.878204E-03           375.112274E-03           373.510437E-03           372.060089E-03           370.754883E-03           369.583893E-03           368.536011E-03           367.601379E-03  
                   3.10894847E-03           0.                     381.239655E-03           378.876526E-03           376.891174E-03           375.122101E-03           373.514984E-03           372.057983E-03           370.745605E-03           369.567322E-03           368.512329E-03           367.570953E-03  
                   3.12547398E-03           0.                     381.251068E-03           378.891571E-03           376.904175E-03           375.131927E-03           373.519531E-03           372.055847E-03           370.736237E-03           369.55072E-03            368.488678E-03           367.540497E-03  
                   3.14201403E-03           0.                     381.262482E-03           378.906586E-03           376.917145E-03           375.141785E-03           373.524109E-03           372.053772E-03           370.726898E-03           369.534119E-03           368.464966E-03           367.509979E-03  
                   3.15851712E-03           0.                     381.273865E-03           378.92157E-03            376.930115E-03           375.151642E-03           373.528656E-03           372.051666E-03           370.71756E-03            369.517517E-03           368.441345E-03           367.479584E-03  
                   3.1749382E-03            0.                     381.285217E-03           378.936493E-03           376.942993E-03           375.161407E-03           373.533203E-03           372.049561E-03           370.708282E-03           369.501038E-03           368.417816E-03           367.44931E-03   
                   3.19122529E-03           0.                     381.296448E-03           378.951294E-03           376.955811E-03           375.171112E-03           373.537689E-03           372.047485E-03           370.699097E-03           369.48465E-03            368.394501E-03           367.419281E-03  
                   3.20728111E-03           0.                     381.307556E-03           378.965881E-03           376.968414E-03           375.180695E-03           373.542114E-03           372.045471E-03           370.690033E-03           369.468536E-03           368.371521E-03           367.389679E-03  
                   3.22289753E-03           0.                     381.318329E-03           378.980072E-03           376.980652E-03           375.190002E-03           373.546387E-03           372.043457E-03           370.681183E-03           369.45282E-03            368.349121E-03           367.360901E-03  
