
                     X                   displacement                force         

                   0.                       0.                      -0.            
                   1.44000006E+03           0.                      -0.            
                   2.88000011E+03           0.                      -0.            
                   4.32000017E+03           0.                      -0.            
                   5.76000023E+03           0.                      -0.            
                   7.19999981E+03           0.                      -0.            
                   7.19999981E+03           0.                      -0.            
                   7.20884991E+03          22.1299953E-06          143.975998      
                   7.2177E+03              44.2599907E-06          288.059784      
                   7.22654963E+03          66.3900223E-06          432.25116       
                   7.23539972E+03          88.5199814E-06          575.893372      
                   7.24424982E+03         110.649971E-06           715.582703      
                   7.25309992E+03         132.780045E-06           848.227661      
                   7.26195002E+03         154.909973E-06           972.401794      
                   7.27079964E+03         177.039963E-06             1.08772659E+03
                   7.27964973E+03         199.169998E-06             1.19425464E+03
                   7.28849983E+03         221.299942E-06             1.29233098E+03
                   7.29734993E+03         243.430023E-06             1.38223195E+03
                   7.30620003E+03         265.560089E-06             1.46165597E+03
                   7.31504965E+03         287.690094E-06             1.52965999E+03
                   7.32389975E+03         309.819946E-06             1.58661175E+03
                   7.33274984E+03         331.950012E-06             1.63522971E+03
                   7.34159994E+03         354.079926E-06             1.67697835E+03
                   7.35045004E+03         376.209961E-06             1.71270037E+03
                   7.35929966E+03         398.339996E-06             1.74424899E+03
                   7.36814976E+03         420.469849E-06             1.77161062E+03
                   7.37699986E+03         442.599884E-06             1.79505968E+03
                   7.38584995E+03         464.72998E-06              1.81509352E+03
                   7.39470005E+03         486.860046E-06             1.832232E+03  
                   7.40354967E+03         508.990112E-06             1.84655559E+03
                   7.40700006E+03         517.616943E-06             1.8515358E+03 
                   7.41239977E+03         531.120178E-06             1.8586694E+03 
                   7.42124987E+03         553.250122E-06             1.86890507E+03
                   7.43009996E+03         575.380188E-06             1.8777498E+03 
                   7.43895006E+03         597.510193E-06             1.88550329E+03
                   7.44779968E+03         619.639893E-06             1.89243174E+03
                   7.45664978E+03         641.769958E-06             1.89872718E+03
                   7.46549988E+03         663.900024E-06             1.90456462E+03
                   7.47434998E+03         686.03009E-06              1.91001523E+03
                   7.48320007E+03         708.159851E-06             1.91514218E+03
                   7.49204969E+03         730.289795E-06             1.92000282E+03
                   7.50089979E+03         752.419922E-06             1.9246155E+03 
                   7.50974989E+03         774.549988E-06             1.92902005E+03
