
                     X                   displacement                force         

                   0.                       0.                      -0.            
                  10.                      17.9999981E-06          252.51297       
                  20.                      35.9999962E-06          504.98291       
                  30.                      53.9999847E-06          757.40979       
                  40.                      71.9999924E-06            1.00979376E+03
                  50.                      89.9999924E-06            1.26213467E+03
                  60.                     107.999969E-06             1.51443243E+03
                  70.                     126.000015E-06             1.76668739E+03
                  80.                     143.999985E-06             2.01889944E+03
                  90.                     162.000015E-06             2.27106833E+03
                 100.                     179.999985E-06             2.52319455E+03
                 110.                     198.000076E-06             2.77527785E+03
                 120.                     215.999939E-06             3.027318E+03  
                 130.                     233.999954E-06             3.27931452E+03
                 140.                     252.000031E-06             3.53126884E+03
                 150.                     270.000061E-06             3.78318071E+03
                 160.                     287.999969E-06             4.03504896E+03
                 170.                     306.E-06                   4.28687429E+03
                 180.                     324.000031E-06             4.53865719E+03
                 190.                     341.999939E-06             4.79039717E+03
                 200.                     359.999969E-06             5.04209375E+03
                 210.                     377.999969E-06             5.2937479E+03 
                 220.                     396.000153E-06             5.54535961E+03
                 230.                     413.999908E-06             5.79692793E+03
                 240.                     431.999878E-06             6.04845285E+03
                 250.                     450.000122E-06             6.29993629E+03
                 260.                     467.999908E-06             6.55137539E+03
                 270.                     486.000183E-06             6.80277348E+03
                 280.                     504.000061E-06             7.05405951E+03
                 290.                     521.999817E-06             7.30499649E+03
                 300.                     540.000122E-06             7.5554285E+03 
                 310.                     558.E-06                   7.80525589E+03
                 320.                     575.999939E-06             8.05436039E+03
                 330.                     594.000122E-06             8.30249691E+03
                 340.                     612.E-06                   8.5493412E+03 
                 350.                     630.E-06                   8.79445648E+03
                 360.                     648.000061E-06             9.03697777E+03
                 370.                     666.E-06                   9.27517986E+03
                 380.                     683.999878E-06             9.50133991E+03
                 390.                     701.999939E-06             9.71049595E+03
                 400.                     719.999939E-06             9.86845875E+03
                 410.                     738.E-06                  10.0050716E+03 
                 420.                     755.999939E-06            10.1245298E+03 
                 430.                     773.999878E-06            10.2292356E+03 
                 440.                     792.000305E-06            10.3211184E+03 
                 450.                     809.999817E-06            10.3990631E+03 
                 460.                     827.999817E-06            10.4660263E+03 
                 470.                     846.000244E-06            10.5278616E+03 
                 480.                     863.999756E-06            10.585412E+03  
                 490.                     881.999878E-06            10.6365166E+03 
                 500.                     900.000244E-06            10.6819592E+03 
                 510.                     918.000244E-06            10.7211113E+03 
                 520.                     935.999817E-06            10.7538052E+03 
                 530.                     954.000183E-06            10.7819376E+03 
                 540.                     972.000366E-06            10.8060541E+03 
                 550.                     989.999695E-06            10.8252239E+03 
                 560.                       1.00800014E-03          10.8391991E+03 
                 570.                       1.02600038E-03          10.8488083E+03 
                 580.                       1.04399967E-03          10.8545055E+03 
                 590.                       1.06200004E-03          10.8553934E+03 
                 600.                       1.08000028E-03          10.8517561E+03 
                 610.                       1.09799957E-03          10.8440161E+03 
                 620.                       1.11600006E-03          10.8314867E+03 
                 630.                       1.13400042E-03          10.8146973E+03 
                 640.                       1.15199983E-03          10.7932072E+03 
                 650.                       1.16999996E-03          10.7680712E+03 
                 660.                       1.1880002E-03           10.7391577E+03 
                 670.                       1.20599985E-03          10.7065191E+03 
                 680.                       1.22399998E-03          10.6701279E+03 
                 690.                       1.24200022E-03          10.6301098E+03 
                 700.                       1.25999999E-03          10.5862246E+03 
                 710.                       1.27799976E-03          10.5385313E+03 
                 720.                       1.29600012E-03          10.487525E+03  
                 730.                       1.31399977E-03          10.4333315E+03 
                 740.                       1.33200002E-03          10.3758564E+03 
                 750.                       1.35000038E-03          10.3150454E+03 
                 760.                       1.36799979E-03          10.2505674E+03 
                 770.                       1.38600016E-03          10.1819744E+03 
                 780.                       1.40399992E-03          10.1093597E+03 
                 790.                       1.42199969E-03          10.0328426E+03 
                 800.                       1.43999994E-03           9.95240784E+03
                 810.                       1.4580003E-03            9.86804867E+03
                 820.                       1.47599995E-03           9.77955055E+03
                 830.                       1.4940002E-03            9.68700695E+03
                 840.                       1.51199985E-03           9.59069824E+03
                 850.                       1.52999949E-03           9.49095058E+03
                 860.                       1.54799974E-03           9.38809013E+03
                 870.                       1.56600022E-03           9.28245354E+03
                 880.                       1.58400059E-03           9.17453766E+03
                 890.                       1.60200024E-03           9.06496048E+03
                 900.                       1.61999965E-03           8.95433998E+03
                 910.                       1.63800013E-03           8.84322453E+03
                 920.                       1.65599966E-03           8.7321434E+03 
                 930.                       1.67400002E-03           8.62160301E+03
                 940.                       1.69200051E-03           8.51202774E+03
                 950.                       1.71000016E-03           8.40365696E+03
                 960.                       1.72799957E-03           8.29661942E+03
                 970.                       1.74599981E-03           8.19092274E+03
                 980.                       1.7639997E-03            8.08641434E+03
                 990.                       1.78199995E-03           7.98278332E+03
                   1.E+03                   1.80000043E-03           7.87957048E+03




